project_accession,species_latin_name,species_common_name,site_label,original_place_text,resolved_place_text,political_entity,source_artifact_path,source_locator,coordinate_basis,mapping_posture,latitude_text,longitude_text,geocoding_method,geocoder_or_gazetteer,confidence_rationale,coordinate_confidence,paper_doi,paper_url,supplementary_source,chronology_text,time_start_bp,time_end_bp,dating_basis,comparator_context,domestication_context,interpretation_note,support_gap_note
PRJEB31613,Equus caballus,horse,Halvai 5,Halvai 5,Halvai 5,Kazakhstan,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row143,supplementary_table_coordinates,mappable_point,52.843000000000004,62.902900000000002,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,3817-4217 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Haunstetten,Haunstetten,Haunstetten,Germany,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row145,supplementary_table_coordinates,mappable_point,48.307911799999999,10.8938381,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,1979 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Khatuu 2,Khatuu 2,Khatuu 2,Mongolia,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row146,supplementary_table_coordinates,mappable_point,48.583055999999999,88.393528000000003,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,2312 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Khotont,Khotont,Khotont,Mongolia,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row147,supplementary_table_coordinates,mappable_point,47.3056111,102.64647220000001,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,1177-1406 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Kokorevo,Kokorevo,Kokorevo,Russia,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row148,supplementary_table_coordinates,mappable_point,53.933,90.933000000000007,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,14450 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Krasnaya Gorka,Krasnaya Gorka,Krasnaya Gorka,Russia,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row150,supplementary_table_coordinates,mappable_point,51.538690000000003,94.008849999999995,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,1446 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Krasnokamenka,Krasnokamenka,Krasnokamenka,Russia,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row152,supplementary_table_coordinates,mappable_point,54.35,60.15,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,4000-5000 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Kulian Cave,Kulian Cave,Kulian Cave,Iran,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row149,supplementary_table_coordinates,mappable_point,34.730428000000003,46.671981000000002,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,1694 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Lebyazhinka IV,Lebyazhinka IV,Lebyazhinka IV,Russia,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row153,supplementary_table_coordinates,mappable_point,53.43,50.4,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Longueil-Annel,Longueil-Annel,Longueil-Annel,France,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row154,supplementary_table_coordinates,mappable_point,49.469034999999998,2.8605299999999998,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,217-317 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,"Macon, rue Rambuteau","Macon, rue Rambuteau","Macon, rue Rambuteau",France,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row155,supplementary_table_coordinates,mappable_point,46.307532000000002,4.823474,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,1717-1817 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Mainz,Mainz,Mainz,Germany,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row156,supplementary_table_coordinates,mappable_point,49.99,8.26,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,1373 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Marvelė cemetery,Marvelė cemetery,Marvelė cemetery,Lithuania,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row157,supplementary_table_coordinates,mappable_point,54.896740000000001,23.872479999999999,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,1087-1189 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Merzly Yar,Merzly Yar,Merzly Yar,Russia,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row166,supplementary_table_coordinates,mappable_point,53.363333330000003,95.362777780000002,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,23789 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,"Metz, Place de la République","Metz, Place de la République","Metz, Place de la République",France,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row167,supplementary_table_coordinates,mappable_point,49.115293000000001,6.1727509999999999,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,467-517 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Miciurin,Miciurin,Miciurin,Moldova,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row168,supplementary_table_coordinates,mappable_point,47.986874999999998,27.790130999999999,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,3017-3517 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Noyon - Orroire,Noyon - Orroire,Noyon - Orroire,France,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row171,supplementary_table_coordinates,mappable_point,49.571362999999998,3.0177420000000001,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,617-817 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Nuštar,Nuštar,Nuštar,Croatia,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row172,supplementary_table_coordinates,mappable_point,45.332528099999998,18.841491699999999,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,1187 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Oktyabrsky,Oktyabrsky,Oktyabrsky,Russia,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row174,supplementary_table_coordinates,mappable_point,47.966666699999998,43.643611100000001,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,830 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Olon Kurin Gol,Olon Kurin Gol,Olon Kurin Gol,Mongolia,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row176,supplementary_table_coordinates,mappable_point,49.328749999999999,88.348861099999993,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,2317-2417 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Otepää,Otepää,Otepää,Estonia,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row178,supplementary_table_coordinates,mappable_point,58.058047999999999,26.494752299999998,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,1184 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Otok,Otok,Otok,Kazakhstan,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row179,supplementary_table_coordinates,mappable_point,45.146408399999999,18.883864899999999,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,1308 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Potapovka I,Potapovka I,Potapovka I,Russia,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row180,supplementary_table_coordinates,mappable_point,53.662987000000001,50.671470999999997,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,3757-4042 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Quoygrew,Quoygrew,Quoygrew,United Kingdom,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row182,supplementary_table_coordinates,mappable_point,59.337156,-2.97,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,1017-1217 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Ridala,Ridala,Ridala,Estonia,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row183,supplementary_table_coordinates,mappable_point,58.455199899999997,23.032599900000001,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,2617-2817 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Saadjärve,Saadjärve,Saadjärve,Estonia,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row185,supplementary_table_coordinates,mappable_point,58.543199899999998,26.678100000000001,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,1017 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Sagzabad,Sagzabad,Sagzabad,Iran,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row186,supplementary_table_coordinates,mappable_point,35.773055999999997,49.937778000000002,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,3117 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Saint-Just-en-Chaussée,Saint-Just-en-Chaussée,Saint-Just-en-Chaussée,France,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row191,supplementary_table_coordinates,mappable_point,49.505431999999999,2.4350589999999999,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,2250 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Saint-Quentin,Saint-Quentin,Saint-Quentin,France,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row192,supplementary_table_coordinates,mappable_point,49.847997999999997,3.2903989999999999,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,1817-2017 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Sayangorsk,Sayangorsk,Sayangorsk,Russia,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row195,supplementary_table_coordinates,mappable_point,53.096618800000002,91.416451800000004,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,2677 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Schloßvippach,Schloßvippach,Schloßvippach,Germany,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row196,supplementary_table_coordinates,mappable_point,51.103999999999999,11.145,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,3617-4217 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Shar-I-Qumis,Shar-I-Qumis,Shar-I-Qumis,Iran,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row198,supplementary_table_coordinates,mappable_point,35.961666999999998,54.037500000000001,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,1557 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Sintashta,Sintashta,Sintashta,Russia,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row200,supplementary_table_coordinates,mappable_point,55.1644419,61.436843099999997,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,3550-3604 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Solothurn-Vigier,Solothurn-Vigier,Solothurn-Vigier,Switzerland,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row203,supplementary_table_coordinates,mappable_point,47.2333,7.5167000000000002,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,1717-1917 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Steim am Rhein Charregass,Steim am Rhein Charregass,Steim am Rhein Charregass,Switzerland,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row90,supplementary_table_coordinates,mappable_point,47.65,8.85,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,1617-1717 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Syrgal 1,Syrgal 1,Syrgal 1,Mongolia,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row206,supplementary_table_coordinates,mappable_point,48.583055999999999,88.393528000000003,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,2317 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Tachti Perda,Tachti Perda,Tachti Perda,Georgia,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row208,supplementary_table_coordinates,mappable_point,41.466667000000001,46.016666999999998,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,3604 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Tavan Tolgoi,Tavan Tolgoi,Tavan Tolgoi,Mongolia,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row209,supplementary_table_coordinates,mappable_point,45.099722200000002,112.71969439999999,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,649-811 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Taymyr,Taymyr,Taymyr,Russia,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row212,supplementary_table_coordinates,mappable_point,73.046000000000006,109.708,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,42758 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Tepe Hasanlu,Tepe Hasanlu,Tepe Hasanlu,Iran,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row220,supplementary_table_coordinates,mappable_point,37.004486,45.458817000000003,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,2417-2287 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Tumeski,Tumeski,Tumeski,Russia,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row225,supplementary_table_coordinates,mappable_point,66.933333329999996,131.91666670000001,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,192 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Uppsala,Uppsala,Uppsala,Sweden,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row226,supplementary_table_coordinates,mappable_point,59.860999999999997,17.638999999999999,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,1217-1417 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Uushgiin Uvur,Uushgiin Uvur,Uushgiin Uvur,Mongolia,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row227,supplementary_table_coordinates,mappable_point,49.6561667,99.912205599999993,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,3039-3130 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,"Vermand, rue De Gaulle","Vermand, rue De Gaulle","Vermand, rue De Gaulle",France,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row240,supplementary_table_coordinates,mappable_point,49.877490000000002,3.145772,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,1717-1767 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Vicerrectorado,Vicerrectorado,Vicerrectorado,Spain,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row241,supplementary_table_coordinates,mappable_point,43.009282900000002,-7.5592896999999999,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,1617-1817 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
