species_latin_name,species_common_name,project_accession,repo_stable_sample_id,archive_native_sample_id,paper_native_sample_label,supplementary_table_sample_label,preferred_sample_label,sample_basis,sample_evidence_status,sample_lineage_path,sample_lineage_locator,sample_lineage_excerpt,sample_identity_resolution,sample_ambiguity_note,locality_text,political_entity,latitude_text,longitude_text,chronology_text
Ovis aries,sheep,PRJEB36540,prjeb36540:pb2,,,PB2,PB2,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row6,4 | Pınarbaşı Höyük | PB2 | ABU 193 | 9600-7800 cal BCE | 3 | B,final,,Pınarbaşı Höyük,,,,9600-7800 cal BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:pb24,,,PB24,PB24,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row108,96 | Pınarbaşı Höyük | PB24 | 8680 | Epipaleolithic | N/A | N/A,final,,Pınarbaşı Höyük,,,,Epipaleolithic
Ovis aries,sheep,PRJEB36540,prjeb36540:pb25,,,PB25,PB25,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row3,1 | Pınarbaşı Höyük | PB25 | BHL 8688 | 14000-11000 cal BCE | 2 | B,final,,Pınarbaşı Höyük,,,,14000-11000 cal BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:pb26,,,PB26,PB26,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row109,97 | Pınarbaşı Höyük | PB26 | 8034 | Epipaleolithic | N/A | N/A,final,,Pınarbaşı Höyük,,,,Epipaleolithic
Ovis aries,sheep,PRJEB36540,prjeb36540:pb28,,,PB28,PB28,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row4,2 | Pınarbaşı Höyük | PB28 | BIA 8194 | 14000-11000 cal BCE | 2 | B,final,,Pınarbaşı Höyük,,,,14000-11000 cal BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:pb29,,,PB29,PB29,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row110,98 | Pınarbaşı Höyük | PB29 | 10379 | 10./9. M cal BCE | N/A | N/A,final,,Pınarbaşı Höyük,,,,10./9. M cal BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:pb31,,,PB31,PB31,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row111,"99 | Pınarbaşı Höyük | PB31 | PB5071,8264 | Epipaleolithic | N/A | N/A",final,,Pınarbaşı Höyük,,,,Epipaleolithic
Ovis aries,sheep,PRJEB36540,prjeb36540:pb32,,,PB32,PB32,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row112,100 | Pınarbaşı Höyük | PB32 | #4094 | Epipaleolithic | N/A | N/A,final,,Pınarbaşı Höyük,,,,Epipaleolithic
Ovis aries,sheep,PRJEB36540,prjeb36540:pb33,,,PB33,PB33,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row5,3 | Pınarbaşı Höyük | PB33 | BIH 4094 | 14000-11000 cal BCE | 2 | B,final,,Pınarbaşı Höyük,,,,14000-11000 cal BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:pb6,,,PB6,PB6,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row9,7 | Pınarbaşı Höyük | PB6 | BBH 188 | 6500-6000 cal BCE | 2 | B,final,,Pınarbaşı Höyük,,,,6500-6000 cal BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:pb8,,,PB8,PB8,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row10,8 | Pınarbaşı Höyük | PB8 | BBH 10207 | 6500-6000 cal BCE | 2 | B,final,,Pınarbaşı Höyük,,,,6500-6000 cal BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:pb9,,,PB9,PB9,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row104,92 | Pınarbaşı Höyük | PB9 | 10072 | 7. M cal BCE | N/A | N/A,final,,Pınarbaşı Höyük,,,,7. M cal BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep02,,,TEP02,TEP02,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_2.xlsx,Sheet1!row9,6 | Tepecik-Çiftlik Höyük | tps002 | TEP02 | 779/16K | 8954211 | 51829 | 7.45E-3 | 51.8 | 8.1400000000000005E-4 | 9.3899999999999997E-2,final,,Tepecik-Çiftlik Höyük,,,,
Ovis aries,sheep,PRJEB36540,prjeb36540:tep03,,,TEP03,TEP03,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_2.xlsx,Sheet1!row7 || Sheet1!row8,5 | Tepecik-Çiftlik Höyük | tps001 | TEP03 | 780/16K | 9009099 | 160032 | 2.1180000000000001E-2 | 105.1 | 6.1850000000000004E-3 | 0.34229999999999999 || tpsc001* | TEP03 | 780/16K | 94338393 | 2096292 | 9.8519999999999996E-2 | 126.4 | 9.7290000000000001E-2 | 1.8153999999999999,final,,Tepecik-Çiftlik Höyük,,,,
Ovis aries,sheep,PRJEB36540,prjeb36540:tep03_depo*,,,TEP03_depo*,TEP03_depo*,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row29,27 | Tepecik-Çiftlik Höyük | TEP03_depo* | 780/16K/326 | 7059-6756 cal BCE | 2 | (D)B,final,,Tepecik-Çiftlik Höyük,,,,7059-6756 cal BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep05,,,TEP05,TEP05,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_2.xlsx,Sheet1!row10,7 | Tepecik-Çiftlik Höyük | tps005 | TEP05 | 780/16K | 12388414 | 2386 | 3.4000000000000002E-4 | 74.400000000000006 | 5.9619999999999996E-4 | 1.3899999999999999E-2,final,,Tepecik-Çiftlik Höyük,,,,
Ovis aries,sheep,PRJEB36540,prjeb36540:tep09,,,TEP09,TEP09,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_2.xlsx,Sheet1!row11,8 | Tepecik-Çiftlik Höyük | tps009 | TEP09 | NA | 6835967 | 553 | 2.1000000000000001E-4 | 79.400000000000006 | 1.5E-5 | 0,final,,Tepecik-Çiftlik Höyük,,,,
Ovis aries,sheep,PRJEB36540,prjeb36540:tep1,,,TEP1,TEP1,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row18,16 | Tepecik-Çiftlik Höyük | TEP1 | 1/15J/52C | 6000-5800 BCE | 3 | B,final,,Tepecik-Çiftlik Höyük,,,,6000-5800 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep10,,,TEP10,TEP10,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx || data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_2.xlsx,Sheet1!row22 || Sheet1!row12,20 | Tepecik-Çiftlik Höyük | TEP10 | 10/15K/101C | 6000-5800 BCE | 2 | E || 9 | Tepecik-Çiftlik Höyük | tps010 | TEP10 | NA | 5616596 | 10641 | 2.1900000000000001E-3 | 108.6 | 4.0000000000000002E-4 | 1.7399999999999999E-2,final,,Tepecik-Çiftlik Höyük,,,,6000-5800 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep10_depo,,,TEP10_depo,TEP10_depo,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row124,112 | Tepecik-Çiftlik Höyük | TEP10_depo | -/16K/245C | 6500-5800 BCE | N/A | N/A,final,,Tepecik-Çiftlik Höyük,,,,6500-5800 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep11_depo,,,TEP11_depo,TEP11_depo,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row64,54 | Tepecik-Çiftlik Höyük | TEP11_depo | -/16K/157C | 6800-6600 BCE | 1 | A,final,,Tepecik-Çiftlik Höyük,,,,6800-6600 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep12_depo,,,TEP12_depo,TEP12_depo,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row50,42 | Tepecik-Çiftlik Höyük | TEP12_depo | -/16K/253C | 6800-6600 BCE | 2 | B,final,,Tepecik-Çiftlik Höyük,,,,6800-6600 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep13_depo,,,TEP13_depo,TEP13_depo,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row65,55 | Tepecik-Çiftlik Höyük | TEP13_depo | -/16K/252C | 6800-6600 BCE | 1 | B,final,,Tepecik-Çiftlik Höyük,,,,6800-6600 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep14_depo,,,TEP14_depo,TEP14_depo,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row62,52 | Tepecik-Çiftlik Höyük | TEP14_depo | -/16K/258C | 6800-6600 BCE | 2 | A,final,,Tepecik-Çiftlik Höyük,,,,6800-6600 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep15_depo,,,TEP15_depo,TEP15_depo,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row125,113 | Tepecik-Çiftlik Höyük | TEP15_depo | -/16K/247C | 6500-5800 BCE | N/A | N/A,final,,Tepecik-Çiftlik Höyük,,,,6500-5800 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep1637,,,TEP1637,TEP1637,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row130,118 | Tepecik-Çiftlik Höyük | TEP1637 | -/16K/173C(173) | 6800-6600 BCE | N/A | N/A,final,,Tepecik-Çiftlik Höyük,,,,6800-6600 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep1638,,,TEP1638,TEP1638,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row131,119 | Tepecik-Çiftlik Höyük | TEP1638 | -/16K/173C(173) | 6800-6600 BCE | N/A | N/A,final,,Tepecik-Çiftlik Höyük,,,,6800-6600 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep1639,,,TEP1639,TEP1639,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row132,120 | Tepecik-Çiftlik Höyük | TEP1639 | -/16K/173C(173) | 6800-6600 BCE | N/A | N/A,final,,Tepecik-Çiftlik Höyük,,,,6800-6600 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep1640,,,TEP1640,TEP1640,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row133,121 | Tepecik-Çiftlik Höyük | TEP1640 | -/16K/173C(173) | 6800-6600 BCE | N/A | N/A,final,,Tepecik-Çiftlik Höyük,,,,6800-6600 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep1641,,,TEP1641,TEP1641,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row134,122 | Tepecik-Çiftlik Höyük | TEP1641 | -/16K/173C(173) | 6800-6600 BCE | N/A | N/A,final,,Tepecik-Çiftlik Höyük,,,,6800-6600 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep1642,,,TEP1642,TEP1642,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row135,123 | Tepecik-Çiftlik Höyük | TEP1642 | -/16K/173C(173) | 6800-6600 BCE | N/A | N/A,final,,Tepecik-Çiftlik Höyük,,,,6800-6600 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep1653,,,TEP1653,TEP1653,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row136,124 | Tepecik-Çiftlik Höyük | TEP1653 | -/16K/173C(173) | 6800-6600 BCE | N/A | N/A,final,,Tepecik-Çiftlik Höyük,,,,6800-6600 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep1654,,,TEP1654,TEP1654,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row137,125 | Tepecik-Çiftlik Höyük | TEP1654 | -/16K/173C(173) | 6800-6600 BCE | N/A | N/A,final,,Tepecik-Çiftlik Höyük,,,,6800-6600 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep1659,,,TEP1659,TEP1659,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row138,126 | Tepecik-Çiftlik Höyük | TEP1659 | -/16K/173C(173) | 6800-6600 BCE | N/A | N/A,final,,Tepecik-Çiftlik Höyük,,,,6800-6600 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep1661,,,TEP1661,TEP1661,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row139,127 | Tepecik-Çiftlik Höyük | TEP1661 | -/16I/117C(117) | 6300-6100 BCE | N/A | N/A,final,,Tepecik-Çiftlik Höyük,,,,6300-6100 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep16_depo,,,TEP16_depo,TEP16_depo,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row51,43 | Tepecik-Çiftlik Höyük | TEP16_depo | -/16K/245C | 6800-6600 BCE | 2 | E,final,,Tepecik-Çiftlik Höyük,,,,6800-6600 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep17,,,TEP17,TEP17,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx || data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_2.xlsx,Sheet1!row23 || Sheet1!row13,21 | Tepecik-Çiftlik Höyük | TEP17 | 17/15K/111C | 6000-5800 BCE | 2 | B || 10 | Tepecik-Çiftlik Höyük | tps017 | TEP17 | 17/15K/111C | 13077456 | 91095 | 8.1700000000000002E-3 | 96.6 | 3.1570000000000001E-3 | 0.81089999999999995,final,,Tepecik-Çiftlik Höyük,,,,6000-5800 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep17_depo,,,TEP17_depo,TEP17_depo,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row126,114 | Tepecik-Çiftlik Höyük | TEP17_depo | -/16K/247C | 6500-5800 BCE | N/A | N/A,final,,Tepecik-Çiftlik Höyük,,,,6500-5800 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep18_depo,,,TEP18_depo,TEP18_depo,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row127,115 | Tepecik-Çiftlik Höyük | TEP18_depo | -/16K/254C | 6500-5800 BCE | N/A | N/A,final,,Tepecik-Çiftlik Höyük,,,,6500-5800 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep19_depo,,,TEP19_depo,TEP19_depo,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row128,116 | Tepecik-Çiftlik Höyük | TEP19_depo | -/16K/246C | 6500-5800 BCE | N/A | N/A,final,,Tepecik-Çiftlik Höyük,,,,6500-5800 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep1_depo,,,TEP1_depo,TEP1_depo,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row119,107 | Tepecik-Çiftlik Höyük | TEP1_depo | 780/16K/326 | 7500-7000 BCE | N/A | N/A,final,,Tepecik-Çiftlik Höyük,,,,7500-7000 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep20,,,TEP20,TEP20,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx || data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_2.xlsx,Sheet1!row19 || Sheet1!row14,17 | Tepecik-Çiftlik Höyük | TEP20 | 20/15K/109C | 6000-5800 BCE | 2 | B || 11 | Tepecik-Çiftlik Höyük | tps020 | TEP20 | 20/15K/109C | 18068470 | 10319 | 6.8000000000000005E-4 | 81.900000000000006 | 2.8200000000000002E-4 | 2.8799999999999999E-2,final,,Tepecik-Çiftlik Höyük,,,,6000-5800 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep20_depo,,,TEP20_depo,TEP20_depo,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row129,117 | Tepecik-Çiftlik Höyük | TEP20_depo | -/16K/246C | 6500-5800 BCE | N/A | N/A,final,,Tepecik-Çiftlik Höyük,,,,6500-5800 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep2_depo,,,TEP2_depo,TEP2_depo,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row120,108 | Tepecik-Çiftlik Höyük | TEP2_depo | 779/16K/325 | 7500-7000 BCE | N/A | N/A,final,,Tepecik-Çiftlik Höyük,,,,7500-7000 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep4,,,TEP4,TEP4,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row24,22 | Tepecik-Çiftlik Höyük | TEP4 | 4/15K/100C | 6000-5800 BCE | 2 | B,final,,Tepecik-Çiftlik Höyük,,,,6000-5800 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep41,,,TEP41,TEP41,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row20,18 | Tepecik-Çiftlik Höyük | TEP41 | 41/15K/122C | 6000-5800 BCE | 3 | B,final,,Tepecik-Çiftlik Höyük,,,,6000-5800 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep43,,,TEP43,TEP43,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row33,29 | Tepecik-Çiftlik Höyük | TEP43 | 43/15J/87C | 6000-5800 BCE | 3 | B,final,,Tepecik-Çiftlik Höyük,,,,6000-5800 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep45,,,TEP45,TEP45,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row35,31 | Tepecik-Çiftlik Höyük | TEP45 | 45/15K/119C | 6000-5800 BCE | 2 | B,final,,Tepecik-Çiftlik Höyük,,,,6000-5800 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep46,,,TEP46,TEP46,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx || data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_2.xlsx,Sheet1!row36 || Sheet1!row15,32 | Tepecik-Çiftlik Höyük | TEP46 | 46/15K/119C | 6000-5800 BCE | 2 | B || 12 | Tepecik-Çiftlik Höyük | tps046 | TEP46 | 46/15K/119C | 11910234 | 936 | 1.8000000000000001E-4 | 85.7 | 2.9E-5 | 0,final,,Tepecik-Çiftlik Höyük,,,,6000-5800 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep48,,,TEP48,TEP48,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row28,26 | Tepecik-Çiftlik Höyük | TEP48 | 48/15K/65C | 6000-5800 BCE | 1 | E,final,,Tepecik-Çiftlik Höyük,,,,6000-5800 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep48_2014,,,TEP48_2014,TEP48_2014,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row52,44 | Tepecik-Çiftlik Höyük | TEP48_2014 | 1345/17K/280C | 6800-6600 BCE | 2 | B,final,,Tepecik-Çiftlik Höyük,,,,6800-6600 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep49,,,TEP49,TEP49,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row25,23 | Tepecik-Çiftlik Höyük | TEP49 | 49/15K/65C | 6000-5800 BCE | 2 | B,final,,Tepecik-Çiftlik Höyük,,,,6000-5800 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep4_depo,,,TEP4_depo,TEP4_depo,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row32,28 | Tepecik-Çiftlik Höyük | TEP4_depo | 779/16K/325 | 7100-6900 BCE | 3 | B,final,,Tepecik-Çiftlik Höyük,,,,7100-6900 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep5,,,TEP5,TEP5,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row34,30 | Tepecik-Çiftlik Höyük | TEP5 | 5/15J/57C | 6000-5800 BCE | 1 | B,final,,Tepecik-Çiftlik Höyük,,,,6000-5800 BCE
