locality,locality_token,profile_name,ranking_status,total_score,evidence_density_signal,chronology_alignment_signal,species_diversity_signal,contextual_support_signal,missingness_penalty,direct_sample_count,distinct_species_count,nearby_context_points,nearby_context_layer_count,temporal_overlap_points,sampling_recommendation_ready,recommendation_posture,ranking_blockers,recommendation_blockers,warning_flags,rationale
Fraugde (Zealand),homo_sapiens:aadr:denmark:fraugde-zealand:55-3563933-10-4951952,atlas_exploration,downgraded,0.4315,0.5692,0.5,0.3467,0.7503,0.165,2,1,12,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 12 nearby context points across 2 context layers shape the support surface | score families: evidence=0.5692; chronology=0.5000; species=0.3467; context=0.7503 | missingness penalty=0.1650; ranking status=downgraded | recommendation posture=exploratory_only"
"Kastanjegården (Skåne län, Malmö)",homo_sapiens:aadr:sweden:kastanjeg-rden-sk-ne-l-n-malm:55-555-13-023,atlas_exploration,downgraded,0.429,0.4858,0.5,0.3467,0.9122,0.195,1,1,102,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 102 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.9122 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
"L Beddinge 56 (Skåne län, Trelleborg)",homo_sapiens:aadr:sweden:l-beddinge-56-sk-ne-l-n-trelleborg:55-381-13-445,atlas_exploration,downgraded,0.4289,0.4858,0.5,0.3467,0.912,0.195,1,1,58,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 58 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.9120 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Rude (Jutland Region),homo_sapiens:aadr:denmark:rude-jutland-region:55-994-10-248,atlas_exploration,downgraded,0.4286,0.5692,0.5,0.3467,0.7419,0.165,2,1,7,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 7 nearby context points across 2 context layers shape the support surface | score families: evidence=0.5692; chronology=0.5000; species=0.3467; context=0.7419 | missingness penalty=0.1650; ranking status=downgraded | recommendation posture=exploratory_only"
"Ängdala (Skåne län, Malmö)",homo_sapiens:aadr:sweden:ngdala-sk-ne-l-n-malm:55-588-13-113,atlas_exploration,downgraded,0.4275,0.4858,0.5,0.3467,0.908,0.195,1,1,110,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 110 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.9080 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
"Oxie 7 (Skåne län, Vellinge)",homo_sapiens:aadr:sweden:oxie-7-sk-ne-l-n-vellinge:55-545-13-098,atlas_exploration,downgraded,0.4269,0.4858,0.5,0.3467,0.9062,0.195,1,1,105,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 105 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.9062 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
"Fredriksberg (Skåne län, Malmö)",homo_sapiens:aadr:sweden:fredriksberg-sk-ne-l-n-malm:55-557-13-059,atlas_exploration,downgraded,0.4259,0.4858,0.5,0.3467,0.9033,0.195,1,1,106,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 106 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.9033 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Höja gård (Southern Sweden/ Skåne),homo_sapiens:aadr:sweden:h-ja-g-rd-southern-sweden-sk-ne:55-58-13-069,atlas_exploration,downgraded,0.4248,0.4858,0.5,0.3467,0.9002,0.195,1,1,107,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 107 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.9002 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
"Skateholm-1 (Skåne län, Trelleborg)",homo_sapiens:aadr:sweden:skateholm-1-sk-ne-l-n-trelleborg:55-386-13-481,atlas_exploration,downgraded,0.4227,0.4858,0.5,0.3467,0.8942,0.195,1,1,61,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 61 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8942 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
"Kyndelöse (Sjælland, Lejre)",homo_sapiens:aadr:denmark:kyndel-se-sj-lland-lejre:55-703-11-855,atlas_exploration,downgraded,0.4216,0.5692,0.5,0.3467,0.7219,0.165,2,1,11,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 11 nearby context points across 2 context layers shape the support surface | score families: evidence=0.5692; chronology=0.5000; species=0.3467; context=0.7219 | missingness penalty=0.1650; ranking status=downgraded | recommendation posture=exploratory_only"
"Kaarebjerg Agre, Tørslev Hage, Gerlev Sogn (Zealand)",homo_sapiens:aadr:denmark:kaarebjerg-agre-t-rslev-hage-gerlev-sogn-zealand:55-8085-12-0304,atlas_exploration,downgraded,0.42,0.5692,0.5,0.3467,0.7175,0.165,2,1,9,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 9 nearby context points across 2 context layers shape the support surface | score families: evidence=0.5692; chronology=0.5000; species=0.3467; context=0.7175 | missingness penalty=0.1650; ranking status=downgraded | recommendation posture=exploratory_only"
"Gorla (Stockholms län, Norrtälje)",homo_sapiens:aadr:sweden:gorla-stockholms-l-n-norrt-lje:59-7-18-7,atlas_exploration,downgraded,0.4193,0.5692,1.0,0.3467,0.6869,0.255,2,1,15,1,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 15 nearby context points across 1 context layers shape the support surface | score families: evidence=0.5692; chronology=1.0000; species=0.3467; context=0.6869 | missingness penalty=0.2550; ranking status=downgraded | recommendation posture=exploratory_only"
Fårevejlegård (Funen),homo_sapiens:aadr:denmark:f-revejleg-rd-funen:55-799195-11-4263409,atlas_exploration,downgraded,0.4151,0.5692,0.5,0.3467,0.7034,0.165,2,1,8,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 8 nearby context points across 2 context layers shape the support surface | score families: evidence=0.5692; chronology=0.5000; species=0.3467; context=0.7034 | missingness penalty=0.1650; ranking status=downgraded | recommendation posture=exploratory_only"
Ribe (Jutland Region),homo_sapiens:aadr:denmark:ribe-jutland-region:55-33-8-76,atlas_exploration,downgraded,0.4145,0.9025,1.0,0.3467,0.3399,0.255,9,1,1,1,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 9 direct ancient-DNA samples support 1 species at this locality anchor | 1 nearby context points across 1 context layers shape the support surface | score families: evidence=0.9025; chronology=1.0000; species=0.3467; context=0.3399 | missingness penalty=0.2550; ranking status=downgraded | recommendation posture=exploratory_only"
Kalmargården (Zealand),homo_sapiens:aadr:denmark:kalmarg-rden-zealand:55-56924-11-2511,atlas_exploration,downgraded,0.4115,0.5692,0.5,0.3467,0.6932,0.165,2,1,7,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 7 nearby context points across 2 context layers shape the support surface | score families: evidence=0.5692; chronology=0.5000; species=0.3467; context=0.6932 | missingness penalty=0.1650; ranking status=downgraded | recommendation posture=exploratory_only"
Bogøvej (Langelands Sønder),homo_sapiens:aadr:denmark:bog-vej-langelands-s-nder:54-8711699-10-703644,atlas_exploration,downgraded,0.4111,0.9025,0.5,0.3467,0.3588,0.165,9,1,3,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 9 direct ancient-DNA samples support 1 species at this locality anchor | 3 nearby context points across 2 context layers shape the support surface | score families: evidence=0.9025; chronology=0.5000; species=0.3467; context=0.3588 | missingness penalty=0.1650; ranking status=downgraded | recommendation posture=exploratory_only"
"Sondrup Østergaard, Ulstrup sogn (Jutland)",homo_sapiens:aadr:denmark:sondrup-stergaard-ulstrup-sogn-jutland:56-865-9-415,atlas_exploration,downgraded,0.4107,0.5692,0.5,0.3467,0.6909,0.165,2,1,6,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 6 nearby context points across 2 context layers shape the support surface | score families: evidence=0.5692; chronology=0.5000; species=0.3467; context=0.6909 | missingness penalty=0.1650; ranking status=downgraded | recommendation posture=exploratory_only"
Bogevej (Langeland Region),homo_sapiens:aadr:denmark:bogevej-langeland-region:54-87001-10-72,atlas_exploration,downgraded,0.4099,0.9025,0.5,0.3467,0.3553,0.165,13,1,3,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 13 direct ancient-DNA samples support 1 species at this locality anchor | 3 nearby context points across 2 context layers shape the support surface | score families: evidence=0.9025; chronology=0.5000; species=0.3467; context=0.3553 | missingness penalty=0.1650; ranking status=downgraded | recommendation posture=exploratory_only"
Mosede Mose (Zealand Region),homo_sapiens:aadr:denmark:mosede-mose-zealand-region:55-576-12-275,atlas_exploration,downgraded,0.4082,0.5692,0.5,0.3467,0.6836,0.165,2,1,10,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 10 nearby context points across 2 context layers shape the support surface | score families: evidence=0.5692; chronology=0.5000; species=0.3467; context=0.6836 | missingness penalty=0.1650; ranking status=downgraded | recommendation posture=exploratory_only"
"Holma (Västra Götalands län, Falköping, Falbygden)",homo_sapiens:aadr:sweden:holma-v-stra-g-talands-l-n-falk-ping-falbygden:58-1498-13-6392,atlas_exploration,downgraded,0.4075,0.4858,1.0,0.3467,0.8222,0.285,1,1,17,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 17 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.8222 | missingness penalty=0.2850; ranking status=downgraded | recommendation posture=exploratory_only"
"Hanaskede (Västra Götalands län, Skara)",homo_sapiens:aadr:sweden:hanaskede-v-stra-g-talands-l-n-skara:58-391-13-558,atlas_exploration,downgraded,0.4053,0.4858,0.5,0.3467,0.8446,0.195,1,1,32,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 32 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8446 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
"Arnestad store (24/1) (Nor South, Hedmark, Åmot)",homo_sapiens:aadr:norway:arnestad-store-24-1-nor-south-hedmark-mot:61-15-11-34,atlas_exploration,downgraded,0.4051,0.5692,1.0,0.3467,0.6464,0.255,2,1,8,1,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 8 nearby context points across 1 context layers shape the support surface | score families: evidence=0.5692; chronology=1.0000; species=0.3467; context=0.6464 | missingness penalty=0.2550; ranking status=downgraded | recommendation posture=exploratory_only"
"Firse sten (Västra Götalands län, Falköping, Falbygden)",homo_sapiens:aadr:sweden:firse-sten-v-stra-g-talands-l-n-falk-ping-falbygden:58-1531-13-5686,atlas_exploration,downgraded,0.403,0.4858,1.0,0.3467,0.8095,0.285,1,1,18,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 18 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.8095 | missingness penalty=0.2850; ranking status=downgraded | recommendation posture=exploratory_only"
"Viby (Skåne län, Kristianstad)",homo_sapiens:aadr:sweden:viby-sk-ne-l-n-kristianstad:56-025-14-233,atlas_exploration,downgraded,0.4024,0.4858,1.0,0.3467,0.8078,0.285,1,1,39,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 39 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.8078 | missingness penalty=0.2850; ranking status=downgraded | recommendation posture=exploratory_only"
"Gannor (Gotlands län, Gotland)",homo_sapiens:aadr:sweden:gannor-gotlands-l-n-gotland:57-3-18-6,atlas_exploration,downgraded,0.4023,0.4858,1.0,0.3467,0.8075,0.285,1,1,31,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 31 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.8075 | missingness penalty=0.2850; ranking status=downgraded | recommendation posture=exploratory_only"
"Dösemarken (Skåne län, Malmö)",homo_sapiens:aadr:sweden:d-semarken-sk-ne-l-n-malm:55-564-12-946,atlas_exploration,downgraded,0.3973,0.4858,0.5,0.3467,0.8217,0.195,1,1,93,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 93 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8217 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Bengtstorp (Oland),homo_sapiens:aadr:sweden:bengtstorp-oland:56-514-16-439,atlas_exploration,downgraded,0.3972,0.4858,0.5,0.3467,0.8214,0.195,1,1,47,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 47 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8214 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Assleröd (Western Sweden/ Bohuslän),homo_sapiens:aadr:sweden:assler-d-western-sweden-bohusl-n:58-4172-11-3251,atlas_exploration,downgraded,0.3953,0.4858,0.5,0.3467,0.816,0.195,1,1,29,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 29 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8160 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
"Tværvejen etape III, Asperup sogn sb nr 56, Båg Herred, Odense Amt (Funen)",homo_sapiens:aadr:denmark:tv-rvejen-etape-iii-asperup-sogn-sb-nr-56-b-g-herred-odense-amt-funen:55-476544-9-896608,atlas_exploration,downgraded,0.3949,0.4858,0.5,0.3467,0.8149,0.195,1,1,7,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 7 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8149 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Storelyng (Østrup Homo II) (Zealand Region),homo_sapiens:aadr:denmark:storelyng-strup-homo-ii-zealand-region:55-589-11-576,atlas_exploration,downgraded,0.3948,0.4858,0.5,0.3467,0.8145,0.195,1,1,14,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 14 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8145 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Højgård (Zealand),homo_sapiens:aadr:denmark:h-jg-rd-zealand:55-76578-12-43917,atlas_exploration,downgraded,0.3945,0.4858,0.5,0.3467,0.8137,0.195,1,1,16,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 16 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8137 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Sörby_Störlinge (Oland),homo_sapiens:aadr:sweden:s-rby-st-rlinge-oland:56-806-16-73,atlas_exploration,downgraded,0.3944,0.4858,0.5,0.3467,0.8133,0.195,1,1,24,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 24 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8133 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Storelyng (Øgarde boat III) (Zealand),homo_sapiens:aadr:denmark:storelyng-garde-boat-iii-zealand:55-587-11-574,atlas_exploration,downgraded,0.3941,0.4858,0.5,0.3467,0.8125,0.195,1,1,14,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 14 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8125 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Alpegard (Zealand),homo_sapiens:aadr:denmark:alpegard-zealand:55-7497176-12-2894256,atlas_exploration,downgraded,0.394,0.4858,0.5,0.3467,0.8124,0.195,1,1,16,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 16 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8124 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Mörbylånga (Oland),homo_sapiens:aadr:sweden:m-rbyl-nga-oland:56-505-16-429,atlas_exploration,downgraded,0.3939,0.4858,0.5,0.3467,0.8121,0.195,1,1,45,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 45 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8121 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
"Bredgården (Västra Götalands län, Ulricehamn)",homo_sapiens:aadr:sweden:bredg-rden-v-stra-g-talands-l-n-ulricehamn:57-742-13-403,atlas_exploration,downgraded,0.3931,0.4858,0.5,0.3467,0.8097,0.195,1,1,11,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 11 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8097 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Sigersdal Mose (Zealand Region),homo_sapiens:aadr:denmark:sigersdal-mose-zealand-region:55-761-12-258,atlas_exploration,downgraded,0.3931,0.4858,0.5,0.3467,0.8096,0.195,1,1,16,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 16 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8096 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
"Ringsaker nor (Nor South, Innlandet, Hedmark)",homo_sapiens:aadr:norway:ringsaker-nor-nor-south-innlandet-hedmark:60-84-11,atlas_exploration,downgraded,0.3927,0.5692,0.5,0.3467,0.6394,0.165,2,1,4,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 4 nearby context points across 3 context layers shape the support surface | score families: evidence=0.5692; chronology=0.5000; species=0.3467; context=0.6394 | missingness penalty=0.1650; ranking status=downgraded | recommendation posture=exploratory_only"
Værløse (Alugod) (Zealand/ Smørum),homo_sapiens:aadr:denmark:v-rl-se-alugod-zealand-sm-rum:55-76537-12-32188,atlas_exploration,downgraded,0.3926,0.4858,0.5,0.3467,0.8082,0.195,1,1,18,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 18 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8082 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Over Vindinge (Zealand/ Region Hovedstaden),homo_sapiens:aadr:denmark:over-vindinge-zealand-region-hovedstaden:55-061983-11-902766,atlas_exploration,downgraded,0.3925,0.7358,0.5,0.3467,0.4724,0.165,4,1,5,1,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 4 direct ancient-DNA samples support 1 species at this locality anchor | 5 nearby context points across 1 context layers shape the support surface | score families: evidence=0.7358; chronology=0.5000; species=0.3467; context=0.4724 | missingness penalty=0.1650; ranking status=downgraded | recommendation posture=exploratory_only"
