feature_id,evidence_row_id,site_record_id,species_latin_name,species_common_name,animal_scope,support_class,locality,political_entity,latitude,longitude,coordinate_basis,coordinate_confidence,sample_count,sample_record_ids,source_native_taxon_labels,source_native_tax_ids,source_native_scientific_names,taxon_alignment_statuses,project_accessions,paper_doi,supplementary_sources,time_label,nordic_inclusion
animal-atlas-feature:capra-hircus-locality-prjeb90261-lobos-lobos,animal-atlas-row:capra-hircus-prjeb90261-capra-hircus-locality-prjeb90261-lobos-lobos,capra_hircus:locality:prjeb90261:lobos:lobos,Capra hircus,goat,domesticated_core,accepted,Lobos,Lobos,28.741962,-13.825055,supplementary_table_coordinates,exact,17,capra_hircus:sample:prjeb90261:pgull-1295;capra_hircus:sample:prjeb90261:pgull-1296;capra_hircus:sample:prjeb90261:pgull-1299;capra_hircus:sample:prjeb90261:pgull-1300;capra_hircus:sample:prjeb90261:pgull-1301;capra_hircus:sample:prjeb90261:pgull-1302;capra_hircus:sample:prjeb90261:pgull-1304;capra_hircus:sample:prjeb90261:pgull-1305;capra_hircus:sample:prjeb90261:pgull-1307;capra_hircus:sample:prjeb90261:pgull-1308;capra_hircus:sample:prjeb90261:pgull-1309;capra_hircus:sample:prjeb90261:pgull-1314;capra_hircus:sample:prjeb90261:pgull-1315;capra_hircus:sample:prjeb90261:pgull-1316;capra_hircus:sample:prjeb90261:pgull-1317;capra_hircus:sample:prjeb90261:pgull-1319;capra_hircus:sample:prjeb90261:pgull-1868,,,,not_reported,PRJEB90261,10.1016/j.isci.2025.113771,,1st century BCE - 3rd century CE (site),false
animal-atlas-feature:capra-hircus-locality-prjeb90261-losriscosdeifara-tenerife,animal-atlas-row:capra-hircus-prjeb90261-capra-hircus-locality-prjeb90261-losriscosdeifara-tenerife,capra_hircus:locality:prjeb90261:losriscosdeifara:tenerife,Capra hircus,goat,domesticated_core,accepted,Los Riscos de Ifara,Tenerife,28.0842,-16.5289,supplementary_table_coordinates,exact,1,capra_hircus:sample:prjeb90261:pgull-2143,,,,not_reported,PRJEB90261,10.1016/j.isci.2025.113771,,15th century CE (SU3),false
animal-atlas-feature:capra-hircus-locality-prjeb90261-playachica-grancanaria,animal-atlas-row:capra-hircus-prjeb90261-capra-hircus-locality-prjeb90261-playachica-grancanaria,capra_hircus:locality:prjeb90261:playachica:grancanaria,Capra hircus,goat,domesticated_core,accepted,Playa Chica,Gran Canaria,28.151167,-15.696242,supplementary_table_coordinates,exact,6,capra_hircus:sample:prjeb90261:pgull-1968;capra_hircus:sample:prjeb90261:pgull-2205;capra_hircus:sample:prjeb90261:pgull-2207;capra_hircus:sample:prjeb90261:pgull-2208;capra_hircus:sample:prjeb90261:pgull-2210;capra_hircus:sample:prjeb90261:pgull-2211,,,,not_reported,PRJEB90261,10.1016/j.isci.2025.113771,,12th - 13th centuries CE (Zone 1; SU2),false
animal-atlas-feature:capra-hircus-locality-prjeb90261-puntadelmallorqun-fuerteventura,animal-atlas-row:capra-hircus-prjeb90261-capra-hircus-locality-prjeb90261-puntadelmallorqun-fuerteventura,capra_hircus:locality:prjeb90261:puntadelmallorqun:fuerteventura,Capra hircus,goat,domesticated_core,accepted,Punta del Mallorquín,Fuerteventura,28.665573,-14.008963,supplementary_table_coordinates,exact,3,capra_hircus:sample:prjeb90261:pgull-1974;capra_hircus:sample:prjeb90261:pgull-2217;capra_hircus:sample:prjeb90261:pgull-2218,,,,not_reported,PRJEB90261,10.1016/j.isci.2025.113771,,5th - 6th centuries (C; SU12),false
animal-atlas-feature:capra-hircus-locality-prjeb90261-tigalate-lapalma,animal-atlas-row:capra-hircus-prjeb90261-capra-hircus-locality-prjeb90261-tigalate-lapalma,capra_hircus:locality:prjeb90261:tigalate:lapalma,Capra hircus,goat,domesticated_core,accepted,Tigalate,La Palma,28.552055,-17.812254,supplementary_table_coordinates,exact,1,capra_hircus:sample:prjeb90261:pgull-2146,,,,not_reported,PRJEB90261,10.1016/j.isci.2025.113771,,15th - 17th centuries CE (site),false
animal-atlas-feature:capra-hircus-locality-prjna1328209-lakeqinghaibasin-china,animal-atlas-row:capra-hircus-prjna1328209-capra-hircus-locality-prjna1328209-lakeqinghaibasin-china,capra_hircus:locality:prjna1328209:lakeqinghaibasin:china,Capra hircus,goat,domesticated_core,accepted,Lake Qinghai basin,China,36.584302,100.502975,supplementary_table_coordinates,exact,5,capra_hircus:sample:prjna1328209:dc23;capra_hircus:sample:prjna1328209:dc27-he;capra_hircus:sample:prjna1328209:dc40;capra_hircus:sample:prjna1328209:dc47_4he;capra_hircus:sample:prjna1328209:dc48-1,,,,not_reported,PRJNA1328209,10.24272/j.issn.2095-8137.2025.080,,3480-3580 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb31613-batagai-russia,animal-atlas-row:equus-caballus-prjeb31613-equus-caballus-locality-prjeb31613-batagai-russia,equus_caballus:locality:prjeb31613:batagai:russia,Equus caballus,horse,wild_or_progenitor_context,accepted,Batagai,Russia,67.5666667,134.766666666666,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb31613:batagai_5155,,,,not_reported,PRJEB31613,10.1016/j.cell.2019.03.049,,5155 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb31613-goyet-belgium,animal-atlas-row:equus-caballus-prjeb31613-equus-caballus-locality-prjeb31613-goyet-belgium,equus_caballus:locality:prjeb31613:goyet:belgium,Equus caballus,horse,wild_or_progenitor_context,accepted,Goyet,Belgium,50.44667,5.00911,supplementary_table_coordinates,exact,4,equus_caballus:sample:prjeb31613:cgg_1_018522;equus_caballus:sample:prjeb31613:cgg_1_018529;equus_caballus:sample:prjeb31613:cgg_1_018533;equus_caballus:sample:prjeb31613:cgg_1_018540,,,,not_reported,PRJEB31613,10.1016/j.cell.2019.03.049,,31750-35870 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb31613-kokorevo-russia,animal-atlas-row:equus-caballus-prjeb31613-equus-caballus-locality-prjeb31613-kokorevo-russia,equus_caballus:locality:prjeb31613:kokorevo:russia,Equus caballus,horse,wild_or_progenitor_context,accepted,Kokorevo,Russia,53.933,90.933,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb31613:cgg_1_019154,,,,not_reported,PRJEB31613,10.1016/j.cell.2019.03.049,,14450 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb31613-merzlyyar-russia,animal-atlas-row:equus-caballus-prjeb31613-equus-caballus-locality-prjeb31613-merzlyyar-russia,equus_caballus:locality:prjeb31613:merzlyyar:russia,Equus caballus,horse,wild_or_progenitor_context,accepted,Merzly Yar,Russia,53.36333333,95.36277778,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb31613:cgg_1_019192,,,,not_reported,PRJEB31613,10.1016/j.cell.2019.03.049,,23789 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb31613-taymyr-russia,animal-atlas-row:equus-caballus-prjeb31613-equus-caballus-locality-prjeb31613-taymyr-russia,equus_caballus:locality:prjeb31613:taymyr:russia,Equus caballus,horse,wild_or_progenitor_context,accepted,Taymyr,Russia,73.046,109.708,supplementary_table_coordinates,exact,2,equus_caballus:sample:prjeb31613:cgg_1_010022;equus_caballus:sample:prjeb31613:cgg_1_010023,,,,not_reported,PRJEB31613,10.1016/j.cell.2019.03.049,,16056-42758 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-acemhoyuk-turkey,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-acemhoyuk-turkey,equus_caballus:locality:prjeb44430:acemhoyuk:turkey,Equus caballus,horse,domesticated_core,accepted,Acemhoyuk,Turkey,38.411227,33.835694,supplementary_table_coordinates,exact,3,equus_caballus:sample:prjeb44430:samea9533172;equus_caballus:sample:prjeb44430:samea9533173;equus_caballus:sample:prjeb44430:samea9533174,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,2240-4075 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-althiburos-tunisia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-althiburos-tunisia,equus_caballus:locality:prjeb44430:althiburos:tunisia,Equus caballus,horse,domesticated_core,accepted,Althiburos,Tunisia,35.873429,8.78621,supplementary_table_coordinates,exact,3,equus_caballus:sample:prjeb44430:samea9533398;equus_caballus:sample:prjeb44430:samea9533399;equus_caballus:sample:prjeb44430:samea9533400,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,2531-2610 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-arzhani-russia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-arzhani-russia,equus_caballus:locality:prjeb44430:arzhani:russia,Equus caballus,horse,domesticated_core,accepted,Arzhan-I,Russia,52.066389,93.5225,supplementary_table_coordinates,exact,3,equus_caballus:sample:prjeb44430:samea9533176;equus_caballus:sample:prjeb44430:samea9533177;equus_caballus:sample:prjeb44430:samea9533178,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,2531-2804 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-arzhanii-russia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-arzhanii-russia,equus_caballus:locality:prjeb44430:arzhanii:russia,Equus caballus,horse,domesticated_core,accepted,Arzhan-II,Russia,52.066389,93.5225,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb44430:samea9533175,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,2600 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-ashchisu-kazakhstan,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-ashchisu-kazakhstan,equus_caballus:locality:prjeb44430:ashchisu:kazakhstan,Equus caballus,horse,domesticated_core,accepted,Ashchisu,Kazakhstan,49.916667,74.216667,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb44430:samea9533339,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,3704 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-asva-estonia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-asva-estonia,equus_caballus:locality:prjeb44430:asva:estonia,Equus caballus,horse,domesticated_core,accepted,Asva,Estonia,58.410926,23.016137,supplementary_table_coordinates,exact,2,equus_caballus:sample:prjeb44430:samea9533227;equus_caballus:sample:prjeb44430:samea9533228,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,2609-2611 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-badpirawarth-austria,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-badpirawarth-austria,equus_caballus:locality:prjeb44430:badpirawarth:austria,Equus caballus,horse,domesticated_core,accepted,Bad Pirawarth,Austria,48.451361,16.599992,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb44430:samea9533397,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,2535 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-bezno-czechrepublic,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-bezno-czechrepublic,equus_caballus:locality:prjeb44430:bezno:czechrepublic,Equus caballus,horse,domesticated_core,accepted,Březno,Czech Republic,50.35784,13.74354,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb44430:samea9533352,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,3191 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-bijkev-russia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-bijkev-russia,equus_caballus:locality:prjeb44430:bijkev:russia,Equus caballus,horse,domesticated_core,accepted,Bijke-V,Russia,51.164483,86.139367,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb44430:samea9533182,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,2575 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-bolshekaraganskii-russia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-bolshekaraganskii-russia,equus_caballus:locality:prjeb44430:bolshekaraganskii:russia,Equus caballus,horse,domesticated_core,accepted,Bol'shekaraganskii,Russia,52.65,59.566667,supplementary_table_coordinates,exact,4,equus_caballus:sample:prjeb44430:samea9533411;equus_caballus:sample:prjeb44430:samea9533423;equus_caballus:sample:prjeb44430:samea9533427;equus_caballus:sample:prjeb44430:samea9533428,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,3765-3901 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-borshoroonii-mongolia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-borshoroonii-mongolia,equus_caballus:locality:prjeb44430:borshoroonii:mongolia,Equus caballus,horse,domesticated_core,accepted,Bor Shoroonii,Mongolia,46.4,100.68,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb44430:samea9533306,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,2608 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-burgast-mongolia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-burgast-mongolia,equus_caballus:locality:prjeb44430:burgast:mongolia,Equus caballus,horse,domesticated_core,accepted,Burgast,Mongolia,49.830833,89.99,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb44430:samea9533255,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,3018 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-burialmoundatberezovayamountain-russia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-burialmoundatberezovayamountain-russia,equus_caballus:locality:prjeb44430:burialmoundatberezovayamountain:russia,Equus caballus,horse,domesticated_core,accepted,Burial mound at Berezovaya mountain,Russia,52.429072,55.227878,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb44430:samea9533304,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,3799 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-chalkhill-unitedkingdom,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-chalkhill-unitedkingdom,equus_caballus:locality:prjeb44430:chalkhill:unitedkingdom,Equus caballus,horse,domesticated_core,accepted,Chalk Hill,United Kingdom,51.330592,1.389657,supplementary_table_coordinates,exact,2,equus_caballus:sample:prjeb44430:samea9533217;equus_caballus:sample:prjeb44430:samea9533218,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,2424-2815 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-chingeteyi-russia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-chingeteyi-russia,equus_caballus:locality:prjeb44430:chingeteyi:russia,Equus caballus,horse,domesticated_core,accepted,Chinge-Tey-I,Russia,52.067083,93.464806,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb44430:samea9533219,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,2760 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-choburaki-russia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-choburaki-russia,equus_caballus:locality:prjeb44430:choburaki:russia,Equus caballus,horse,domesticated_core,accepted,Choburak-I,Russia,51.173733,86.113083,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb44430:samea9533220,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,2575 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-elsvilars-spain,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-elsvilars-spain,equus_caballus:locality:prjeb44430:elsvilars:spain,Equus caballus,horse,domesticated_core,accepted,Els Vilars,Spain,41.57,0.95,supplementary_table_coordinates,exact,3,equus_caballus:sample:prjeb44430:samea9533235;equus_caballus:sample:prjeb44430:samea9533405;equus_caballus:sample:prjeb44430:samea9533406,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,2425-2688 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-elturuuelo-spain,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-elturuuelo-spain,equus_caballus:locality:prjeb44430:elturuuelo:spain,Equus caballus,horse,domesticated_core,accepted,El Turuñuelo,Spain,38.949334,6.064916,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb44430:samea9533171,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,2538 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-ernvl-czechrepublic,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-ernvl-czechrepublic,equus_caballus:locality:prjeb44430:ernvl:czechrepublic,Equus caballus,horse,domesticated_core,accepted,Černý Vůl,Czech Republic,50.14943,14.33203,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb44430:samea9533353,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,2737 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-gangatsagaanereg-mongolia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-gangatsagaanereg-mongolia,equus_caballus:locality:prjeb44430:gangatsagaanereg:mongolia,Equus caballus,horse,domesticated_core,accepted,Ganga-Tsagaan Ereg,Mongolia,49.572897,103.251933,supplementary_table_coordinates,exact,2,equus_caballus:sample:prjeb44430:samea9533236;equus_caballus:sample:prjeb44430:samea9533237,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,2725 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-gordinestiii-moldova,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-gordinestiii-moldova,equus_caballus:locality:prjeb44430:gordinestiii:moldova,Equus caballus,horse,domesticated_core,accepted,Gordinesti II,Moldova,48.159923,27.169232,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb44430:samea9533318,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,4013 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-halvai-kazakhstan,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-halvai-kazakhstan,equus_caballus:locality:prjeb44430:halvai:kazakhstan,Equus caballus,horse,domesticated_core,accepted,Halvai,Kazakhstan,52.843,62.9029,supplementary_table_coordinates,exact,2,equus_caballus:sample:prjeb44430:samea9533256;equus_caballus:sample:prjeb44430:samea9533257,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,3806 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-holubice-czechrepublic,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-holubice-czechrepublic,equus_caballus:locality:prjeb44430:holubice:czechrepublic,Equus caballus,horse,domesticated_core,accepted,Holubice,Czech Republic,50.20132,14.29183,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb44430:samea9533354,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,3987 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-iguedugral-france,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-iguedugral-france,equus_caballus:locality:prjeb44430:iguedugral:france,Equus caballus,horse,wild_or_progenitor_context,accepted,Igue du Gral,France,44.499039,1.692232,supplementary_table_coordinates,exact,12,equus_caballus:sample:prjeb44430:samea9533239;equus_caballus:sample:prjeb44430:samea9533240;equus_caballus:sample:prjeb44430:samea9533241;equus_caballus:sample:prjeb44430:samea9533242;equus_caballus:sample:prjeb44430:samea9533243;equus_caballus:sample:prjeb44430:samea9533244;equus_caballus:sample:prjeb44430:samea9533245;equus_caballus:sample:prjeb44430:samea9533246;equus_caballus:sample:prjeb44430:samea9533247;equus_caballus:sample:prjeb44430:samea9533248;equus_caballus:sample:prjeb44430:samea9533249;equus_caballus:sample:prjeb44430:samea9533250,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,18051-23605 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-kamennyiambar5-russia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-kamennyiambar5-russia,equus_caballus:locality:prjeb44430:kamennyiambar5:russia,Equus caballus,horse,domesticated_core,accepted,Kamennyi Ambar 5,Russia,52.833333,60.366667,supplementary_table_coordinates,exact,9,equus_caballus:sample:prjeb44430:samea9533417;equus_caballus:sample:prjeb44430:samea9533418;equus_caballus:sample:prjeb44430:samea9533419;equus_caballus:sample:prjeb44430:samea9533420;equus_caballus:sample:prjeb44430:samea9533421;equus_caballus:sample:prjeb44430:samea9533422;equus_caballus:sample:prjeb44430:samea9533424;equus_caballus:sample:prjeb44430:samea9533425;equus_caballus:sample:prjeb44430:samea9533426,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,3795-3904 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-kazimierzawielka6-poland,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-kazimierzawielka6-poland,equus_caballus:locality:prjeb44430:kazimierzawielka6:poland,Equus caballus,horse,domesticated_core,accepted,Kazimierza Wielka 6,Poland,50.2741,20.4654,supplementary_table_coordinates,exact,6,equus_caballus:sample:prjeb44430:samea9533340;equus_caballus:sample:prjeb44430:samea9533341;equus_caballus:sample:prjeb44430:samea9533342;equus_caballus:sample:prjeb44430:samea9533343;equus_caballus:sample:prjeb44430:samea9533344;equus_caballus:sample:prjeb44430:samea9533345,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,3430-3500 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-kent-kazakhstan,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-kent-kazakhstan,equus_caballus:locality:prjeb44430:kent:kazakhstan,Equus caballus,horse,domesticated_core,accepted,Kent,Kazakhstan,49.202561,75.940728,supplementary_table_coordinates,exact,5,equus_caballus:sample:prjeb44430:samea9533279;equus_caballus:sample:prjeb44430:samea9533280;equus_caballus:sample:prjeb44430:samea9533281;equus_caballus:sample:prjeb44430:samea9533282;equus_caballus:sample:prjeb44430:samea9533283,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,3413-3444 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-kentscavern-unitedkingdom,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-kentscavern-unitedkingdom,equus_caballus:locality:prjeb44430:kentscavern:unitedkingdom,Equus caballus,horse,wild_or_progenitor_context,accepted,Kents cavern,United Kingdom,50.467709,3.502667,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb44430:samea9533335,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,14616 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-khantaintov-mongolia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-khantaintov-mongolia,equus_caballus:locality:prjeb44430:khantaintov:mongolia,Equus caballus,horse,domesticated_core,accepted,Khantain-tov,Mongolia,49.56105,103.2428,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb44430:samea9533258,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,2725 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-kostenki-russia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-kostenki-russia,equus_caballus:locality:prjeb44430:kostenki:russia,Equus caballus,horse,wild_or_progenitor_context,accepted,Kostenki,Russia,51.376,39.071,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb44430:samea9533274,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,31606 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-krasnosamarskoye-russia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-krasnosamarskoye-russia,equus_caballus:locality:prjeb44430:krasnosamarskoye:russia,Equus caballus,horse,domesticated_core,accepted,Krasnosamarskoye,Russia,51.497056,85.9745,supplementary_table_coordinates,exact,2,equus_caballus:sample:prjeb44430:samea9533301;equus_caballus:sample:prjeb44430:samea9533302,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,3059-3748 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-kuyum-russia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-kuyum-russia,equus_caballus:locality:prjeb44430:kuyum:russia,Equus caballus,horse,domesticated_core,accepted,Kuyum,Russia,51.497292,85.971322,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb44430:samea9533288,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,2530 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-lamondire-france,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-lamondire-france,equus_caballus:locality:prjeb44430:lamondire:france,Equus caballus,horse,domesticated_core,accepted,La Monédière,France,43.3667,3.4167,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb44430:samea9533404,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,2567 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-lecloseau-france,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-lecloseau-france,equus_caballus:locality:prjeb44430:lecloseau:france,Equus caballus,horse,wild_or_progenitor_context,accepted,Le Closeau,France,48.871883,2.157139,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb44430:samea9533221,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,12350 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-magor-unitedkingdom,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-magor-unitedkingdom,equus_caballus:locality:prjeb44430:magor:unitedkingdom,Equus caballus,horse,domesticated_core,accepted,Magor,United Kingdom,51.578275,2.829228,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb44430:samea9533314,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,2959 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-medvezhiyacave-russia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-medvezhiyacave-russia,equus_caballus:locality:prjeb44430:medvezhiyacave:russia,Equus caballus,horse,wild_or_progenitor_context,accepted,Medvezhiya cave,Russia,62.083,58.083,supplementary_table_coordinates,exact,4,equus_caballus:sample:prjeb44430:samea9533275;equus_caballus:sample:prjeb44430:samea9533276;equus_caballus:sample:prjeb44430:samea9533277;equus_caballus:sample:prjeb44430:samea9533278,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,26159-44425 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-miciurin-moldova,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-miciurin-moldova,equus_caballus:locality:prjeb44430:miciurin:moldova,Equus caballus,horse,domesticated_core,accepted,Miciurin,Moldova,47.987105,27.788329,supplementary_table_coordinates,exact,2,equus_caballus:sample:prjeb44430:samea9533315;equus_caballus:sample:prjeb44430:samea9533317,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,3200-3323 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-miechw3-poland,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-miechw3-poland,equus_caballus:locality:prjeb44430:miechw3:poland,Equus caballus,horse,domesticated_core,accepted,Miechów 3,Poland,50.35749,20.04609,supplementary_table_coordinates,exact,2,equus_caballus:sample:prjeb44430:samea9533346;equus_caballus:sample:prjeb44430:samea9533347,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,2599-3433 BP,false
