project_accession,species_latin_name,normalized_display_spelling,geocoding_safe_token,original_source_spellings,alternative_spellings,source_surfaces,locality_classes
PRJEB44430,Equus caballus,Oroshaemoe I,oroshaemoei,Oroshaemoe I,,supplementary_table,excavation_site
PRJEB44430,Equus caballus,Ouren,ouren,Ouren,,supplementary_table,excavation_site
PRJEB44430,Equus caballus,Pershinskaya,pershinskaya,Pershinskaya,,supplementary_table,excavation_site
PRJEB44430,Equus caballus,Pielgrzymowice 6,pielgrzymowice6,Pielgrzymowice 6,,supplementary_table,excavation_site
PRJEB44430,Equus caballus,Pietrele,pietrele,Pietrele,,supplementary_table,excavation_site
PRJEB44430,Equus caballus,Potapovka,potapovka,Potapovka,,supplementary_table,excavation_site
PRJEB44430,Equus caballus,Repin khutor,repinkhutor,Repin khutor,,supplementary_table,excavation_site
PRJEB44430,Equus caballus,Ridala,ridala,Ridala,,supplementary_table,excavation_site
PRJEB44430,Equus caballus,Sagzabad,sagzabad,Sagzabad,,supplementary_table,excavation_site
PRJEB44430,Equus caballus,Semenovka 1,semenovka1,Semenovka 1,,supplementary_table,excavation_site
PRJEB44430,Equus caballus,Serpievskaya,serpievskaya,Serpievskaya,,supplementary_table,excavation_site
PRJEB44430,Equus caballus,Shiderty III,shidertyiii,Shiderty III,,supplementary_table,excavation_site
PRJEB44430,Equus caballus,Shilikty 5,shilikty5,Shilikty 5,,supplementary_table,excavation_site
PRJEB44430,Equus caballus,Sholma-1,sholma1,Sholma-1,,supplementary_table,excavation_site
PRJEB44430,Equus caballus,Sigarra,sigarra,Sigarra,,supplementary_table,excavation_site
PRJEB44430,Equus caballus,Sintashta,sintashta,Sintashta,,supplementary_table,excavation_site
PRJEB44430,Equus caballus,Sosnovka,sosnovka,Sosnovka,,supplementary_table,excavation_site
PRJEB44430,Equus caballus,Stránská skála,stránskáskála,Stránská skála,,supplementary_table,excavation_site
PRJEB44430,Equus caballus,Tarquinia,tarquinia,Tarquinia,,supplementary_table,excavation_site
PRJEB44430,Equus caballus,Tatsyn Ereg,tatsynereg,Tatsyn Ereg,,supplementary_table,excavation_site
PRJEB44430,Equus caballus,Tepe Hasanlu,tepehasanlu,Tepe Hasanlu,,supplementary_table,excavation_site
PRJEB44430,Equus caballus,Tištín,tištín,Tištín,,supplementary_table,excavation_site
PRJEB44430,Equus caballus,Toušeň – Hradišťko,toušeňhradišťko,Toušeň – Hradišťko,,supplementary_table,excavation_site
PRJEB44430,Equus caballus,Tuchoměřice,tuchoměřice,Tuchoměřice,,supplementary_table,excavation_site
PRJEB44430,Equus caballus,Tuchoměřice – Kněžívka,tuchoměřicekněžívka,Tuchoměřice – Kněžívka,,supplementary_table,excavation_site
PRJEB44430,Equus caballus,Tureau des Gardes 6,tureaudesgardes6,Tureau des Gardes 6,,supplementary_table,excavation_site
PRJEB44430,Equus caballus,Turganik,turganik,Turganik,,supplementary_table,excavation_site
PRJEB44430,Equus caballus,Ulaan Tolgoi,ulaantolgoi,Ulaan Tolgoi,,supplementary_table,excavation_site
PRJEB44430,Equus caballus,Ullu,ullu,Ullu,,supplementary_table,excavation_site
PRJEB44430,Equus caballus,Ushgiin Uvur,ushgiinuvur,Ushgiin Uvur,,supplementary_table,excavation_site
PRJEB44430,Equus caballus,Utevka VI,utevkavi,Utevka VI,,supplementary_table,excavation_site
PRJEB44430,Equus caballus,Uvarovka II,uvarovkaii,Uvarovka II,,supplementary_table,excavation_site
PRJEB44430,Equus caballus,Varfolomeevka,varfolomeevka,Varfolomeevka,,supplementary_table,excavation_site
PRJEB44430,Equus caballus,Verkhnegubakhinskaya,verkhnegubakhinskaya,Verkhnegubakhinskaya,,supplementary_table,excavation_site
PRJEB44430,Equus caballus,Vliněves,vliněves,Vliněves,,supplementary_table,excavation_site
PRJEB44430,Equus caballus,Yana,yana,Yana,,supplementary_table,excavation_site
PRJEB44430,Equus caballus,Yukagir,yukagir,Yukagir,,supplementary_table,excavation_site
PRJEB44430,Equus caballus,Zambujal,zambujal,Zambujal,,supplementary_table,excavation_site
PRJEB44430,Equus caballus,Zeerdegchingiin Khoshuu,zeerdegchingiinkhoshuu,Zeerdegchingiin Khoshuu,,supplementary_table,excavation_site
PRJEB44430,Equus caballus,Zunii Gol,zuniigol,Zunii Gol,,supplementary_table,excavation_site
PRJEB44430,Equus caballus,Zuunkhangai 1,zuunkhangai1,Zuunkhangai 1,,supplementary_table,excavation_site
PRJEB44430,Equus caballus,Zuunkhangai 257,zuunkhangai257,Zuunkhangai 257,,supplementary_table,excavation_site
PRJEB44430,Equus caballus,Çadır Höyük,çadırhöyük,Çadır Höyük,,supplementary_table,excavation_site
PRJEB44430,Equus caballus,Černý Vůl,černývůl,Černý Vůl,,supplementary_table,excavation_site
PRJEB52849,Equus asinus,Africa to Europe and Asia donkey spread context,africatoeuropeandasiadonkeyspreadcontext,Africa to Europe and Asia donkey spread context,,archive_metadata,broader_locality
PRJEB52849,Equus asinus,North African donkey domestication and spread transect,northafricandonkeydomesticationandspreadtransect,North Africa and Levant dispersal extent;North African donkey domestication and spread transect,North Africa and Levant dispersal extent,archive_metadata;coordinate_resolution,broader_locality
PRJEB59481,Ovis aries,Kastelholm,kastelholm,Kastelholm,,supplementary_table,excavation_site
PRJEB59481,Ovis aries,Stora Förvar,storaförvar,Stora Förvar,,supplementary_table,excavation_site
PRJEB60484,Rangifer tarandus,Svalbard ancient reindeer context,svalbardancientreindeercontext,Svalbard ancient reindeer context;Svalbard archipelago,Svalbard archipelago,archive_metadata;coordinate_resolution,broader_locality
PRJEB60484,Rangifer tarandus,Svalbard archipelago reindeer context,svalbardarchipelagoreindeercontext,Svalbard archipelago reindeer context,,archive_metadata,broader_locality
PRJEB81815,Felis catus,"Alba Fucens -Cisterna (Fucino, Abruzzi)",albafucenscisternafucinoabruzzi,"Alba Fucens -Cisterna (Fucino, Abruzzi)",,supplementary_table,excavation_site
PRJEB81815,Felis catus,"Arene Candide (Finale Ligure, Savona, Liguria)",arenecandidefinaleliguresavonaliguria,"Arene Candide (Finale Ligure, Savona, Liguria)",,supplementary_table,excavation_site
PRJEB81815,Felis catus,Aşıklı Höyük,aşıklıhöyük,Aşıklı Höyük,,supplementary_table,excavation_site
PRJEB81815,Felis catus,Bademağacı,bademağacı,Bademağacı,,supplementary_table,excavation_site
PRJEB81815,Felis catus,Bank of Portugal,bankofportugal,Bank of Portugal,,supplementary_table,excavation_site
PRJEB81815,Felis catus,Bernhardsthal,bernhardsthal,Bernhardsthal,,supplementary_table,excavation_site
PRJEB81815,Felis catus,"Bremen; 201-Altstadt, Marktplatz",bremen201altstadtmarktplatz,"Bremen; 201-Altstadt, Marktplatz",,supplementary_table,excavation_site
PRJEB81815,Felis catus,"Bremen; 253-Altstadt, Am Wall",bremen253altstadtamwall,"Bremen; 253-Altstadt, Am Wall",,supplementary_table,excavation_site
PRJEB81815,Felis catus,Castiglione in Sabina,castiglioneinsabina,Castiglione in Sabina,,supplementary_table,excavation_site
PRJEB81815,Felis catus,"Cova de Els Trocs, Huesca",covadeelstrocshuesca,"Cova de Els Trocs, Huesca",,supplementary_table,excavation_site
PRJEB81815,Felis catus,Demircihüyük,demircihüyük,Demircihüyük,,supplementary_table,excavation_site
PRJEB81815,Felis catus,Durankulak,durankulak,Durankulak,,supplementary_table,excavation_site
PRJEB81815,Felis catus,Ecly,ecly,Ecly,,supplementary_table,excavation_site
PRJEB81815,Felis catus,Galgenbühel/Dos de la Forca-Salorno,galgenbüheldosdelaforcasalorno,Galgenbühel/Dos de la Forca-Salorno,,supplementary_table,excavation_site
PRJEB81815,Felis catus,"Genoni Santu Antine, Sardinia",genonisantuantinesardinia,"Genoni Santu Antine, Sardinia",,supplementary_table,excavation_site
PRJEB81815,Felis catus,"Glencurran Cave, Co. Clare",glencurrancavecoclare,"Glencurran Cave, Co. Clare",,supplementary_table,excavation_site
PRJEB81815,Felis catus,"Graffignano (Viterbo, Latium)",graffignanoviterbolatium,"Graffignano (Viterbo, Latium)",,supplementary_table,excavation_site
PRJEB81815,Felis catus,"Grotta del Cocci (Narni, Umbria)",grottadelcoccinarniumbria,"Grotta del Cocci (Narni, Umbria)",,supplementary_table,excavation_site
PRJEB81815,Felis catus,"Haithabu, settlement area",haithabusettlementarea,"Haithabu, settlement area",,supplementary_table,excavation_site
PRJEB81815,Felis catus,Iznik - Roman theatre,iznikromantheatre,Iznik - Roman theatre,,supplementary_table,excavation_site
PRJEB81815,Felis catus,Kassope,kassope,Kassope,,supplementary_table,excavation_site
PRJEB81815,Felis catus,Koprivec,koprivec,Koprivec,,supplementary_table,excavation_site
PRJEB81815,Felis catus,Labastida,labastida,Labastida,,supplementary_table,excavation_site
PRJEB81815,Felis catus,Lauchheim-Mittelhofen,lauchheimmittelhofen,Lauchheim-Mittelhofen,,supplementary_table,excavation_site
PRJEB81815,Felis catus,Mautern - vicus Ost,mauternvicusost,Mautern - vicus Ost,,supplementary_table,excavation_site
PRJEB81815,Felis catus,Menteşe,menteşe,Menteşe,,supplementary_table,excavation_site
PRJEB81815,Felis catus,"Musarna (Viterbo, Latium)",musarnaviterbolatium,"Musarna (Viterbo, Latium)",,supplementary_table,excavation_site
PRJEB81815,Felis catus,Nardò “torre santa Caterina”,nardòtorresantacaterina,Nardò “torre santa Caterina”,,supplementary_table,excavation_site
PRJEB81815,Felis catus,North Africa to Europe cat population context,northafricatoeuropecatpopulationcontext,North Africa to Europe cat population context;North Africa to Europe dispersal extent,North Africa to Europe dispersal extent,article_text;coordinate_resolution,broader_locality
PRJEB81815,Felis catus,"nuraghe Flumenelongu, Sardinia",nuragheflumenelongusardinia,"nuraghe Flumenelongu, Sardinia",,supplementary_table,excavation_site
PRJEB81815,Felis catus,Padova Via Cesare Battisti (Veneto),padovaviacesarebattistiveneto,Padova Via Cesare Battisti (Veneto),,supplementary_table,excavation_site
PRJEB81815,Felis catus,Palatino North East slope (Rome),palatinonortheastsloperome,Palatino North East slope (Rome),,supplementary_table,excavation_site
PRJEB81815,Felis catus,Palmela Castle,palmelacastle,Palmela Castle,,supplementary_table,excavation_site
PRJEB81815,Felis catus,Parco delle Dolomiti Lucane,parcodelledolomitilucane,Parco delle Dolomiti Lucane,,supplementary_table,excavation_site
PRJEB81815,Felis catus,"Parking 58, Brussels",parking58brussels,"Parking 58, Brussels",,supplementary_table,excavation_site
PRJEB81815,Felis catus,Partanna C. da Capo d'acqua,partannacdacapodacqua,Partanna C. da Capo d'acqua,,supplementary_table,excavation_site
PRJEB81815,Felis catus,Petronell-Carnuntum,petronellcarnuntum,Petronell-Carnuntum,,supplementary_table,excavation_site
PRJEB81815,Felis catus,"Pomorie, Forestry station (Поморие, горско стопанство)",pomorieforestrystationпомориегорскостопанство,"Pomorie, Forestry station (Поморие, горско стопанство)",,supplementary_table,excavation_site
PRJEB81815,Felis catus,Probabilly Sicily,probabillysicily,Probabilly Sicily,,supplementary_table,excavation_site
PRJEB81815,Felis catus,"Roca vecchia (Melendugno, Lecce)",rocavecchiamelendugnolecce,"Roca vecchia (Melendugno, Lecce)",,supplementary_table,excavation_site
PRJEB81815,Felis catus,"Rome, S. Cecilia in Trastevere",romesceciliaintrastevere,"Rome, S. Cecilia in Trastevere",,supplementary_table,excavation_site
PRJEB81815,Felis catus,"Rugo Storto, Fanna, PN",rugostortofannapn,"Rugo Storto, Fanna, PN",,supplementary_table,excavation_site
PRJEB81815,Felis catus,Sagalassos,sagalassos,Sagalassos,,supplementary_table,excavation_site
PRJEB81815,Felis catus,Salzburg - Residenz,salzburgresidenz,Salzburg - Residenz,,supplementary_table,excavation_site
PRJEB81815,Felis catus,"Saracena (Cosenza, Calabria)",saracenacosenzacalabria,"Saracena (Cosenza, Calabria)",,supplementary_table,excavation_site
PRJEB81815,Felis catus,Sardinia,sardinia,Sardinia,,supplementary_table,excavation_site
PRJEB81815,Felis catus,"Sardinia, Monte Arcosu",sardiniamontearcosu,"Sardinia, Monte Arcosu",,supplementary_table,excavation_site
PRJEB81815,Felis catus,"Sardinia, Nuoro - around Bitti",sardinianuoroaroundbitti,"Sardinia, Nuoro - around Bitti",,supplementary_table,excavation_site
PRJEB81815,Felis catus,"Sassari, palazzo ducale, Sardinia",sassaripalazzoducalesardinia,"Sassari, palazzo ducale, Sardinia",,supplementary_table,excavation_site
PRJEB81815,Felis catus,"Sicily, monti Nebrodi",sicilymontinebrodi,"Sicily, monti Nebrodi",,supplementary_table,excavation_site
PRJEB81815,Felis catus,"Tabernas, Spain",tabernasspain,"Tabernas, Spain",,supplementary_table,excavation_site
PRJEB81815,Felis catus,"Tertenia, Sardinia",terteniasardinia,"Tertenia, Sardinia",,supplementary_table,excavation_site
PRJEB81815,Felis catus,"Tongeren, Industrie Oost",tongerenindustrieoost,"Tongeren, Industrie Oost",,supplementary_table,excavation_site
PRJEB81815,Felis catus,Traismauer,traismauer,Traismauer,,supplementary_table,excavation_site
PRJEB81815,Felis catus,Tuscany,tuscany,Tuscany,,supplementary_table,excavation_site
PRJEB81815,Felis catus,Tuscany - Maremma - Bivio Gavorrano,tuscanymaremmabiviogavorrano,Tuscany - Maremma - Bivio Gavorrano,,supplementary_table,excavation_site
PRJEB81815,Felis catus,Umbria - Perugia - Cascia,umbriaperugiacascia,Umbria - Perugia - Cascia,,supplementary_table,excavation_site
PRJEB81815,Felis catus,Umbria - Perugia - Vallo di Nera,umbriaperugiavallodinera,Umbria - Perugia - Vallo di Nera,,supplementary_table,excavation_site
PRJEB81815,Felis catus,"village Belene, Svishtov district (с. Белене, Свищовско)",villagebelenesvishtovdistrictсбеленесвищовско,"village Belene, Svishtov district (с. Белене, Свищовско)",,supplementary_table,excavation_site
PRJEB81815,Felis catus,Viminacium-Nad Klepačkom,viminaciumnadklepačkom,Viminacium-Nad Klepačkom,,supplementary_table,excavation_site
PRJEB81815,Felis catus,Viminacium/Amphitheatre,viminaciumamphitheatre,Viminacium/Amphitheatre,,supplementary_table,excavation_site
PRJEB81815,Felis catus,"Yenikapı, Marmaray exc.",yenikapımarmarayexc,"Yenikapı, Marmaray exc.",,supplementary_table,excavation_site
PRJEB90141,Capra hircus,Acemhöyük,acemhöyük,Acemhöyük,,supplementary_table,excavation_site
PRJEB90141,Capra hircus,Blagotin-Poljna,blagotinpoljna,Blagotin-Poljna,,supplementary_table,excavation_site
PRJEB90141,Capra hircus,Direkli Cave,direklicave,Direkli Cave,,supplementary_table,excavation_site
PRJEB90141,Capra hircus,Sang-e Chakhmaq,sangechakhmaq,Sang-e Chakhmaq,,supplementary_table,excavation_site
PRJEB90261,Capra hircus,Aguadulce,aguadulce,Aguadulce,,supplementary_table,excavation_site
PRJEB90261,Capra hircus,Belmaco,belmaco,Belmaco,,supplementary_table,excavation_site
PRJEB90261,Capra hircus,Buracas,buracas,Buracas,,supplementary_table,excavation_site
PRJEB90261,Capra hircus,Caserones,caserones,Caserones,,supplementary_table,excavation_site
PRJEB90261,Capra hircus,Cueva de Bencomo,cuevadebencomo,Cueva de Bencomo,,supplementary_table,excavation_site
PRJEB90261,Capra hircus,Cueva de la Herradura,cuevadelaherradura,Cueva de la Herradura,,supplementary_table,excavation_site
PRJEB90261,Capra hircus,Cueva de Villaverde,cuevadevillaverde,Cueva de Villaverde,,supplementary_table,excavation_site
PRJEB90261,Capra hircus,Cuevas de Herrera González,cuevasdeherreragonzález,Cuevas de Herrera González,,supplementary_table,excavation_site
PRJEB90261,Capra hircus,El Chorrillo,elchorrillo,El Chorrillo,,supplementary_table,excavation_site
PRJEB90261,Capra hircus,El Lomito del Medio,ellomitodelmedio,El Lomito del Medio,,supplementary_table,excavation_site
PRJEB90261,Capra hircus,El Portalón,elportalón,El Portalón,,supplementary_table,excavation_site
PRJEB90261,Capra hircus,El Tendal,eltendal,El Tendal,,supplementary_table,excavation_site
PRJEB90261,Capra hircus,Fiquinineo,fiquinineo,Fiquinineo,,supplementary_table,excavation_site
PRJEB90261,Capra hircus,Hospital de San Martin - Calle San Marcial,hospitaldesanmartincallesanmarcial,Hospital de San Martin - Calle San Marcial,,supplementary_table,excavation_site
PRJEB90261,Capra hircus,La Cañada de la Gurona,lacañadadelagurona,La Cañada de la Gurona,,supplementary_table,excavation_site
PRJEB90261,Capra hircus,La Fortaleza,lafortaleza,La Fortaleza,,supplementary_table,excavation_site
PRJEB90261,Capra hircus,Llano del Sombrero,llanodelsombrero,Llano del Sombrero,,supplementary_table,excavation_site
PRJEB90261,Capra hircus,Lobos,lobos,Lobos,,supplementary_table,excavation_site
PRJEB90261,Capra hircus,Los Riscos de Ifara,losriscosdeifara,Los Riscos de Ifara,,supplementary_table,excavation_site
PRJEB90261,Capra hircus,Playa Chica,playachica,Playa Chica,,supplementary_table,excavation_site
PRJEB90261,Capra hircus,Punta del Mallorquín,puntadelmallorquín,Punta del Mallorquín,,supplementary_table,excavation_site
PRJEB90261,Capra hircus,Tigalate,tigalate,Tigalate,,supplementary_table,excavation_site
PRJNA1178732,Felis catus,Han Chang'an City,hanchangancity,Han Chang'an City,,supplementary_table,excavation_site
PRJNA1178732,Felis catus,Huoshiliang,huoshiliang,Huoshiliang,,supplementary_table,excavation_site
PRJNA1178732,Felis catus,Laoniupo,laoniupo,Laoniupo,,supplementary_table,excavation_site
PRJNA1178732,Felis catus,Puyang Song Tomb,puyangsongtomb,Puyang Song Tomb,,supplementary_table,excavation_site
PRJNA1178732,Felis catus,Quanhucun,quanhucun,Quanhucun,,supplementary_table,excavation_site
PRJNA1178732,Felis catus,Shaliangzi,shaliangzi,Shaliangzi,,supplementary_table,excavation_site
PRJNA1178732,Felis catus,Tongwan City,tongwancity,Tongwan City,,supplementary_table,excavation_site
PRJNA1178732,Felis catus,Wuzhuangguoliang,wuzhuangguoliang,Wuzhuangguoliang,,supplementary_table,excavation_site
PRJNA1178732,Felis catus,Xinjie,xinjie,Xinjie,,supplementary_table,excavation_site
PRJNA1178732,Felis catus,Xinxiang Song Tomb,xinxiangsongtomb,Xinxiang Song Tomb,,supplementary_table,excavation_site
PRJNA1178732,Felis catus,Xitucheng City,xituchengcity,Xitucheng City,,supplementary_table,excavation_site
PRJNA1178732,Felis catus,Yangling,yangling,Yangling,,supplementary_table,excavation_site
PRJNA1178732,Felis catus,Zheng and Han City,zhengandhancity,Zheng and Han City,,supplementary_table,excavation_site
PRJNA1178732,Felis catus,Zhengzhoushang City,zhengzhoushangcity,Zhengzhoushang City,,supplementary_table,excavation_site
PRJNA1328209,Capra hircus,Lake Qinghai Basin,lakeqinghaibasin,Lake Qinghai Basin;Lake Qinghai basin,Lake Qinghai basin,article_text;supplementary_table,broader_locality
PRJNA1328209,Capra hircus,Lake Qinghai Basin ancient goat context,lakeqinghaibasinancientgoatcontext,"Lake Qinghai Basin ancient goat context;Lake Qinghai Basin, Qinghai-Xizang Plateau","Lake Qinghai Basin, Qinghai-Xizang Plateau",article_text;coordinate_resolution,broader_locality
PRJNA705960,Bos taurus,different mountain caves in Galicia,differentmountaincavesingalicia,different mountain caves in Galicia,,archive_metadata,broader_locality
PRJNA705960,Bos taurus,Galician mountain cave cattle context,galicianmountaincavecattlecontext,"Galicia, Spain;Galician mountain cave cattle context","Galicia, Spain",archive_metadata;coordinate_resolution,broader_locality
SRP073444,Camelus dromedarius,Site 1040 near Wadi Halfa,site1040nearwadihalfa,Site 1040 near Wadi Halfa,,article_text,country
SRP073444,Camelus dromedarius,Site 1040 near Wadi Halfa dromedary context,site1040nearwadihalfadromedarycontext,Site 1040 near Wadi Halfa dromedary context;Wadi Halfa,Wadi Halfa,article_text;coordinate_resolution,broader_locality;country
SRS1407451,Canis lupus familiaris,Ancient European dog CTC sample context,ancienteuropeandogctcsamplecontext,Ancient European dog CTC sample context;Central Europe multi-site dog context,Central Europe multi-site dog context,article_text;coordinate_resolution,broader_locality
SRS1407451,Canis lupus familiaris,Herxheim and Cherry Tree Cave ancient dog contexts,herxheimandcherrytreecaveancientdogcontexts,Herxheim and Cherry Tree Cave ancient dog contexts,,article_text,broader_locality
SRS1407453,Canis lupus familiaris,Herxheim,herxheim,Herxheim,,archive_metadata,excavation_site
