site_id,site_name,country,latitude,longitude,source_url,discovery_readiness,chronology_resolved,chronology_interval_count,chronology_record_count,chronology_kind_count,chronology_kinds,bibliography_count,dataset_count,sample_group_count,physical_sample_count,analysis_entity_count,raa_density_context_count,raa_context_role,current_activity_status,discovery_rank
3955,"Vita Holmen, Löwenströmska sjukhusområdet",Sweden,59.5452811222,17.9091170484,https://browser.sead.se/site/3955,chronology_and_bibliography_ready,True,10,12,2,"[""dating_range"", ""dendrochronology""]",21,21,1,3,21,27450,coarse_spatial_context_only,not_captured_by_repository_sources,322
3951,Värmdö kyrka,Sweden,59.357572679,18.4975908876,https://browser.sead.se/site/3951,chronology_and_bibliography_ready,True,8,12,2,"[""dating_range"", ""dendrochronology""]",21,21,1,3,21,10763,coarse_spatial_context_only,not_captured_by_repository_sources,323
4210,Boqvistudden,Sweden,58.1811905314,16.9249755122,https://browser.sead.se/site/4210,chronology_and_bibliography_ready,True,4,12,2,"[""dating_range"", ""dendrochronology""]",18,18,1,3,18,12413,coarse_spatial_context_only,not_captured_by_repository_sources,324
4184,Ekeby kyrka,Sweden,57.5951278453,18.514838803,https://browser.sead.se/site/4184,chronology_and_bibliography_ready,True,8,12,2,"[""dating_range"", ""dendrochronology""]",18,18,1,3,18,13558,coarse_spatial_context_only,not_captured_by_repository_sources,325
4128,Hellvi kyrka,Sweden,57.7750977341,18.8953010319,https://browser.sead.se/site/4128,chronology_and_bibliography_ready,True,10,12,2,"[""dating_range"", ""dendrochronology""]",18,18,1,3,18,13558,coarse_spatial_context_only,not_captured_by_repository_sources,326
3907,Hults kulla,Sweden,57.6064706378,15.1924987628,https://browser.sead.se/site/3907,chronology_and_bibliography_ready,True,10,12,2,"[""dating_range"", ""dendrochronology""]",18,18,1,3,18,4004,coarse_spatial_context_only,not_captured_by_repository_sources,327
4062,Mattemåla,Sweden,56.7171345403,15.549081692,https://browser.sead.se/site/4062,chronology_and_bibliography_ready,True,12,12,2,"[""dating_range"", ""dendrochronology""]",18,18,1,3,18,5849,coarse_spatial_context_only,not_captured_by_repository_sources,328
4055,Nedre Hävla bruk,Sweden,58.905121173,15.8724814843,https://browser.sead.se/site/4055,chronology_and_bibliography_ready,True,2,12,2,"[""dating_range"", ""dendrochronology""]",18,18,1,3,18,9863,coarse_spatial_context_only,not_captured_by_repository_sources,329
3853,Stallbacksvägen,Sweden,59.1832425393,17.4296699654,https://browser.sead.se/site/3853,chronology_and_bibliography_ready,True,8,12,2,"[""dating_range"", ""dendrochronology""]",18,18,1,3,18,27450,coarse_spatial_context_only,not_captured_by_repository_sources,330
3974,Tuntorps gård,Sweden,59.0054030408,17.1128119693,https://browser.sead.se/site/3974,chronology_and_bibliography_ready,True,2,12,2,"[""dating_range"", ""dendrochronology""]",18,18,1,3,18,27450,coarse_spatial_context_only,not_captured_by_repository_sources,331
3839,Värdshusbacken,Sweden,59.3168343545,17.9843813614,https://browser.sead.se/site/3839,chronology_and_bibliography_ready,True,6,12,2,"[""dating_range"", ""dendrochronology""]",18,18,1,3,18,27450,coarse_spatial_context_only,not_captured_by_repository_sources,332
4917,Hemavan,Sweden,65.833336,15.0,https://browser.sead.se/site/4917,chronology_and_bibliography_ready,True,12,12,2,"[""analysis_entity_age"", ""geochronology""]",3,4,1,10,22,766,coarse_spatial_context_only,not_captured_by_repository_sources,333
4519,"Lundbacken, Tillinge",Sweden,59.65365,16.954866,https://browser.sead.se/site/4519,chronology_and_bibliography_ready,True,2,12,2,"[""analysis_entity_age"", ""relative_period""]",2,8,1,6,18,15126,coarse_spatial_context_only,not_captured_by_repository_sources,334
5554,Lund Minster,Sweden,55.703888,13.195,https://browser.sead.se/site/5554,chronology_and_bibliography_ready,True,3,12,2,"[""analysis_entity_age"", ""relative_period""]",1,10,1,4,16,6654,coarse_spatial_context_only,not_captured_by_repository_sources,335
5112,Birka,Sweden,59.33621,17.545465,https://browser.sead.se/site/5112,chronology_and_bibliography_ready,True,2,12,2,"[""analysis_entity_age"", ""relative_period""]",1,8,1,6,18,27450,coarse_spatial_context_only,not_captured_by_repository_sources,336
4700,Uppsala: Bryggaren 1,Sweden,59.859974,17.640041,https://browser.sead.se/site/4700,chronology_and_bibliography_ready,True,2,12,2,"[""analysis_entity_age"", ""relative_period""]",1,8,1,6,18,27450,coarse_spatial_context_only,not_captured_by_repository_sources,337
4183,Ekelunda,Sweden,56.5714921145,16.576268413,https://browser.sead.se/site/4183,chronology_and_bibliography_ready,True,10,10,2,"[""dating_range"", ""dendrochronology""]",78,78,1,13,78,6159,coarse_spatial_context_only,not_captured_by_repository_sources,338
3824,12068 Gotland,Sweden,57.6101525719,18.6794564984,https://browser.sead.se/site/3824,chronology_and_bibliography_ready,True,4,10,2,"[""dating_range"", ""dendrochronology""]",48,48,1,8,48,13558,coarse_spatial_context_only,not_captured_by_repository_sources,339
4155,Genarps kyrka,Sweden,55.6032954613,13.3961349048,https://browser.sead.se/site/4155,chronology_and_bibliography_ready,True,9,10,2,"[""dating_range"", ""dendrochronology""]",14,14,1,2,14,6654,coarse_spatial_context_only,not_captured_by_repository_sources,340
3887,Kvarteret Garvaren,Sweden,57.6696892072,14.9697749558,https://browser.sead.se/site/3887,chronology_and_bibliography_ready,True,6,10,2,"[""dating_range"", ""dendrochronology""]",14,14,1,2,14,8067,coarse_spatial_context_only,not_captured_by_repository_sources,341
3946,Västergård,Sweden,55.9128297957,12.9780268743,https://browser.sead.se/site/3946,chronology_and_bibliography_ready,True,9,9,2,"[""dating_range"", ""dendrochronology""]",48,48,1,8,48,1226,coarse_spatial_context_only,not_captured_by_repository_sources,342
4115,Häglinge kyrka,Sweden,55.9907201538,13.704648923,https://browser.sead.se/site/4115,chronology_and_bibliography_ready,True,9,9,2,"[""dating_range"", ""dendrochronology""]",28,28,1,4,28,6654,coarse_spatial_context_only,not_captured_by_repository_sources,343
4148,Grönsö gård,Sweden,58.8541099826,17.4744822171,https://browser.sead.se/site/4148,chronology_and_bibliography_ready,True,3,9,2,"[""dating_range"", ""dendrochronology""]",24,24,1,4,24,4303,coarse_spatial_context_only,not_captured_by_repository_sources,344
4192,Bäl kyrka,Sweden,57.6447900202,18.6329661548,https://browser.sead.se/site/4192,chronology_and_bibliography_ready,True,8,9,2,"[""dating_range"", ""dendrochronology""]",14,14,1,2,14,13558,coarse_spatial_context_only,not_captured_by_repository_sources,345
3915,Bruksgatan,Sweden,60.2622542951,17.6633643451,https://browser.sead.se/site/3915,chronology_and_bibliography_ready,True,9,9,2,"[""dating_range"", ""dendrochronology""]",12,12,1,2,12,5060,coarse_spatial_context_only,not_captured_by_repository_sources,346
4431,Halmstad,Sweden,56.683334,12.85,https://browser.sead.se/site/4431,chronology_and_bibliography_ready,True,3,9,2,"[""analysis_entity_age"", ""relative_period""]",4,8,1,3,12,6333,coarse_spatial_context_only,not_captured_by_repository_sources,347
4131,Hedeskoga kyrka,Sweden,55.4510198918,13.7981628029,https://browser.sead.se/site/4131,chronology_and_bibliography_ready,True,8,8,2,"[""dating_range"", ""dendrochronology""]",60,60,1,10,60,6654,coarse_spatial_context_only,not_captured_by_repository_sources,348
3928,Överselö kyrka,Sweden,59.4189025381,17.1310342492,https://browser.sead.se/site/3928,chronology_and_bibliography_ready,True,2,8,2,"[""dating_range"", ""dendrochronology""]",56,56,1,9,56,27450,coarse_spatial_context_only,not_captured_by_repository_sources,349
4063,Marjsö,Sweden,57.0325591106,16.86076993,https://browser.sead.se/site/4063,chronology_and_bibliography_ready,True,4,8,2,"[""dating_range"", ""dendrochronology""]",48,48,1,8,48,8480,coarse_spatial_context_only,not_captured_by_repository_sources,350
3961,Vickleby kyrka,Sweden,56.5771519097,16.4600724707,https://browser.sead.se/site/3961,chronology_and_bibliography_ready,True,8,8,2,"[""dating_range"", ""dendrochronology""]",38,38,1,6,38,6159,coarse_spatial_context_only,not_captured_by_repository_sources,351
3947,Västergarn kyrka,Sweden,57.4408299712,18.1508926891,https://browser.sead.se/site/3947,chronology_and_bibliography_ready,True,4,8,2,"[""dating_range"", ""dendrochronology""]",36,36,1,6,36,13558,coarse_spatial_context_only,not_captured_by_repository_sources,352
3871,Kvarteret Östergötland,Sweden,59.3174360133,18.0690616945,https://browser.sead.se/site/3871,chronology_and_bibliography_ready,True,8,8,2,"[""dating_range"", ""dendrochronology""]",30,30,1,5,30,10763,coarse_spatial_context_only,not_captured_by_repository_sources,353
4175,Farstorps församlingshem,Sweden,56.2771504105,13.7959109196,https://browser.sead.se/site/4175,chronology_and_bibliography_ready,True,8,8,2,"[""dating_range"", ""dendrochronology""]",26,26,1,4,26,8912,coarse_spatial_context_only,not_captured_by_repository_sources,354
3908,Herrökna gård,Sweden,59.1158613488,16.9618752991,https://browser.sead.se/site/3908,chronology_and_bibliography_ready,True,4,8,2,"[""dating_range"", ""dendrochronology""]",25,25,1,4,25,15126,coarse_spatial_context_only,not_captured_by_repository_sources,355
3912,Fåglarp,Sweden,57.7302432397,14.9888334886,https://browser.sead.se/site/3912,chronology_and_bibliography_ready,True,6,8,2,"[""dating_range"", ""dendrochronology""]",20,20,1,3,20,8067,coarse_spatial_context_only,not_captured_by_repository_sources,356
3926,Övre Häfla bruk,Sweden,58.9004942603,15.8248252094,https://browser.sead.se/site/3926,chronology_and_bibliography_ready,True,2,8,2,"[""dating_range"", ""dendrochronology""]",18,18,1,3,18,9863,coarse_spatial_context_only,not_captured_by_repository_sources,357
4153,Glabro,Sweden,58.0905775745,16.5051168223,https://browser.sead.se/site/4153,chronology_and_bibliography_ready,True,4,8,2,"[""dating_range"", ""dendrochronology""]",14,14,1,2,14,12413,coarse_spatial_context_only,not_captured_by_repository_sources,358
4151,Gothem kyrka,Sweden,57.5754626247,18.7349928797,https://browser.sead.se/site/4151,chronology_and_bibliography_ready,True,6,8,2,"[""dating_range"", ""dendrochronology""]",14,14,1,2,14,13558,coarse_spatial_context_only,not_captured_by_repository_sources,359
4139,"Halla kyrka, Nyköping",Sweden,58.8583065942,16.6254432029,https://browser.sead.se/site/4139,chronology_and_bibliography_ready,True,8,8,2,"[""dating_range"", ""dendrochronology""]",14,14,1,2,14,12413,coarse_spatial_context_only,not_captured_by_repository_sources,360
3903,Häljaryd,Sweden,56.9459010335,14.9851896895,https://browser.sead.se/site/3903,chronology_and_bibliography_ready,True,4,8,2,"[""dating_range"", ""dendrochronology""]",14,14,1,2,14,10817,coarse_spatial_context_only,not_captured_by_repository_sources,361
3891,Kvarteret Båtsmannen,Sweden,57.757533626,16.6423907987,https://browser.sead.se/site/3891,chronology_and_bibliography_ready,True,8,8,2,"[""dating_range"", ""dendrochronology""]",14,14,1,2,14,8480,coarse_spatial_context_only,not_captured_by_repository_sources,362
3877,Kvarteret Rådhuset,Sweden,57.7584051198,16.6368333533,https://browser.sead.se/site/3877,chronology_and_bibliography_ready,True,6,8,2,"[""dating_range"", ""dendrochronology""]",14,14,1,2,14,8480,coarse_spatial_context_only,not_captured_by_repository_sources,363
3816,Låga längan,Sweden,59.324024,18.097877,https://browser.sead.se/site/3816,chronology_and_bibliography_ready,True,2,8,2,"[""dating_range"", ""dendrochronology""]",14,14,1,2,14,10763,coarse_spatial_context_only,not_captured_by_repository_sources,364
3836,Åkarp,Sweden,55.7466125559,13.400742912,https://browser.sead.se/site/3836,chronology_and_bibliography_ready,True,6,8,2,"[""dating_range"", ""dendrochronology""]",14,14,1,2,14,6654,coarse_spatial_context_only,not_captured_by_repository_sources,365
4158,Gammelgarn kastal,Sweden,57.4043835849,18.8040465235,https://browser.sead.se/site/4158,chronology_and_bibliography_ready,True,6,8,2,"[""dating_range"", ""dendrochronology""]",13,13,1,2,13,13558,coarse_spatial_context_only,not_captured_by_repository_sources,366
3827,12709 Stenkumla,Sweden,57.5438649389,18.2403310627,https://browser.sead.se/site/3827,chronology_and_bibliography_ready,True,6,8,2,"[""dating_range"", ""dendrochronology""]",12,12,1,2,12,13558,coarse_spatial_context_only,not_captured_by_repository_sources,367
4211,Bonäs,Sweden,58.9966370047,16.2082655153,https://browser.sead.se/site/4211,chronology_and_bibliography_ready,True,4,8,2,"[""dating_range"", ""dendrochronology""]",12,12,1,2,12,12413,coarse_spatial_context_only,not_captured_by_repository_sources,368
4150,Grindstu,Sweden,59.1138143625,15.9985116014,https://browser.sead.se/site/4150,chronology_and_bibliography_ready,True,2,8,2,"[""dating_range"", ""dendrochronology""]",12,12,1,2,12,3873,coarse_spatial_context_only,not_captured_by_repository_sources,369
3874,Kvarteret Svartbrodern,Sweden,57.6389679773,18.2934424244,https://browser.sead.se/site/3874,chronology_and_bibliography_ready,True,8,8,2,"[""dating_range"", ""dendrochronology""]",12,12,1,2,12,13558,coarse_spatial_context_only,not_captured_by_repository_sources,370
3865,Mariannelund,Sweden,57.6154818529,15.5721692125,https://browser.sead.se/site/3865,chronology_and_bibliography_ready,True,4,8,2,"[""dating_range"", ""dendrochronology""]",12,12,1,2,12,4004,coarse_spatial_context_only,not_captured_by_repository_sources,371
5288,Kallsjö,Sweden,55.482063,13.467472,https://browser.sead.se/site/5288,chronology_and_bibliography_ready,True,2,8,2,"[""analysis_entity_age"", ""relative_period""]",4,6,1,4,12,6654,coarse_spatial_context_only,not_captured_by_repository_sources,372
5293,Sote Mosse,Sweden,55.499084,13.537445,https://browser.sead.se/site/5293,chronology_and_bibliography_ready,True,2,8,2,"[""analysis_entity_age"", ""relative_period""]",4,6,1,4,12,6654,coarse_spatial_context_only,not_captured_by_repository_sources,373
4467,Juomajärvi,Sweden,66.86667,23.033333,https://browser.sead.se/site/4467,chronology_and_bibliography_ready,True,2,8,2,"[""analysis_entity_age"", ""relative_period""]",2,6,1,4,12,984,coarse_spatial_context_only,not_captured_by_repository_sources,374
4617,Samnan,Sweden,59.90505,17.631268,https://browser.sead.se/site/4617,chronology_and_bibliography_ready,True,2,8,2,"[""analysis_entity_age"", ""relative_period""]",1,6,1,4,12,27450,coarse_spatial_context_only,not_captured_by_repository_sources,375
4708,Valsgarde,Sweden,59.928032,17.624384,https://browser.sead.se/site/4708,chronology_and_bibliography_ready,True,2,7,2,"[""analysis_entity_age"", ""relative_period""]",2,6,1,3,10,27450,coarse_spatial_context_only,not_captured_by_repository_sources,376
4226,Asby kyrka,Sweden,57.9039487107,15.2051888625,https://browser.sead.se/site/4226,chronology_and_bibliography_ready,True,4,6,2,"[""dating_range"", ""dendrochronology""]",31,31,1,5,31,4004,coarse_spatial_context_only,not_captured_by_repository_sources,377
4217,Bisslinge gård,Sweden,59.4941434395,17.8807695573,https://browser.sead.se/site/4217,chronology_and_bibliography_ready,True,3,6,2,"[""dating_range"", ""dendrochronology""]",19,19,1,3,19,27450,coarse_spatial_context_only,not_captured_by_repository_sources,378
4483,Kurujärvi,Sweden,67.433334,22.516666,https://browser.sead.se/site/4483,chronology_and_bibliography_ready,True,2,6,2,"[""analysis_entity_age"", ""relative_period""]",5,5,1,3,9,803,coarse_spatial_context_only,not_captured_by_repository_sources,379
4566,Onttovaara,Sweden,67.166664,22.633333,https://browser.sead.se/site/4566,chronology_and_bibliography_ready,True,2,6,2,"[""analysis_entity_age"", ""relative_period""]",5,5,1,3,9,803,coarse_spatial_context_only,not_captured_by_repository_sources,380
5291,Hylteberga,Sweden,55.48498,13.534627,https://browser.sead.se/site/5291,chronology_and_bibliography_ready,True,2,6,2,"[""analysis_entity_age"", ""relative_period""]",4,5,1,3,9,6654,coarse_spatial_context_only,not_captured_by_repository_sources,381
4466,Järavallen 2 (Skateholm),Sweden,55.7667,12.95,https://browser.sead.se/site/4466,chronology_and_bibliography_ready,True,6,6,2,"[""analysis_entity_age"", ""relative_period""]",3,5,1,3,9,1226,coarse_spatial_context_only,not_captured_by_repository_sources,382
5284,Svedala,Sweden,55.509583,13.237038,https://browser.sead.se/site/5284,chronology_and_bibliography_ready,True,2,6,2,"[""analysis_entity_age"", ""relative_period""]",3,5,1,3,9,6654,coarse_spatial_context_only,not_captured_by_repository_sources,383
4707,"Vallby, Tillberga",Sweden,59.73097,16.6307,https://browser.sead.se/site/4707,chronology_and_bibliography_ready,True,3,6,2,"[""analysis_entity_age"", ""relative_period""]",2,6,1,2,8,15126,coarse_spatial_context_only,not_captured_by_repository_sources,384
4088,Kvarntorp,Sweden,59.8330775377,17.4598257284,https://browser.sead.se/site/4088,chronology_and_bibliography_ready,True,3,5,2,"[""dating_range"", ""dendrochronology""]",38,38,1,6,38,27450,coarse_spatial_context_only,not_captured_by_repository_sources,385
3941,Västra trädgårdsgatan 13,Sweden,58.7502298238,17.0083693034,https://browser.sead.se/site/3941,chronology_and_bibliography_ready,True,5,5,2,"[""dating_range"", ""dendrochronology""]",31,31,1,5,31,4303,coarse_spatial_context_only,not_captured_by_repository_sources,386
4209,Borgarhuset,Sweden,55.7044565627,13.1970790412,https://browser.sead.se/site/4209,chronology_and_bibliography_ready,True,5,5,2,"[""dating_range"", ""dendrochronology""]",19,19,1,3,19,6654,coarse_spatial_context_only,not_captured_by_repository_sources,387
3984,Tidersrums kyrka,Sweden,57.9266234251,15.4943461311,https://browser.sead.se/site/3984,chronology_and_bibliography_ready,True,5,5,2,"[""dating_range"", ""dendrochronology""]",7,7,1,1,7,4004,coarse_spatial_context_only,not_captured_by_repository_sources,388
3968,Vadsbro kyrka,Sweden,58.9766928294,16.5681074665,https://browser.sead.se/site/3968,chronology_and_bibliography_ready,True,4,5,2,"[""dating_range"", ""dendrochronology""]",7,7,1,1,7,12413,coarse_spatial_context_only,not_captured_by_repository_sources,389
3944,Västerås domkyrka,Sweden,59.6125134217,16.5412050217,https://browser.sead.se/site/3944,chronology_and_bibliography_ready,True,5,5,2,"[""dating_range"", ""dendrochronology""]",7,7,1,1,7,15126,coarse_spatial_context_only,not_captured_by_repository_sources,390
4046,Norrvidinge kyrka,Sweden,55.8384177559,13.0975841452,https://browser.sead.se/site/4046,chronology_and_bibliography_ready,True,5,5,2,"[""dating_range"", ""dendrochronology""]",6,6,1,1,6,6654,coarse_spatial_context_only,not_captured_by_repository_sources,391
3931,Östra Skrukeby kyrka,Sweden,58.4998073545,15.818514302,https://browser.sead.se/site/3931,chronology_and_bibliography_ready,True,5,5,2,"[""dating_range"", ""dendrochronology""]",6,6,1,1,6,9863,coarse_spatial_context_only,not_captured_by_repository_sources,392
3832,12076 Ekeby,Sweden,57.5943919123,18.5254327344,https://browser.sead.se/site/3832,chronology_and_bibliography_ready,True,4,4,2,"[""dating_range"", ""dendrochronology""]",36,36,1,6,36,13558,coarse_spatial_context_only,not_captured_by_repository_sources,393
3880,Kvarteret Ormen,Sweden,59.3193051014,18.070970803,https://browser.sead.se/site/3880,chronology_and_bibliography_ready,True,2,4,2,"[""dating_range"", ""dendrochronology""]",31,31,1,5,31,10763,coarse_spatial_context_only,not_captured_by_repository_sources,394
4073,Linköpings slott,Sweden,58.4104585174,15.6158568043,https://browser.sead.se/site/4073,chronology_and_bibliography_ready,True,2,4,2,"[""dating_range"", ""dendrochronology""]",31,31,1,5,31,9863,coarse_spatial_context_only,not_captured_by_repository_sources,395
3991,Strömby,Sweden,56.503487256,15.9129286367,https://browser.sead.se/site/3991,chronology_and_bibliography_ready,True,4,4,2,"[""dating_range"", ""dendrochronology""]",24,24,1,4,24,5849,coarse_spatial_context_only,not_captured_by_repository_sources,396
4025,Sankt Clemens kyrkoruin,Sweden,57.6431405566,18.2961340134,https://browser.sead.se/site/4025,chronology_and_bibliography_ready,True,4,4,2,"[""dating_range"", ""dendrochronology""]",19,19,1,3,19,13558,coarse_spatial_context_only,not_captured_by_repository_sources,397
4104,Kapitelhuset,Sweden,57.6417470734,18.296141695,https://browser.sead.se/site/4104,chronology_and_bibliography_ready,True,4,4,2,"[""dating_range"", ""dendrochronology""]",18,18,1,3,18,13558,coarse_spatial_context_only,not_captured_by_repository_sources,398
4076,Linde kyrka,Sweden,57.2796924645,18.3797198479,https://browser.sead.se/site/4076,chronology_and_bibliography_ready,True,2,4,2,"[""dating_range"", ""dendrochronology""]",18,18,1,3,18,13558,coarse_spatial_context_only,not_captured_by_repository_sources,399
4047,Norrlanda kyrka,Sweden,57.5015452994,18.6597394102,https://browser.sead.se/site/4047,chronology_and_bibliography_ready,True,4,4,2,"[""dating_range"", ""dendrochronology""]",18,18,1,4,18,13558,coarse_spatial_context_only,not_captured_by_repository_sources,400
4015,Sjöstugan,Sweden,59.1953522018,16.9142181099,https://browser.sead.se/site/4015,chronology_and_bibliography_ready,True,2,4,2,"[""dating_range"", ""dendrochronology""]",18,18,1,3,18,15126,coarse_spatial_context_only,not_captured_by_repository_sources,401
4019,Silte kyrka,Sweden,57.2210286963,18.2367579286,https://browser.sead.se/site/4019,chronology_and_bibliography_ready,True,2,4,2,"[""dating_range"", ""dendrochronology""]",13,13,1,2,13,13558,coarse_spatial_context_only,not_captured_by_repository_sources,402
4099,Knappsmåla,Sweden,56.6620491335,15.7629932746,https://browser.sead.se/site/4099,chronology_and_bibliography_ready,True,4,4,2,"[""dating_range"", ""dendrochronology""]",12,12,1,2,12,5849,coarse_spatial_context_only,not_captured_by_repository_sources,403
3868,Lögla,Sweden,59.6337874186,18.7329262838,https://browser.sead.se/site/3868,chronology_and_bibliography_ready,True,2,4,2,"[""dating_range"", ""dendrochronology""]",12,12,1,2,12,10763,coarse_spatial_context_only,not_captured_by_repository_sources,404
4057,Möllebacken,Sweden,56.0455325558,12.7004467553,https://browser.sead.se/site/4057,chronology_and_bibliography_ready,True,4,4,2,"[""dating_range"", ""dendrochronology""]",12,12,1,2,12,6333,coarse_spatial_context_only,not_captured_by_repository_sources,405
4018,Sisshammar,Sweden,59.2078632658,18.3415861294,https://browser.sead.se/site/4018,chronology_and_bibliography_ready,True,2,4,2,"[""dating_range"", ""dendrochronology""]",12,12,1,2,12,10763,coarse_spatial_context_only,not_captured_by_repository_sources,406
3829,72257 Lilla Malma,Sweden,59.1405014709,16.6793557719,https://browser.sead.se/site/3829,chronology_and_bibliography_ready,True,2,4,2,"[""dating_range"", ""dendrochronology""]",7,7,1,1,7,15126,coarse_spatial_context_only,not_captured_by_repository_sources,407
4216,Bjälbo kyrka,Sweden,58.3720422065,15.0054363737,https://browser.sead.se/site/4216,chronology_and_bibliography_ready,True,4,4,2,"[""dating_range"", ""dendrochronology""]",7,7,1,1,7,9863,coarse_spatial_context_only,not_captured_by_repository_sources,408
4208,Borgholms stadsmuseum,Sweden,56.8824646065,16.6835115227,https://browser.sead.se/site/4208,chronology_and_bibliography_ready,True,4,4,2,"[""dating_range"", ""dendrochronology""]",7,7,1,1,7,6159,coarse_spatial_context_only,not_captured_by_repository_sources,409
4204,Brahekyrkan,Sweden,58.0349336355,14.3432633174,https://browser.sead.se/site/4204,chronology_and_bibliography_ready,True,4,4,2,"[""dating_range"", ""dendrochronology""]",7,7,1,1,7,3815,coarse_spatial_context_only,not_captured_by_repository_sources,410
4196,Burge,Sweden,57.2758716176,18.2978991037,https://browser.sead.se/site/4196,chronology_and_bibliography_ready,True,2,4,2,"[""dating_range"", ""dendrochronology""]",7,7,1,1,7,13558,coarse_spatial_context_only,not_captured_by_repository_sources,411
4134,Haneberg säteri,Sweden,59.1863826033,16.2865415067,https://browser.sead.se/site/4134,chronology_and_bibliography_ready,True,2,4,2,"[""dating_range"", ""dendrochronology""]",7,7,1,1,7,15126,coarse_spatial_context_only,not_captured_by_repository_sources,412
4118,Hults kyrka,Sweden,57.6308200388,15.1223284047,https://browser.sead.se/site/4118,chronology_and_bibliography_ready,True,4,4,2,"[""dating_range"", ""dendrochronology""]",7,7,1,1,7,4004,coarse_spatial_context_only,not_captured_by_repository_sources,413
3879,Kvarteret Prelaten,Sweden,58.4490150617,14.8944959842,https://browser.sead.se/site/3879,chronology_and_bibliography_ready,True,2,4,2,"[""dating_range"", ""dendrochronology""]",7,7,1,1,7,3815,coarse_spatial_context_only,not_captured_by_repository_sources,414
3864,Mellanköpinge,Sweden,55.3830376757,13.1958516631,https://browser.sead.se/site/3864,chronology_and_bibliography_ready,True,2,4,2,"[""dating_range"", ""dendrochronology""]",7,7,1,1,7,6654,coarse_spatial_context_only,not_captured_by_repository_sources,415
3860,Ryssebo,Sweden,57.6337670915,15.3551085325,https://browser.sead.se/site/3860,chronology_and_bibliography_ready,True,2,4,2,"[""dating_range"", ""dendrochronology""]",7,7,1,1,7,4004,coarse_spatial_context_only,not_captured_by_repository_sources,416
4026,Sandemar slott,Sweden,59.1301042402,18.3682561405,https://browser.sead.se/site/4026,chronology_and_bibliography_ready,True,2,4,2,"[""dating_range"", ""dendrochronology""]",7,7,1,1,7,10763,coarse_spatial_context_only,not_captured_by_repository_sources,417
4010,Skönberga kyrka,Sweden,58.4653502294,16.3586699892,https://browser.sead.se/site/4010,chronology_and_bibliography_ready,True,4,4,2,"[""dating_range"", ""dendrochronology""]",7,7,1,1,7,12413,coarse_spatial_context_only,not_captured_by_repository_sources,418
3948,Väsby kyrka,Sweden,56.2073516765,12.5955294635,https://browser.sead.se/site/3948,chronology_and_bibliography_ready,True,4,4,2,"[""dating_range"", ""dendrochronology""]",7,7,1,1,7,6333,coarse_spatial_context_only,not_captured_by_repository_sources,419
4232,Adamsbergs gård,Sweden,59.6965557293,18.3891358998,https://browser.sead.se/site/4232,chronology_and_bibliography_ready,True,2,4,2,"[""dating_range"", ""dendrochronology""]",6,6,1,1,6,10763,coarse_spatial_context_only,not_captured_by_repository_sources,420
4163,Fäbohagen,Sweden,59.2564593792,17.2107675191,https://browser.sead.se/site/4163,chronology_and_bibliography_ready,True,2,4,2,"[""dating_range"", ""dendrochronology""]",6,6,1,1,6,27450,coarse_spatial_context_only,not_captured_by_repository_sources,421
4116,Häglinge,Sweden,55.9910745179,13.7050218344,https://browser.sead.se/site/4116,chronology_and_bibliography_ready,True,4,4,2,"[""dating_range"", ""dendrochronology""]",6,6,1,1,6,6654,coarse_spatial_context_only,not_captured_by_repository_sources,422
3897,Kolstad,Sweden,58.3004148895,15.1723499465,https://browser.sead.se/site/3897,chronology_and_bibliography_ready,True,2,4,2,"[""dating_range"", ""dendrochronology""]",6,6,1,1,6,9863,coarse_spatial_context_only,not_captured_by_repository_sources,423
3875,Kvarteret Specksrum,Sweden,57.6422931957,18.2931236185,https://browser.sead.se/site/3875,chronology_and_bibliography_ready,True,2,4,2,"[""dating_range"", ""dendrochronology""]",6,6,1,1,6,13558,coarse_spatial_context_only,not_captured_by_repository_sources,424
4086,Källa gamla kyrka,Sweden,57.1113483626,16.9862830461,https://browser.sead.se/site/4086,chronology_and_bibliography_ready,True,4,4,2,"[""dating_range"", ""dendrochronology""]",6,6,1,1,6,8480,coarse_spatial_context_only,not_captured_by_repository_sources,425
4056,Mörbylånga kyrka,Sweden,56.5196949786,16.3980123551,https://browser.sead.se/site/4056,chronology_and_bibliography_ready,True,4,4,2,"[""dating_range"", ""dendrochronology""]",6,6,1,1,6,6159,coarse_spatial_context_only,not_captured_by_repository_sources,426
3859,Salvarp,Sweden,57.9029939781,15.2068031606,https://browser.sead.se/site/3859,chronology_and_bibliography_ready,True,2,4,2,"[""dating_range"", ""dendrochronology""]",6,6,1,1,6,4004,coarse_spatial_context_only,not_captured_by_repository_sources,427
3841,Vingåker-Kvarngölet,Sweden,58.9683555819,16.0928748286,https://browser.sead.se/site/3841,chronology_and_bibliography_ready,True,2,4,2,"[""dating_range"", ""dendrochronology""]",6,6,1,1,6,12413,coarse_spatial_context_only,not_captured_by_repository_sources,428
5294,Mossby,Sweden,55.416103,13.633847,https://browser.sead.se/site/5294,chronology_and_bibliography_ready,True,4,4,2,"[""analysis_entity_age"", ""relative_period""]",5,4,1,2,6,6654,coarse_spatial_context_only,not_captured_by_repository_sources,429
