locality,locality_token,profile_name,ranking_status,total_score,evidence_density_signal,chronology_alignment_signal,species_diversity_signal,contextual_support_signal,missingness_penalty,direct_sample_count,distinct_species_count,nearby_context_points,nearby_context_layer_count,temporal_overlap_points,sampling_recommendation_ready,recommendation_posture,ranking_blockers,recommendation_blockers,warning_flags,rationale
Illemose (Funen),homo_sapiens:aadr:denmark:illemose-funen:55-390942-10-589975,atlas_exploration,downgraded,0.0889,0.5692,1.0,0.3467,0.0,0.345,2,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.5692; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3450; ranking status=downgraded | recommendation posture=exploratory_only"
Illerup_weapon_sacrifice_site (Jutland),homo_sapiens:aadr:denmark:illerup-weapon-sacrifice-site-jutland:56-0532-9-93298,atlas_exploration,downgraded,0.0889,0.5692,1.0,0.3467,0.0,0.345,2,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.5692; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3450; ranking status=downgraded | recommendation posture=exploratory_only"
"Jevnaker nor (Nor South, Viken, Oppland)",homo_sapiens:aadr:norway:jevnaker-nor-nor-south-viken-oppland:60-31-10-43,atlas_exploration,downgraded,0.0889,0.5692,1.0,0.3467,0.0,0.345,2,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.5692; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3450; ranking status=downgraded | recommendation posture=exploratory_only"
"Kaarebjerg Agre, Tørslev Hage, Gerlev Sogn (Zealand)",homo_sapiens:aadr:denmark:kaarebjerg-agre-t-rslev-hage-gerlev-sogn-zealand:55-8085-12-0304,atlas_exploration,downgraded,0.0889,0.5692,1.0,0.3467,0.0,0.345,2,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.5692; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3450; ranking status=downgraded | recommendation posture=exploratory_only"
Kalmargården (Zealand),homo_sapiens:aadr:denmark:kalmarg-rden-zealand:55-56924-11-2511,atlas_exploration,downgraded,0.0889,0.5692,1.0,0.3467,0.0,0.345,2,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.5692; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3450; ranking status=downgraded | recommendation posture=exploratory_only"
Korsør Nor (Zealand Region),homo_sapiens:aadr:denmark:kors-r-nor-zealand-region:55-331-11-145,atlas_exploration,downgraded,0.0889,0.5692,1.0,0.3467,0.0,0.345,2,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.5692; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3450; ranking status=downgraded | recommendation posture=exploratory_only"
Kumle Høje (Langelands Sønder),homo_sapiens:aadr:denmark:kumle-h-je-langelands-s-nder:54-8943268-10-7370963,atlas_exploration,downgraded,0.0889,0.5692,1.0,0.3467,0.0,0.345,2,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.5692; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3450; ranking status=downgraded | recommendation posture=exploratory_only"
"Kyndelöse (Sjælland, Lejre)",homo_sapiens:aadr:denmark:kyndel-se-sj-lland-lejre:55-703-11-855,atlas_exploration,downgraded,0.0889,0.5692,1.0,0.3467,0.0,0.345,2,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.5692; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3450; ranking status=downgraded | recommendation posture=exploratory_only"
Ladby (Funen Region),homo_sapiens:aadr:denmark:ladby-funen-region:55-43-10-61,atlas_exploration,downgraded,0.0889,0.5692,1.0,0.3467,0.0,0.345,2,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.5692; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3450; ranking status=downgraded | recommendation posture=exploratory_only"
Lejrhøje (Jutland),homo_sapiens:aadr:denmark:lejrh-je-jutland:57-0767-9-2878,atlas_exploration,downgraded,0.0889,0.5692,1.0,0.3467,0.0,0.345,2,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.5692; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3450; ranking status=downgraded | recommendation posture=exploratory_only"
"Ljungbacka (Skåne län, Vellinge)",homo_sapiens:aadr:sweden:ljungbacka-sk-ne-l-n-vellinge:55-54-13-05,atlas_exploration,downgraded,0.0889,0.5692,1.0,0.3467,0.0,0.345,2,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.5692; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3450; ranking status=downgraded | recommendation posture=exploratory_only"
Lundby-Falster (Falster Region),homo_sapiens:aadr:denmark:lundby-falster-falster-region:54-865-11-841,atlas_exploration,downgraded,0.0889,0.5692,1.0,0.3467,0.0,0.345,2,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.5692; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3450; ranking status=downgraded | recommendation posture=exploratory_only"
Mosede Mose (Zealand Region),homo_sapiens:aadr:denmark:mosede-mose-zealand-region:55-576-12-275,atlas_exploration,downgraded,0.0889,0.5692,1.0,0.3467,0.0,0.345,2,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.5692; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3450; ranking status=downgraded | recommendation posture=exploratory_only"
Nord-Rollnes (Central Norway/ Trøndelag),homo_sapiens:aadr:norway:nord-rollnes-central-norway-tr-ndelag:68-870339-17-045914,atlas_exploration,downgraded,0.0889,0.5692,1.0,0.3467,0.0,0.345,2,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.5692; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3450; ranking status=downgraded | recommendation posture=exploratory_only"
Næstved Mark (Zealand),homo_sapiens:aadr:denmark:n-stved-mark-zealand:55-22959-11-77806,atlas_exploration,downgraded,0.0889,0.5692,1.0,0.3467,0.0,0.345,2,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.5692; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3450; ranking status=downgraded | recommendation posture=exploratory_only"
Orehoved Sejlrende (Falster Region),homo_sapiens:aadr:denmark:orehoved-sejlrende-falster-region:54-96-11-85,atlas_exploration,downgraded,0.0889,0.5692,1.0,0.3467,0.0,0.345,2,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.5692; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3450; ranking status=downgraded | recommendation posture=exploratory_only"
"Ringsaker nor (Nor South, Innlandet, Hedmark)",homo_sapiens:aadr:norway:ringsaker-nor-nor-south-innlandet-hedmark:60-84-11,atlas_exploration,downgraded,0.0889,0.5692,1.0,0.3467,0.0,0.345,2,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.5692; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3450; ranking status=downgraded | recommendation posture=exploratory_only"
Rislev (Zealand),homo_sapiens:aadr:denmark:rislev-zealand:55-2815323-11-7331049,atlas_exploration,downgraded,0.0889,0.5692,1.0,0.3467,0.0,0.345,2,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.5692; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3450; ranking status=downgraded | recommendation posture=exploratory_only"
"Romback (Västernorrlands län, Ånge)",homo_sapiens:aadr:sweden:romback-v-sternorrlands-l-n-nge:62-5-16-3,atlas_exploration,downgraded,0.0889,0.5692,1.0,0.3467,0.0,0.345,2,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.5692; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3450; ranking status=downgraded | recommendation posture=exploratory_only"
Rude (Jutland Region),homo_sapiens:aadr:denmark:rude-jutland-region:55-994-10-248,atlas_exploration,downgraded,0.0889,0.5692,1.0,0.3467,0.0,0.345,2,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.5692; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3450; ranking status=downgraded | recommendation posture=exploratory_only"
"Rønvik nedre (32/100, Rønvik) (Nordland, Bodø)",homo_sapiens:aadr:norway:r-nvik-nedre-32-100-r-nvik-nordland-bod:67-28-14-39,atlas_exploration,downgraded,0.0889,0.5692,1.0,0.3467,0.0,0.345,2,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.5692; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3450; ranking status=downgraded | recommendation posture=exploratory_only"
Sdr. Tostrup (Sønder Tåstrup) (Falsters Nørre),homo_sapiens:aadr:denmark:sdr-tostrup-s-nder-t-strup-falsters-n-rre:54-724635-11-974114,atlas_exploration,downgraded,0.0889,0.5692,1.0,0.3467,0.0,0.345,2,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.5692; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3450; ranking status=downgraded | recommendation posture=exploratory_only"
"Sdr. Trander, Aalborg (Jutland)",homo_sapiens:aadr:denmark:sdr-trander-aalborg-jutland:57-0508547-9-90639486,atlas_exploration,downgraded,0.0889,0.5692,1.0,0.3467,0.0,0.345,2,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.5692; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3450; ranking status=downgraded | recommendation posture=exploratory_only"
"Sigtuna, cemetery 3 (Kållandet)",homo_sapiens:aadr:sweden:sigtuna-cemetery-3-k-llandet:59-617312-17-72361,atlas_exploration,downgraded,0.0889,0.5692,1.0,0.3467,0.0,0.345,2,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.5692; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3450; ranking status=downgraded | recommendation posture=exploratory_only"
"Skeie, Klepp (Western Norway/ Rogaland)",homo_sapiens:aadr:norway:skeie-klepp-western-norway-rogaland:58-693992-5-547228,atlas_exploration,downgraded,0.0889,0.5692,1.0,0.3467,0.0,0.345,2,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.5692; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3450; ranking status=downgraded | recommendation posture=exploratory_only"
"Sondrup Østergaard, Ulstrup sogn (Jutland)",homo_sapiens:aadr:denmark:sondrup-stergaard-ulstrup-sogn-jutland:56-865-9-415,atlas_exploration,downgraded,0.0889,0.5692,1.0,0.3467,0.0,0.345,2,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.5692; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3450; ranking status=downgraded | recommendation posture=exploratory_only"
Strøby (Avlebjerg),homo_sapiens:aadr:denmark:str-by-avlebjerg:55-38332-12-28199,atlas_exploration,downgraded,0.0889,0.5692,1.0,0.3467,0.0,0.345,2,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.5692; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3450; ranking status=downgraded | recommendation posture=exploratory_only"
"Trygstad i Bø (188/10) (Troms, Tromsø, Tussøy)",homo_sapiens:aadr:norway:trygstad-i-b-188-10-troms-troms-tuss-y:69-47-18,atlas_exploration,downgraded,0.0889,0.5692,1.0,0.3467,0.0,0.345,2,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.5692; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3450; ranking status=downgraded | recommendation posture=exploratory_only"
Tyrifjorden (Southern Norway/ Buskerud),homo_sapiens:aadr:norway:tyrifjorden-southern-norway-buskerud:60-05727068-10-22125778,atlas_exploration,downgraded,0.0889,0.5692,1.0,0.3467,0.0,0.345,2,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.5692; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3450; ranking status=downgraded | recommendation posture=exploratory_only"
Utsjoki,homo_sapiens:aadr:finland:utsjoki:69-91-27-03,atlas_exploration,downgraded,0.0889,0.5692,1.0,0.3467,0.0,0.345,2,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.5692; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3450; ranking status=downgraded | recommendation posture=exploratory_only"
Varpelev (Zealand),homo_sapiens:aadr:denmark:varpelev-zealand:55-3557203-12-2779621,atlas_exploration,downgraded,0.0889,0.5692,1.0,0.3467,0.0,0.345,2,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.5692; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3450; ranking status=downgraded | recommendation posture=exploratory_only"
Vester Egesborg (Zealand),homo_sapiens:aadr:denmark:vester-egesborg-zealand:55-155344-11-8190732,atlas_exploration,downgraded,0.0889,0.5692,1.0,0.3467,0.0,0.345,2,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.5692; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3450; ranking status=downgraded | recommendation posture=exploratory_only"
"Værebro Å, Snydebro (Zealand)",homo_sapiens:aadr:denmark:v-rebro-snydebro-zealand:55-7556656-12-2140921,atlas_exploration,downgraded,0.0889,0.5692,1.0,0.3467,0.0,0.345,2,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.5692; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3450; ranking status=downgraded | recommendation posture=exploratory_only"
"Ängamöllan (Skåne län, Kristianstad)",homo_sapiens:aadr:sweden:ngam-llan-sk-ne-l-n-kristianstad:55-997-14-104,atlas_exploration,downgraded,0.0889,0.5692,1.0,0.3467,0.0,0.345,2,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.5692; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3450; ranking status=downgraded | recommendation posture=exploratory_only"
"Aalstrup, Mellergaard (Jutland)",homo_sapiens:aadr:denmark:aalstrup-mellergaard-jutland:57-2789-10-0142,atlas_exploration,downgraded,0.0547,0.4858,1.0,0.3467,0.0,0.35,1,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3500; ranking status=downgraded | recommendation posture=exploratory_only"
Aamosen-Gammelvind (Zealand),homo_sapiens:aadr:denmark:aamosen-gammelvind-zealand:55-583-11-533,atlas_exploration,downgraded,0.0547,0.4858,1.0,0.3467,0.0,0.35,1,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3500; ranking status=downgraded | recommendation posture=exploratory_only"
Aastofte (Zealand),homo_sapiens:aadr:denmark:aastofte-zealand:55-8221309-11-5200672,atlas_exploration,downgraded,0.0547,0.4858,1.0,0.3467,0.0,0.35,1,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3500; ranking status=downgraded | recommendation posture=exploratory_only"
Alken Enge (Jutland Region),homo_sapiens:aadr:denmark:alken-enge-jutland-region:56-05-9-94,atlas_exploration,downgraded,0.0547,0.4858,1.0,0.3467,0.0,0.35,1,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3500; ranking status=downgraded | recommendation posture=exploratory_only"
Allerslev (Zealand),homo_sapiens:aadr:denmark:allerslev-zealand:55-60442-11-97966,atlas_exploration,downgraded,0.0547,0.4858,1.0,0.3467,0.0,0.35,1,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3500; ranking status=downgraded | recommendation posture=exploratory_only"
