locality,locality_token,profile_name,ranking_status,total_score,evidence_density_signal,chronology_alignment_signal,species_diversity_signal,contextual_support_signal,missingness_penalty,direct_sample_count,distinct_species_count,nearby_context_points,nearby_context_layer_count,temporal_overlap_points,sampling_recommendation_ready,recommendation_posture,ranking_blockers,recommendation_blockers,warning_flags,rationale
"Kaarebjerg Agre, Tørslev Hage, Gerlev Sogn (Zealand)",homo_sapiens:aadr:denmark:kaarebjerg-agre-t-rslev-hage-gerlev-sogn-zealand:55-8085-12-0304,atlas_exploration,downgraded,0.4506,0.5692,0.5,0.3467,0.805,0.165,2,1,12,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 12 nearby context points across 3 context layers shape the support surface | score families: evidence=0.5692; chronology=0.5000; species=0.3467; context=0.8050 | missingness penalty=0.1650; ranking status=downgraded | recommendation posture=exploratory_only"
"Eksta Kvie (Gotlands län, Gotland)",homo_sapiens:aadr:sweden:eksta-kvie-gotlands-l-n-gotland:57-47-18-47,atlas_exploration,downgraded,0.4499,0.4858,0.5,0.3467,0.9721,0.195,1,1,596,11,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 596 nearby context points across 11 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.9721 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
"Hablingbo Havor (Gotlands län, Gotland)",homo_sapiens:aadr:sweden:hablingbo-havor-gotlands-l-n-gotland:57-470001-18-47,atlas_exploration,downgraded,0.4499,0.4858,0.5,0.3467,0.9721,0.195,1,1,596,11,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 596 nearby context points across 11 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.9721 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
"Hunnebostrand (Västra Götaland County, Sotenäs Municipality)",homo_sapiens:aadr:sweden:hunnebostrand-v-stra-g-taland-county-soten-s-municipality:58-4384-11-3007,atlas_exploration,downgraded,0.4484,0.5692,0.5,0.3467,0.7987,0.165,2,1,27,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 27 nearby context points across 2 context layers shape the support surface | score families: evidence=0.5692; chronology=0.5000; species=0.3467; context=0.7987 | missingness penalty=0.1650; ranking status=downgraded | recommendation posture=exploratory_only"
Tjærby (Randers Municipality),homo_sapiens:aadr:denmark:tj-rby-randers-municipality:56-47-10-1,atlas_exploration,downgraded,0.4465,0.9025,0.5,0.3467,0.4598,0.165,28,1,4,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 28 direct ancient-DNA samples support 1 species at this locality anchor | 4 nearby context points across 2 context layers shape the support surface | score families: evidence=0.9025; chronology=0.5000; species=0.3467; context=0.4598 | missingness penalty=0.1650; ranking status=downgraded | recommendation posture=exploratory_only"
Fårevejlegård (Funen),homo_sapiens:aadr:denmark:f-revejleg-rd-funen:55-799195-11-4263409,atlas_exploration,downgraded,0.4457,0.5692,0.5,0.3467,0.7909,0.165,2,1,21,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 21 nearby context points across 3 context layers shape the support surface | score families: evidence=0.5692; chronology=0.5000; species=0.3467; context=0.7909 | missingness penalty=0.1650; ranking status=downgraded | recommendation posture=exploratory_only"
"Tværvejen etape III, Asperup sogn sb nr 56, Båg Herred, Odense Amt (Funen)",homo_sapiens:aadr:denmark:tv-rvejen-etape-iii-asperup-sogn-sb-nr-56-b-g-herred-odense-amt-funen:55-476544-9-896608,atlas_exploration,downgraded,0.4452,0.4858,0.5,0.3467,0.9587,0.195,1,1,9,4,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 9 nearby context points across 4 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.9587 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Rislev (Zealand),homo_sapiens:aadr:denmark:rislev-zealand:55-2815323-11-7331049,atlas_exploration,downgraded,0.4437,0.5692,0.5,0.3467,0.7851,0.165,2,1,7,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 7 nearby context points across 3 context layers shape the support surface | score families: evidence=0.5692; chronology=0.5000; species=0.3467; context=0.7851 | missingness penalty=0.1650; ranking status=downgraded | recommendation posture=exploratory_only"
Rolund (Funen/ Odense),homo_sapiens:aadr:denmark:rolund-funen-odense:55-44628-9-84205,atlas_exploration,downgraded,0.4423,0.4858,0.5,0.3467,0.9503,0.195,1,1,9,4,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 9 nearby context points across 4 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.9503 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
"Gorla (Stockholms län, Norrtälje)",homo_sapiens:aadr:sweden:gorla-stockholms-l-n-norrt-lje:59-7-18-7,atlas_exploration,downgraded,0.4399,0.5692,0.5,0.3467,0.7744,0.165,2,1,146,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 146 nearby context points across 2 context layers shape the support surface | score families: evidence=0.5692; chronology=0.5000; species=0.3467; context=0.7744 | missingness penalty=0.1650; ranking status=downgraded | recommendation posture=exploratory_only"
Mosede Mose (Zealand Region),homo_sapiens:aadr:denmark:mosede-mose-zealand-region:55-576-12-275,atlas_exploration,downgraded,0.4388,0.5692,0.5,0.3467,0.7711,0.165,2,1,16,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 16 nearby context points across 3 context layers shape the support surface | score families: evidence=0.5692; chronology=0.5000; species=0.3467; context=0.7711 | missingness penalty=0.1650; ranking status=downgraded | recommendation posture=exploratory_only"
Glerup (Jutland),homo_sapiens:aadr:denmark:glerup-jutland:56-23145-10-19041,atlas_exploration,downgraded,0.4387,0.5692,0.5,0.3467,0.7708,0.165,2,1,8,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 8 nearby context points across 3 context layers shape the support surface | score families: evidence=0.5692; chronology=0.5000; species=0.3467; context=0.7708 | missingness penalty=0.1650; ranking status=downgraded | recommendation posture=exploratory_only"
"Hanaskede (Västra Götalands län, Skara)",homo_sapiens:aadr:sweden:hanaskede-v-stra-g-talands-l-n-skara:58-391-13-558,atlas_exploration,downgraded,0.4359,0.4858,0.5,0.3467,0.9321,0.195,1,1,64,12,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 64 nearby context points across 12 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.9321 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Borritshoved (Zealand/ Broskov),homo_sapiens:aadr:denmark:borritshoved-zealand-broskov:55-2298632-12-1375367,atlas_exploration,downgraded,0.4299,0.5692,0.5,0.3467,0.7458,0.165,2,1,7,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 7 nearby context points across 3 context layers shape the support surface | score families: evidence=0.5692; chronology=0.5000; species=0.3467; context=0.7458 | missingness penalty=0.1650; ranking status=downgraded | recommendation posture=exploratory_only"
Kumle Høje (Langelands Sønder),homo_sapiens:aadr:denmark:kumle-h-je-langelands-s-nder:54-8943268-10-7370963,atlas_exploration,downgraded,0.4282,0.5692,0.5,0.3467,0.7409,0.165,2,1,8,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 8 nearby context points across 3 context layers shape the support surface | score families: evidence=0.5692; chronology=0.5000; species=0.3467; context=0.7409 | missingness penalty=0.1650; ranking status=downgraded | recommendation posture=exploratory_only"
"Dösemarken (Skåne län, Malmö)",homo_sapiens:aadr:sweden:d-semarken-sk-ne-l-n-malm:55-564-12-946,atlas_exploration,downgraded,0.4279,0.4858,0.5,0.3467,0.9092,0.195,1,1,373,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 373 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.9092 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Norsminde (Jutland Region),homo_sapiens:aadr:denmark:norsminde-jutland-region:56-027-10-257,atlas_exploration,downgraded,0.4279,0.4858,0.5,0.3467,0.9091,0.195,1,1,10,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 10 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.9091 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Bengtstorp (Oland),homo_sapiens:aadr:sweden:bengtstorp-oland:56-514-16-439,atlas_exploration,downgraded,0.4278,0.4858,0.5,0.3467,0.9089,0.195,1,1,588,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 588 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.9089 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
"Arnestad store (24/1) (Nor South, Hedmark, Åmot)",homo_sapiens:aadr:norway:arnestad-store-24-1-nor-south-hedmark-mot:61-15-11-34,atlas_exploration,downgraded,0.4258,0.5692,0.5,0.3467,0.7339,0.165,2,1,9,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 9 nearby context points across 2 context layers shape the support surface | score families: evidence=0.5692; chronology=0.5000; species=0.3467; context=0.7339 | missingness penalty=0.1650; ranking status=downgraded | recommendation posture=exploratory_only"
Storelyng (Østrup Homo II) (Zealand Region),homo_sapiens:aadr:denmark:storelyng-strup-homo-ii-zealand-region:55-589-11-576,atlas_exploration,downgraded,0.4254,0.4858,0.5,0.3467,0.902,0.195,1,1,21,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 21 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.9020 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
"Hamar nor (Nor South, Innlandet, Hedmark)",homo_sapiens:aadr:norway:hamar-nor-nor-south-innlandet-hedmark:60-8-11-1,atlas_exploration,downgraded,0.4252,0.4858,0.5,0.3467,0.9015,0.195,1,1,9,4,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 9 nearby context points across 4 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.9015 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Højgård (Zealand),homo_sapiens:aadr:denmark:h-jg-rd-zealand:55-76578-12-43917,atlas_exploration,downgraded,0.4251,0.4858,0.5,0.3467,0.9012,0.195,1,1,29,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 29 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.9012 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Sörby_Störlinge (Oland),homo_sapiens:aadr:sweden:s-rby-st-rlinge-oland:56-806-16-73,atlas_exploration,downgraded,0.425,0.4858,0.5,0.3467,0.9008,0.195,1,1,310,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 310 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.9008 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Alpegard (Zealand),homo_sapiens:aadr:denmark:alpegard-zealand:55-7497176-12-2894256,atlas_exploration,downgraded,0.4247,0.4858,0.5,0.3467,0.8999,0.195,1,1,28,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 28 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8999 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Storelyng (Øgarde boat III) (Zealand),homo_sapiens:aadr:denmark:storelyng-garde-boat-iii-zealand:55-587-11-574,atlas_exploration,downgraded,0.4247,0.4858,0.5,0.3467,0.9,0.195,1,1,21,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 21 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.9000 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Mörbylånga (Oland),homo_sapiens:aadr:sweden:m-rbyl-nga-oland:56-505-16-429,atlas_exploration,downgraded,0.4246,0.4858,0.5,0.3467,0.8996,0.195,1,1,530,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 530 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8996 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Sigersdal Mose (Zealand Region),homo_sapiens:aadr:denmark:sigersdal-mose-zealand-region:55-761-12-258,atlas_exploration,downgraded,0.4237,0.4858,0.5,0.3467,0.8971,0.195,1,1,28,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 28 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8971 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Lundby-Falster (Falster Region),homo_sapiens:aadr:denmark:lundby-falster-falster-region:54-865-11-841,atlas_exploration,downgraded,0.4233,0.5692,0.5,0.3467,0.727,0.165,2,1,6,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 6 nearby context points across 3 context layers shape the support surface | score families: evidence=0.5692; chronology=0.5000; species=0.3467; context=0.7270 | missingness penalty=0.1650; ranking status=downgraded | recommendation posture=exploratory_only"
Værløse (Alugod) (Zealand/ Smørum),homo_sapiens:aadr:denmark:v-rl-se-alugod-zealand-sm-rum:55-76537-12-32188,atlas_exploration,downgraded,0.4232,0.4858,0.5,0.3467,0.8957,0.195,1,1,30,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 30 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8957 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Kongens Nytorv (Zealand),homo_sapiens:aadr:denmark:kongens-nytorv-zealand:55-6804521-12-5858289,atlas_exploration,downgraded,0.4231,0.4858,0.5,0.3467,0.8953,0.195,1,1,39,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 39 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8953 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Ravnsbjerggard II (Zealand Region),homo_sapiens:aadr:denmark:ravnsbjerggard-ii-zealand-region:55-581-11-578,atlas_exploration,downgraded,0.4231,0.4858,0.5,0.3467,0.8954,0.195,1,1,21,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 21 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8954 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
"Viby (Skåne län, Kristianstad)",homo_sapiens:aadr:sweden:viby-sk-ne-l-n-kristianstad:56-025-14-233,atlas_exploration,downgraded,0.4231,0.4858,0.5,0.3467,0.8953,0.195,1,1,483,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 483 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8953 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Mandemarke Bakker (Zealand),homo_sapiens:aadr:denmark:mandemarke-bakker-zealand:54-9647177-12-5006051,atlas_exploration,downgraded,0.4225,0.4858,0.5,0.3467,0.8938,0.195,1,1,21,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 21 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8938 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
"Fullero (Uppsala län, Uppsala)",homo_sapiens:aadr:sweden:fullero-uppsala-l-n-uppsala:59-94-17-66,atlas_exploration,downgraded,0.4224,0.4858,0.5,0.3467,0.8934,0.195,1,1,116,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 116 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8934 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Kalvehavegaard (Funen),homo_sapiens:aadr:denmark:kalvehavegaard-funen:55-4391786-10-6329779,atlas_exploration,downgraded,0.4224,0.7358,0.5,0.3467,0.5578,0.165,4,1,4,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 4 direct ancient-DNA samples support 1 species at this locality anchor | 4 nearby context points across 3 context layers shape the support surface | score families: evidence=0.7358; chronology=0.5000; species=0.3467; context=0.5578 | missingness penalty=0.1650; ranking status=downgraded | recommendation posture=exploratory_only"
Kirkebjerggaard (Zealand),homo_sapiens:aadr:denmark:kirkebjerggaard-zealand:55-5784085-11-9177472,atlas_exploration,downgraded,0.4224,0.4858,0.5,0.3467,0.8935,0.195,1,1,18,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 18 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8935 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Madesø (Zealand Region),homo_sapiens:aadr:denmark:mades-zealand-region:55-621-11-331,atlas_exploration,downgraded,0.4224,0.4858,0.5,0.3467,0.8933,0.195,1,1,17,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 17 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8933 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Mandemarke (Mön Region),homo_sapiens:aadr:denmark:mandemarke-m-n-region:54-969-12-494,atlas_exploration,downgraded,0.4224,0.4858,0.5,0.3467,0.8934,0.195,1,1,21,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 21 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8934 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Kirkebakkegård (Zealand),homo_sapiens:aadr:denmark:kirkebakkeg-rd-zealand:55-8394679-12-2594096,atlas_exploration,downgraded,0.4221,0.4858,0.5,0.3467,0.8925,0.195,1,1,32,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 32 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8925 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Højstrupvej (Funen/ Odense),homo_sapiens:aadr:denmark:h-jstrupvej-funen-odense:55-3989185-10-345114,atlas_exploration,downgraded,0.4218,0.4858,0.5,0.3467,0.8917,0.195,1,1,12,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 12 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8917 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Gadevang Mose (Zealand),homo_sapiens:aadr:denmark:gadevang-mose-zealand:55-9619875-12-287416,atlas_exploration,downgraded,0.4215,0.4858,0.5,0.3467,0.8908,0.195,1,1,31,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 31 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8908 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
