site_id,site_uuid,site_name,country,latitude,longitude,source_url,discovery_readiness,chronology_resolved,chronology_interval_count,chronology_record_count,chronology_kind_count,chronology_kinds,bibliography_count,dataset_count,sample_group_count,physical_sample_count,analysis_entity_count,raa_density_context_count,raa_context_role,current_activity_status,discovery_rank
3462,b81f7b6f-f01b-486a-a82f-c55e48555e11,Ställverksboplatsen,Sweden,63.4390824281,16.887205619,https://browser.sead.se/site/3462,bibliography_ready,False,0,0,0,[],28,26,9,9,26,1855,coarse_spatial_context_only,not_captured_by_repository_sources,446
259,723bd81b-bf34-4486-890c-da31cf4d5d62,Citytunnelprojektet delområde 7,Sweden,55.5444444441,13.0375,https://browser.sead.se/site/259,bibliography_ready,False,0,0,0,[],27,104,26,679,3395,6654,coarse_spatial_context_only,not_captured_by_repository_sources,447
3781,2dec8fcf-25cf-4652-920c-1fb3d78eb6c1,Björklinge 67,Sweden,60.0238821868,17.5658307313,https://browser.sead.se/site/3781,bibliography_ready,False,0,0,0,[],27,39,11,11,39,5060,coarse_spatial_context_only,not_captured_by_repository_sources,448
3619,30010f4c-2cbd-4e2b-876b-eb7bddac0715,kv. Hemmet,Sweden,57.7817481867,14.1609872027,https://browser.sead.se/site/3619,bibliography_ready,False,0,0,0,[],26,26,11,11,26,8067,coarse_spatial_context_only,not_captured_by_repository_sources,449
3745,3d25e294-3fdd-4827-a7b8-91fdd460039c,Dösjebro (SU 19),Sweden,55.8203973334,13.0402615544,https://browser.sead.se/site/3745,bibliography_ready,False,0,0,0,[],26,24,8,8,24,6654,coarse_spatial_context_only,not_captured_by_repository_sources,450
105,ebb48271-63c1-4e47-b419-9a4fb63fdd1e,Citytunnelprojektet delområde 3,Sweden,55.5611111111,12.9716667,https://browser.sead.se/site/105,bibliography_ready,False,0,0,0,[],25,104,26,462,2310,1226,coarse_spatial_context_only,not_captured_by_repository_sources,451
3683,38f8cc03-f28e-49d4-81f5-368a98a3e73d,Husby,Sweden,59.306730261,15.3765346176,https://browser.sead.se/site/3683,bibliography_ready,False,0,0,0,[],25,24,8,8,24,3873,coarse_spatial_context_only,not_captured_by_repository_sources,452
3476,a43b7bf9-33ae-446e-9b5d-a7c3ffcf63ca,Smedsbo,Sweden,60.1068567683,17.1996429863,https://browser.sead.se/site/3476,bibliography_ready,False,0,0,0,[],25,24,6,6,24,5060,coarse_spatial_context_only,not_captured_by_repository_sources,453
3428,99fc8c87-0751-443d-b141-c79590242a6c,Valje,Sweden,56.0640559691,14.5528904401,https://browser.sead.se/site/3428,bibliography_ready,False,0,0,0,[],25,24,8,8,24,10817,coarse_spatial_context_only,not_captured_by_repository_sources,454
263,1ec22310-cde2-4478-b228-ec5d3fefde3d,Arvidsjaur Raä 3941,Sweden,66.0135277778,19.1056666667,https://browser.sead.se/site/263,bibliography_ready,False,0,0,0,[],24,32,12,297,1254,1338,coarse_spatial_context_only,not_captured_by_repository_sources,455
4082,e63e3adc-3193-4839-ad68-49b59227c597,Landsnora kvarn,Sweden,59.4358782265,17.970310152,https://browser.sead.se/site/4082,bibliography_ready,False,0,0,0,[],24,24,1,4,24,27450,coarse_spatial_context_only,not_captured_by_repository_sources,456
3989,ef066d23-538b-4229-8506-32f7cd66fccd,Sundre kyrka,Sweden,56.935889228,18.1818396796,https://browser.sead.se/site/3989,bibliography_ready,False,0,0,0,[],24,24,1,4,24,,coarse_spatial_context_only,not_captured_by_repository_sources,457
3449,b62095d4-9160-466d-887e-6de38a3414ee,Tannefors,Sweden,58.4030694274,15.7009580259,https://browser.sead.se/site/3449,bibliography_ready,False,0,0,0,[],24,24,8,8,24,9863,coarse_spatial_context_only,not_captured_by_repository_sources,458
3939,09a3ee98-d5ba-4c65-94cf-9bfe1a3f3462,Westööska huset,Sweden,57.6398104349,18.295262014,https://browser.sead.se/site/3939,bibliography_ready,False,0,0,0,[],24,24,1,4,24,13558,coarse_spatial_context_only,not_captured_by_repository_sources,459
3633,cd8cf6b3-f82b-49f2-bb8d-c4171a3aed1d,kv Kastanjegården,Sweden,55.5551992037,13.0234541473,https://browser.sead.se/site/3633,bibliography_ready,False,0,0,0,[],24,23,6,6,23,6654,coarse_spatial_context_only,not_captured_by_repository_sources,460
6,b147c93f-2b6f-4bb8-876f-50fb9a847f63,Stafsinge Raä 116,Sweden,56.9213888892,12.4922222219,https://browser.sead.se/site/6,bibliography_ready,False,0,0,0,[],23,23,7,177,538,6333,coarse_spatial_context_only,not_captured_by_repository_sources,461
3670,ec3a5f94-a224-444a-acc4-0bf026f1d1d1,Ingelstorp: Cemetery 4,Sweden,55.4191368397,14.0369346669,https://browser.sead.se/site/3670,bibliography_ready,False,0,0,0,[],23,22,6,6,22,3205,coarse_spatial_context_only,not_captured_by_repository_sources,462
3623,51dc3bf7-ab13-4f3d-b84b-b46e8d0edd0b,kv. Elektronen,Sweden,57.78773619,14.2645885962,https://browser.sead.se/site/3623,bibliography_ready,False,0,0,0,[],22,21,7,7,21,8067,coarse_spatial_context_only,not_captured_by_repository_sources,463
3470,8103fb9f-75fc-4a5d-b4e3-09af8e79bfd5,Sockengränsen,Sweden,56.0588566108,14.4531948768,https://browser.sead.se/site/3470,bibliography_ready,False,0,0,0,[],22,21,7,7,21,10817,coarse_spatial_context_only,not_captured_by_repository_sources,464
3424,f691f5db-33b4-40d0-b2b5-ea7390e38d82,Vanneberga,Sweden,55.9944577384,14.3472834655,https://browser.sead.se/site/3424,bibliography_ready,False,0,0,0,[],22,21,7,7,21,3205,coarse_spatial_context_only,not_captured_by_repository_sources,465
3677,d1f96144-38de-451f-b916-ac4f006144ef,Hällby,Sweden,59.6556606765,17.2808209765,https://browser.sead.se/site/3677,bibliography_ready,False,0,0,0,[],22,20,5,5,20,27450,coarse_spatial_context_only,not_captured_by_repository_sources,466
3609,68b5e883-b978-4049-a220-d746fd1aebf7,Kyrkheddinge,Sweden,55.646106645,13.2715920476,https://browser.sead.se/site/3609,bibliography_ready,False,0,0,0,[],21,21,7,7,21,6654,coarse_spatial_context_only,not_captured_by_repository_sources,467
3689,49354112-e282-4644-ad9d-cee9452bc9ab,Hjulberga 2,Sweden,59.336867764,15.1143608104,https://browser.sead.se/site/3689,bibliography_ready,False,0,0,0,[],21,20,5,5,20,3873,coarse_spatial_context_only,not_captured_by_repository_sources,468
3580,1c754781-e6a4-410a-a93e-5190d822ccbd,Lunda omr. B,Sweden,59.3686002744,16.9530090902,https://browser.sead.se/site/3580,bibliography_ready,False,0,0,0,[],21,20,5,5,20,15126,coarse_spatial_context_only,not_captured_by_repository_sources,469
3576,23d6868f-f95b-46fb-a44a-8ac0445fdbe7,Lundströms plats,Sweden,57.7831319901,14.1610560072,https://browser.sead.se/site/3576,bibliography_ready,False,0,0,0,[],21,20,7,7,20,8067,coarse_spatial_context_only,not_captured_by_repository_sources,470
3570,5c0595cb-c607-4d3a-9058-865d1e39069d,Löderup 103,Sweden,55.3947333561,14.1385603467,https://browser.sead.se/site/3570,bibliography_ready,False,0,0,0,[],21,20,5,5,20,3205,coarse_spatial_context_only,not_captured_by_repository_sources,471
3516,3acbf52f-c8dc-4f52-8492-c36e9d30efe5,Prästgården,Sweden,60.0288075655,17.5466800928,https://browser.sead.se/site/3516,bibliography_ready,False,0,0,0,[],21,20,5,5,20,5060,coarse_spatial_context_only,not_captured_by_repository_sources,472
3669,7187fe1a-d78c-478b-8049-dcaa7deb1748,Ingelstorp: Granhill,Sweden,55.4209398021,14.0285645566,https://browser.sead.se/site/3669,bibliography_ready,False,0,0,0,[],20,19,5,5,19,3205,coarse_spatial_context_only,not_captured_by_repository_sources,473
3483,1617c691-1c7e-4eae-bae6-357c95958a71,Skrea 106,Sweden,56.9039003636,12.5733134738,https://browser.sead.se/site/3483,bibliography_ready,False,0,0,0,[],20,19,8,8,19,6333,coarse_spatial_context_only,not_captured_by_repository_sources,474
3451,ee812345-b7da-4cf4-b416-9dc498ddde6d,Söderåkra,Sweden,56.4518101707,16.0762879288,https://browser.sead.se/site/3451,bibliography_ready,False,0,0,0,[],20,18,6,6,18,6159,coarse_spatial_context_only,not_captured_by_repository_sources,475
3632,973189fe-8aa3-4acb-ac71-ffa23dc2c4c1,kv Katten,Sweden,55.375629596,13.1458401693,https://browser.sead.se/site/3632,bibliography_ready,False,0,0,0,[],19,18,6,6,18,6654,coarse_spatial_context_only,not_captured_by_repository_sources,476
4218,4f273447-35f7-43cc-8284-0ee3b4c9dc56,Biskopshuset,Sweden,58.4482149666,14.8935903588,https://browser.sead.se/site/4218,bibliography_ready,False,0,0,0,[],18,18,1,3,18,3815,coarse_spatial_context_only,not_captured_by_repository_sources,477
4124,48d3c9e8-1a67-4320-9cfd-0f264725fddc,Hofterups kyrka,Sweden,55.7842266844,12.9760982944,https://browser.sead.se/site/4124,bibliography_ready,False,0,0,0,[],18,18,1,4,18,1226,coarse_spatial_context_only,not_captured_by_repository_sources,478
3591,a2316a0e-b720-4f1f-a051-d8b99e6aa6bb,Lilla Tvären,Sweden,55.4317889627,13.7827217761,https://browser.sead.se/site/3591,bibliography_ready,False,0,0,0,[],18,18,6,6,18,6654,coarse_spatial_context_only,not_captured_by_repository_sources,479
4069,0c63f912-9257-4493-8088-123e7294e683,Lye kyrka,Sweden,57.2979156597,18.5265200841,https://browser.sead.se/site/4069,bibliography_ready,False,0,0,0,[],18,18,1,4,18,13558,coarse_spatial_context_only,not_captured_by_repository_sources,480
4031,d1a37bf4-f2ff-49eb-b810-18ac9314a9e4,Ryssby kyrka,Sweden,56.8019798682,16.3513483539,https://browser.sead.se/site/4031,bibliography_ready,False,0,0,0,[],18,18,1,3,18,6159,coarse_spatial_context_only,not_captured_by_repository_sources,481
3934,522a9c71-d7d1-474b-85ae-7d4b064e07f9,Ösmo gamla prästgård,Sweden,58.9856750157,17.89776251,https://browser.sead.se/site/3934,bibliography_ready,False,0,0,0,[],18,18,1,3,18,4303,coarse_spatial_context_only,not_captured_by_repository_sources,482
3764,62981055-1366-4ca5-b266-ad16688a409f,Carlshögen,Sweden,55.4138031246,14.1425526023,https://browser.sead.se/site/3764,bibliography_ready,False,0,0,0,[],18,16,4,4,16,3205,coarse_spatial_context_only,not_captured_by_repository_sources,483
3513,0efa1c52-3402-4ca0-9cd2-3bda55e0a3c5,Ramshög,Sweden,55.4089171856,14.1716094028,https://browser.sead.se/site/3513,bibliography_ready,False,0,0,0,[],18,16,4,4,16,3205,coarse_spatial_context_only,not_captured_by_repository_sources,484
3573,6fd85690-dc78-42ee-aa0b-0bfca63108bf,Löddeköpinge,Sweden,55.7597030669,13.0181722363,https://browser.sead.se/site/3573,bibliography_ready,False,0,0,0,[],17,129,43,43,129,6654,coarse_spatial_context_only,not_captured_by_repository_sources,485
78,5b852827-324c-4645-8afd-8354915c98f5,Citytunnelprojektet delområde 5,Sweden,55.5672222226,12.9844444,https://browser.sead.se/site/78,bibliography_ready,False,0,0,0,[],17,65,16,657,2942,1226,coarse_spatial_context_only,not_captured_by_repository_sources,486
3538,3d5370d2-d539-48bf-b3c6-a9488ca5a68d,Norrsunda 167,Sweden,59.5823823298,17.9006114213,https://browser.sead.se/site/3538,bibliography_ready,False,0,0,0,[],17,24,8,8,24,27450,coarse_spatial_context_only,not_captured_by_repository_sources,487
3690,c205a792-b323-4d91-8845-03fac4b72542,Hjulberga 1,Sweden,59.3407215532,15.1128794848,https://browser.sead.se/site/3690,bibliography_ready,False,0,0,0,[],17,16,4,4,16,3873,coarse_spatial_context_only,not_captured_by_repository_sources,488
3673,fec0e57e-260d-4f57-9d21-786593903a5e,Ingelstorp 14,Sweden,55.4162743064,14.0351718095,https://browser.sead.se/site/3673,bibliography_ready,False,0,0,0,[],17,16,4,4,16,3205,coarse_spatial_context_only,not_captured_by_repository_sources,489
3637,2628ff0d-23ba-4112-9755-70dc15c6247d,Kungsnäs,Sweden,62.405592897,17.2053946237,https://browser.sead.se/site/3637,bibliography_ready,False,0,0,0,[],17,16,4,4,16,3577,coarse_spatial_context_only,not_captured_by_repository_sources,490
3807,4c2f345a-693d-42d8-aa5e-8cff9318fd14,Annelöv,Sweden,55.8268344247,13.0062972237,https://browser.sead.se/site/3807,bibliography_ready,False,0,0,0,[],17,15,5,5,15,6654,coarse_spatial_context_only,not_captured_by_repository_sources,491
3547,4f49105f-5ec7-4f04-8af0-91742d2313d5,Mören,Sweden,56.6181953073,16.1539430666,https://browser.sead.se/site/3547,bibliography_ready,False,0,0,0,[],17,15,5,5,15,6159,coarse_spatial_context_only,not_captured_by_repository_sources,492
3616,dbb12903-364a-48cf-a0dd-3c2be04bd5e9,kv. Specksrum,Sweden,57.6423694195,18.2943374631,https://browser.sead.se/site/3616,bibliography_ready,False,0,0,0,[],16,18,6,6,18,13558,coarse_spatial_context_only,not_captured_by_repository_sources,493
3622,e89453ce-29c5-4f74-a822-a9fd18701698,kv. Galeasen,Sweden,57.7814057077,14.1635344017,https://browser.sead.se/site/3622,bibliography_ready,False,0,0,0,[],16,16,6,6,16,8067,coarse_spatial_context_only,not_captured_by_repository_sources,494
3782,cfe9e1b2-4fb9-4bc3-ae9e-8cba4a42f201,Björkekärr,Sweden,56.1078818239,15.8110374181,https://browser.sead.se/site/3782,bibliography_ready,False,0,0,0,[],16,15,5,5,15,5849,coarse_spatial_context_only,not_captured_by_repository_sources,495
3702,3862da40-68bd-425d-bbfa-e769c927a352,Harplinge 151,Sweden,56.7137605358,12.71284495,https://browser.sead.se/site/3702,bibliography_ready,False,0,0,0,[],16,15,5,5,15,6333,coarse_spatial_context_only,not_captured_by_repository_sources,496
3569,bcafbf54-2761-4843-84aa-6a791bcc2db8,Löderup 21,Sweden,55.4070184609,14.188642964,https://browser.sead.se/site/3569,bibliography_ready,False,0,0,0,[],16,15,4,4,15,3205,coarse_spatial_context_only,not_captured_by_repository_sources,497
3546,8d399650-f9ec-4264-9aa2-cd100176401d,Mötesstation Kosjärv,Sweden,65.9296806316,22.8561489804,https://browser.sead.se/site/3546,bibliography_ready,False,0,0,0,[],16,15,5,5,15,654,coarse_spatial_context_only,not_captured_by_repository_sources,498
3404,fce5f651-830f-438e-9ff5-6d5495ef5f42,Östra Spång,Sweden,56.2879514518,13.3279141309,https://browser.sead.se/site/3404,bibliography_ready,False,0,0,0,[],16,15,5,5,15,8912,coarse_spatial_context_only,not_captured_by_repository_sources,499
269,10772750-daca-44f9-b1a6-1f12e55a1646,Citytunnelprojektet delområde 6,Sweden,55.5463888886,13.0288888889,https://browser.sead.se/site/269,bibliography_ready,False,0,0,0,[],15,56,14,350,1750,6654,coarse_spatial_context_only,not_captured_by_repository_sources,500
3799,14a55111-a121-4649-8c36-f07046130c87,Backa,Sweden,59.4032293793,12.1372490483,https://browser.sead.se/site/3799,bibliography_ready,False,0,0,0,[],15,15,5,5,15,3762,coarse_spatial_context_only,not_captured_by_repository_sources,501
3585,b62f1bc5-ebf7-483f-bd85-0c1e06b55fdc,Linköping 188,Sweden,58.39742625,15.6360396796,https://browser.sead.se/site/3585,bibliography_ready,False,0,0,0,[],15,15,5,5,15,9863,coarse_spatial_context_only,not_captured_by_repository_sources,502
266,c112e20a-3ece-4069-a9fe-f98f99e1b3e3,Nederluleå Raä 330,Sweden,65.6458888886,22.0269361111,https://browser.sead.se/site/266,bibliography_ready,False,0,0,0,[],14,26,7,61,300,654,coarse_spatial_context_only,not_captured_by_repository_sources,503
312,5bfb665a-ae78-4e05-8624-9d91ee9a6f23,Knivsta Raä 16,Sweden,59.7590166667,17.7687555559,https://browser.sead.se/site/312,bibliography_ready,False,0,0,0,[],14,15,14,127,132,27450,coarse_spatial_context_only,not_captured_by_repository_sources,504
3812,9467eea7-fd37-4efe-80c4-a0a3d8df125b,Alby,Sweden,56.4894623638,16.5763567902,https://browser.sead.se/site/3812,bibliography_ready,False,0,0,0,[],14,12,4,4,12,6159,coarse_spatial_context_only,not_captured_by_repository_sources,505
3754,81f169ba-729c-4086-9111-2158a0c76f71,Dagstorp (SU 17),Sweden,55.8231621926,13.0378076627,https://browser.sead.se/site/3754,bibliography_ready,False,0,0,0,[],14,12,4,4,12,6654,coarse_spatial_context_only,not_captured_by_repository_sources,506
3626,d29aac29-f9e7-4b9e-b3d2-4001a5a35da0,kv. Bronsyxan,Sweden,55.5650588849,13.0425139125,https://browser.sead.se/site/3626,bibliography_ready,False,0,0,0,[],14,12,3,3,12,6654,coarse_spatial_context_only,not_captured_by_repository_sources,507
89,f1679bb6-a3e5-4cf4-af2c-2187288d508a,Nätra Raä 306,Sweden,63.2152777778,18.466666667,https://browser.sead.se/site/89,bibliography_ready,False,0,0,0,[],13,53,12,426,1978,1672,coarse_spatial_context_only,not_captured_by_repository_sources,508
279,c57d5810-080e-4943-aede-b980c5e52894,Brattbergstorpet,Sweden,58.5888249997,11.2945388886,https://browser.sead.se/site/279,bibliography_ready,False,0,0,0,[],13,48,12,52,260,16773,coarse_spatial_context_only,not_captured_by_repository_sources,509
84,ed3b711e-7176-49e4-85f9-9d204062e183,Citytunnelprojektet delområde 4,Sweden,55.5638888889,12.9794444,https://browser.sead.se/site/84,bibliography_ready,False,0,0,0,[],13,46,12,479,2264,1226,coarse_spatial_context_only,not_captured_by_repository_sources,510
3774,6c06f2c5-92be-4879-925f-47c924216b0a,Brogård,Sweden,56.7269567418,12.9418776008,https://browser.sead.se/site/3774,bibliography_ready,False,0,0,0,[],13,12,4,4,12,6333,coarse_spatial_context_only,not_captured_by_repository_sources,511
3722,5e122059-532b-4c60-8a1e-b256ed2a3af9,Grevie 363,Sweden,56.3632478676,12.7990216084,https://browser.sead.se/site/3722,bibliography_ready,False,0,0,0,[],13,12,4,4,12,6333,coarse_spatial_context_only,not_captured_by_repository_sources,512
3685,d2577cca-004a-48d8-b588-894925b215ea,Hune hall/Arlösa,Sweden,56.7200399504,12.9193096558,https://browser.sead.se/site/3685,bibliography_ready,False,0,0,0,[],13,12,4,4,12,6333,coarse_spatial_context_only,not_captured_by_repository_sources,513
3676,de91d3cc-1831-4cea-b562-b6341a38f370,Hästholmen,Sweden,59.3751155269,11.9281022166,https://browser.sead.se/site/3676,bibliography_ready,False,0,0,0,[],13,12,4,4,12,1520,coarse_spatial_context_only,not_captured_by_repository_sources,514
3667,e5c7ac78-ef14-4abf-a96c-9f7f5927b90e,Ivetofta,Sweden,56.0885117271,14.4645066099,https://browser.sead.se/site/3667,bibliography_ready,False,0,0,0,[],13,12,3,3,12,10817,coarse_spatial_context_only,not_captured_by_repository_sources,515
3634,507342ad-036a-4551-8f93-369645b0d1ff,kv Gröningen,Sweden,55.3769870556,13.1464553701,https://browser.sead.se/site/3634,bibliography_ready,False,0,0,0,[],13,12,4,4,12,6654,coarse_spatial_context_only,not_captured_by_repository_sources,516
3614,130bcce0-e8b1-4cab-871e-a0071a6b0c02,Kvarnbacken/kv. Cisternen/Galgegärdsbacken,Sweden,58.4415750789,14.9140626991,https://browser.sead.se/site/3614,bibliography_ready,False,0,0,0,[],13,12,4,4,12,3815,coarse_spatial_context_only,not_captured_by_repository_sources,517
3581,5847c7da-0664-4b94-b5c9-85ec884b21dd,Lockarp 7A,Sweden,55.5474961774,13.0123000965,https://browser.sead.se/site/3581,bibliography_ready,False,0,0,0,[],13,12,3,3,12,6654,coarse_spatial_context_only,not_captured_by_repository_sources,518
3561,3da441f7-2d74-4f07-920d-88a3af9e6434,Malmö 32,Sweden,55.5926550673,13.124444939,https://browser.sead.se/site/3561,bibliography_ready,False,0,0,0,[],13,12,3,3,12,6654,coarse_spatial_context_only,not_captured_by_repository_sources,519
3553,49440952-f60f-43d4-b49f-15b1f23b6a25,Millingsmossen 1,Sweden,59.0333818016,17.9577919364,https://browser.sead.se/site/3553,bibliography_ready,False,0,0,0,[],13,12,4,4,12,27450,coarse_spatial_context_only,not_captured_by_repository_sources,520
3459,e46eafa4-258d-44e9-bf00-d3682d4518fe,Svågertorp 8B-C,Sweden,55.5468493119,12.9941183078,https://browser.sead.se/site/3459,bibliography_ready,False,0,0,0,[],13,12,3,3,12,1226,coarse_spatial_context_only,not_captured_by_repository_sources,521
3430,e52fba0a-a10a-4af3-b82f-323a13e5d7ff,Valboön,Sweden,60.6304902634,16.9968297732,https://browser.sead.se/site/3430,bibliography_ready,False,0,0,0,[],13,12,3,3,12,4239,coarse_spatial_context_only,not_captured_by_repository_sources,522
3410,3fcf63aa-6680-492b-8b96-db2b1703f8de,Ål 291,Sweden,60.6822232925,15.0880178416,https://browser.sead.se/site/3410,bibliography_ready,False,0,0,0,[],13,12,3,3,12,3988,coarse_spatial_context_only,not_captured_by_repository_sources,523
3821,02001113-0e14-4c59-8909-602f3f3448f8,75519 Småland,Sweden,57.0999947302,14.8833206377,https://browser.sead.se/site/3821,bibliography_ready,False,0,0,0,[],12,12,1,2,12,8067,coarse_spatial_context_only,not_captured_by_repository_sources,524
3820,4d201bbe-ff94-4019-bcb8-7aa31b842cd2,75521 Småland,Sweden,57.0999947302,14.8833206377,https://browser.sead.se/site/3820,bibliography_ready,False,0,0,0,[],12,12,1,2,12,8067,coarse_spatial_context_only,not_captured_by_repository_sources,525
4234,7242043c-abdd-48ba-9176-ec8a747d1a4d,Abbotens hus,Sweden,57.5276850784,18.4412092411,https://browser.sead.se/site/4234,bibliography_ready,False,0,0,0,[],12,12,1,2,12,13558,coarse_spatial_context_only,not_captured_by_repository_sources,526
4097,65da3dff-cd22-452d-ac14-4a1f0fecd8fc,Krusenbergs herrgård,Sweden,59.7409314,17.6819873672,https://browser.sead.se/site/4097,bibliography_ready,False,0,0,0,[],12,12,1,2,12,27450,coarse_spatial_context_only,not_captured_by_repository_sources,527
3621,0c30af04-95b8-45b3-a53e-13dcc072cf7f,kv. Gladan,Sweden,57.7817481867,14.1609872027,https://browser.sead.se/site/3621,bibliography_ready,False,0,0,0,[],12,12,5,5,12,8067,coarse_spatial_context_only,not_captured_by_repository_sources,528
4085,122cc469-f952-4bf8-b7ff-5f7333b0e0b5,Källunge kyrka,Sweden,57.6078670191,18.5848410722,https://browser.sead.se/site/4085,bibliography_ready,False,0,0,0,[],12,12,1,2,12,13558,coarse_spatial_context_only,not_captured_by_repository_sources,529
4074,fd1c8ceb-28f9-4e60-a5b4-bc14fe9f5833,Linköpings domkyrka,Sweden,58.411179883,15.617135894,https://browser.sead.se/site/4074,bibliography_ready,False,0,0,0,[],12,12,1,2,12,9863,coarse_spatial_context_only,not_captured_by_repository_sources,530
3543,e290a849-935d-4fe9-88cf-eeae2972dbce,Nibble,Sweden,59.6483203386,16.9979235775,https://browser.sead.se/site/3543,bibliography_ready,False,0,0,0,[],12,12,3,3,12,15126,coarse_spatial_context_only,not_captured_by_repository_sources,531
4045,343c188a-12b1-49f6-9b10-fd8841ecd865,Nykyrka kyrka,Sweden,58.8307814957,16.745372246,https://browser.sead.se/site/4045,bibliography_ready,False,0,0,0,[],12,12,1,2,12,12413,coarse_spatial_context_only,not_captured_by_repository_sources,532
3482,6ff5fd36-e06e-4be5-ab3b-71acf96959b5,Skummeslöv,Sweden,56.4509794793,12.9534679856,https://browser.sead.se/site/3482,bibliography_ready,False,0,0,0,[],12,12,3,3,12,6333,coarse_spatial_context_only,not_captured_by_repository_sources,533
3767,b31131a2-77c7-4aac-b1b6-0f7170ea7432,Burlöv 20C,Sweden,55.6336364936,13.1080299741,https://browser.sead.se/site/3767,bibliography_ready,False,0,0,0,[],12,11,3,3,11,6654,coarse_spatial_context_only,not_captured_by_repository_sources,534
3672,6255d353-1054-4021-861a-76887993c74b,Ingelstorp 8,Sweden,55.4302139533,14.0468895814,https://browser.sead.se/site/3672,bibliography_ready,False,0,0,0,[],12,10,3,3,10,3205,coarse_spatial_context_only,not_captured_by_repository_sources,535
270,4a31321d-6215-49a8-ab1b-185532bc0986,Arvidsjaur Raä 3913,Sweden,65.9910527774,19.0952611111,https://browser.sead.se/site/270,bibliography_ready,False,0,0,0,[],11,24,11,124,479,1623,coarse_spatial_context_only,not_captured_by_repository_sources,536
6486,ff88efde-ce68-4532-b49a-7b0a33d516ac,Skänninge Abbey,Sweden,58.398269,15.082804,https://browser.sead.se/site/6486,bibliography_ready,False,0,0,0,[],11,10,5,5,10,9863,coarse_spatial_context_only,not_captured_by_repository_sources,537
3466,2ec16934-7dd4-4e41-903c-e7dc8c7aa572,Sommaränge Skog,Sweden,60.0810828871,17.5993343957,https://browser.sead.se/site/3466,bibliography_ready,False,0,0,0,[],11,9,3,3,9,5060,coarse_spatial_context_only,not_captured_by_repository_sources,538
3420,50016ebc-316f-4a25-9682-79070b3035c0,Vik,Sweden,55.6137376283,14.2879259394,https://browser.sead.se/site/3420,bibliography_ready,False,0,0,0,[],11,9,3,3,9,3205,coarse_spatial_context_only,not_captured_by_repository_sources,539
3408,96e302c7-7972-4448-82d4-d2d0dbd6d8ba,Årup (Skräbeån),Sweden,56.0627308134,14.4742592081,https://browser.sead.se/site/3408,bibliography_ready,False,0,0,0,[],11,9,3,3,9,10817,coarse_spatial_context_only,not_captured_by_repository_sources,540
3638,642dd006-d7fe-4e60-b37d-9ce1a9a68ade,Kungsbro Motorcykel,Sweden,58.5006165622,15.5356922244,https://browser.sead.se/site/3638,bibliography_ready,False,0,0,0,[],10,10,5,5,10,9863,coarse_spatial_context_only,not_captured_by_repository_sources,541
3564,f0c82143-5f6f-4e8f-bfce-eb69530213ed,Lövstaholm,Sweden,59.8998399562,17.6530552591,https://browser.sead.se/site/3564,bibliography_ready,False,0,0,0,[],10,10,10,10,10,27450,coarse_spatial_context_only,not_captured_by_repository_sources,542
3780,6784d08a-4971-4d92-952c-69fd8235a25e,Björkön,Sweden,58.784668681,12.473268136,https://browser.sead.se/site/3780,bibliography_ready,False,0,0,0,[],10,9,3,3,9,7321,coarse_spatial_context_only,not_captured_by_repository_sources,543
3760,7eb82680-0171-4539-b809-1e03031b6a2d,Charlottendal,Sweden,57.7910440589,13.1336652361,https://browser.sead.se/site/3760,bibliography_ready,False,0,0,0,[],10,9,3,3,9,8587,coarse_spatial_context_only,not_captured_by_repository_sources,544
3493,e80755c8-d406-414f-afc7-cf5d5d4984b9,Rössberga Megalithic,Sweden,58.2295448068,13.6062499925,https://browser.sead.se/site/3493,bibliography_ready,False,0,0,0,[],10,9,3,3,9,10501,coarse_spatial_context_only,not_captured_by_repository_sources,545
3480,14636d61-58b3-4f67-99e3-fbd5086b43e9,Skånes-Fagerhult 125,Sweden,56.3198756727,13.4229256424,https://browser.sead.se/site/3480,bibliography_ready,False,0,0,0,[],10,9,3,3,9,8912,coarse_spatial_context_only,not_captured_by_repository_sources,546
3813,9958466e-91e8-414d-a964-816e6c69f3c6,Albertshög,Sweden,55.4051851535,14.126014565,https://browser.sead.se/site/3813,bibliography_ready,False,0,0,0,[],10,8,2,2,8,3205,coarse_spatial_context_only,not_captured_by_repository_sources,547
92,d2db548a-0926-4629-beee-da5a27bece78,Grundsunda Raä 345,Sweden,63.3169444448,19.0086111111,https://browser.sead.se/site/92,bibliography_ready,False,0,0,0,[],9,26,4,572,1479,954,coarse_spatial_context_only,not_captured_by_repository_sources,548
308,03792ffc-6e69-4bca-97f3-5ee27662882e,Kvarteret Örtedalen,Sweden,59.8569638889,17.6363611108,https://browser.sead.se/site/308,bibliography_ready,False,0,0,0,[],9,10,8,22,23,27450,coarse_spatial_context_only,not_captured_by_repository_sources,549
3422,f7bf5ce9-473f-4f87-a7c2-a6c79a07059b,Veta 45,Sweden,58.3509511955,15.2594751972,https://browser.sead.se/site/3422,bibliography_ready,False,0,0,0,[],9,9,3,3,9,9863,coarse_spatial_context_only,not_captured_by_repository_sources,550
