species_latin_name,species_common_name,project_accession,repo_stable_sample_id,preferred_sample_label,sample_basis,sample_evidence_status,sample_identity_resolution,sample_ambiguity_note,locality_text,locality_resolution_status,location_evidence_artifact_path,location_evidence_artifact_kind,location_evidence_locator,location_evidence_text,site_name,municipality_name,region_name,country_name,broader_geography,coordinate_basis,coordinate_mapping_posture,coordinate_confidence,chronology_text,review_note
Felis catus,cat,PRJEB81815,prjeb81815:samea120246555,MENTcat01,archive_supplement_exact_join,direct_table_extracted,final,,Menteşe,direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246555 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row60 -> Table_S1!row209,ENA identifies SAMEA120246555 as Felis silvestris silvestris (tax_id 463207). Exact workbook join MENT01; source chronology: 6073 (95.4%) 5986 calBC.,Menteşe,,,Turkey,,supplementary_table_coordinates,mappable_point,exact,7929-8024 BP,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246556,MRYcat07,archive_supplement_exact_join,direct_table_extracted,final,,"Yenikapı, Marmaray exc.",direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246556 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row61 -> Table_S1!row210,ENA identifies SAMEA120246556 as Felis catus (tax_id 9685). Exact workbook join MRY07; source chronology: 4th-14th cent AD?.,"Yenikapı, Marmaray exc.",,,Turkey,,supplementary_table_coordinates,mappable_point,exact,4th-14th cent AD?,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246557,MRYcat08,archive_supplement_exact_join,direct_table_extracted,final,,"Yenikapı, Marmaray exc.",direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246557 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row62 -> Table_S1!row211,ENA identifies SAMEA120246557 as Felis catus (tax_id 9685). Exact workbook join MRY08; source chronology: 4th-14th cent AD?.,"Yenikapı, Marmaray exc.",,,Turkey,,supplementary_table_coordinates,mappable_point,exact,4th-14th cent AD?,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246558,MRYcat09,archive_supplement_exact_join,direct_table_extracted,final,,"Yenikapı, Marmaray exc.",direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246558 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row63 -> Table_S1!row212,ENA identifies SAMEA120246558 as Felis catus (tax_id 9685). Exact workbook join MRY09; source chronology: 650AD (48.9%) 710AD / 720AD (46.5%) 780AD (dated twice accedentally).,"Yenikapı, Marmaray exc.",,,Turkey,,supplementary_table_coordinates,mappable_point,exact,1170-1300 BP,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246559,MRYcat10,archive_supplement_exact_join,direct_table_extracted,final,,"Yenikapı, Marmaray exc.",direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246559 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row64 -> Table_S1!row213,ENA identifies SAMEA120246559 as Felis catus (tax_id 9685). Exact workbook join MRY10; source chronology: 640AD (75.4%) 690AD / 740AD (20.0%) 780AD.,"Yenikapı, Marmaray exc.",,,Turkey,,supplementary_table_coordinates,mappable_point,exact,1170-1310 BP,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246560,MTRcat01,archive_supplement_exact_join,direct_table_extracted,final,,Mautern - vicus Ost,direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246560 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row65 -> Table_S1!row6,ENA identifies SAMEA120246560 as Felis catus (tax_id 9685). Exact workbook join MTR01B; source chronology: 50BC (95.4%) 80AD.,Mautern - vicus Ost,,,Austria,,supplementary_table_coordinates,mappable_point,exact,1870-1999 BP,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246561,MUScat01,archive_supplement_exact_join,direct_table_extracted,final,,"Musarna (Viterbo, Latium)",direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246561 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row68 -> Table_S1!row105,ENA identifies SAMEA120246561 as Felis silvestris silvestris (tax_id 463207). Exact workbook join MUS01; source chronology: 360AD (95.4%) 540AD.,"Musarna (Viterbo, Latium)",,,Italy,,supplementary_table_coordinates,mappable_point,exact,1410-1590 BP,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246562,PADcat01,archive_supplement_exact_join,direct_table_extracted,final,,Padova Via Cesare Battisti (Veneto),direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246562 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row70 -> Table_S1!row106,ENA identifies SAMEA120246562 as Felis catus (tax_id 9685). Exact workbook join PAD01; source chronology: 1400AD (95.4%) 1440AD.,Padova Via Cesare Battisti (Veneto),,,Italy,,supplementary_table_coordinates,mappable_point,exact,510-550 BP,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246563,PALcat09,archive_supplement_exact_join,direct_table_extracted,final,,Palmela Castle,direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246563 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row71 -> Table_S1!row161,ENA identifies SAMEA120246563 as Felis catus (tax_id 9685). Exact workbook join PAL09; source chronology: 12-13th c.,Palmela Castle,,,Portugal,,supplementary_table_coordinates,mappable_point,exact,12-13th c,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246564,PALcat10,archive_supplement_exact_join,direct_table_extracted,final,,Palmela Castle,direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246564 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row73 -> Table_S1!row162,ENA identifies SAMEA120246564 as Felis catus (tax_id 9685). Exact workbook join PAL10; source chronology: 11-12th c.,Palmela Castle,,,Portugal,,supplementary_table_coordinates,mappable_point,exact,11-12th c,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246565,PETRcat06,archive_supplement_exact_join,direct_table_extracted,final,,Petronell-Carnuntum,direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246565 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row75 -> Table_S1!row14,ENA identifies SAMEA120246565 as Felis catus (tax_id 9685). Exact workbook join PETR06; source chronology: 120AD (87.6%) 260AD / 290AD (7.8%) 320AD.,Petronell-Carnuntum,,,Austria,,supplementary_table_coordinates,mappable_point,exact,1630-1830 BP,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246566,PETRcat08,archive_supplement_exact_join,direct_table_extracted,final,,Petronell-Carnuntum,direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246566 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row76 -> Table_S1!row16,ENA identifies SAMEA120246566 as Felis catus (tax_id 9685). Exact workbook join PETR08B; source chronology: 20AD ( 2.6%) 50AD / 60AD (92.8%) 210AD.,Petronell-Carnuntum,,,Austria,,supplementary_table_coordinates,mappable_point,exact,1740-1930 BP,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246567,PNEcat02,archive_supplement_exact_join,direct_table_extracted,final,,Palatino North East slope (Rome),direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246567 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row77 -> Table_S1!row114,ENA identifies SAMEA120246567 as Felis catus (tax_id 9685). Exact workbook join PNE02; source chronology: 230AD (95.4%) 370AD.,Palatino North East slope (Rome),,,Italy,,supplementary_table_coordinates,mappable_point,exact,1580-1720 BP,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246568,PNEcat03,archive_supplement_exact_join,direct_table_extracted,final,,Palatino North East slope (Rome),direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246568 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row79 -> Table_S1!row115,ENA identifies SAMEA120246568 as Felis catus (tax_id 9685). Exact workbook join PNE03; source chronology: End 4th cent.-beg. 5th cent AD (Roman).,Palatino North East slope (Rome),,,Italy,,supplementary_table_coordinates,mappable_point,exact,End 4th cent.-beg. 5th cent AD (Roman),Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246569,PRNcat02,archive_supplement_exact_join,direct_table_extracted,final,,Partanna C. da Capo d'acqua,direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246569 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row83 -> Table_S1!row122,ENA identifies SAMEA120246569 as Felis silvestris silvestris (tax_id 463207). Exact workbook join PRN02; source chronology: Early Bronze Age.,Partanna C. da Capo d'acqua,,,Italy,,,,,Early Bronze Age,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246570,ROCcat01,archive_supplement_exact_join,direct_table_extracted,final,,"Roca vecchia (Melendugno, Lecce)",direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246570 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row84 -> Table_S1!row125,ENA identifies SAMEA120246570 as Felis silvestris silvestris (tax_id 463207). Exact workbook join ROC01; source chronology: 1499 (84.4%) 1382 calBC / 1341 (11.1%) 1311 calBC.,"Roca vecchia (Melendugno, Lecce)",,,Italy,,,,,3259-3449 BP,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246571,ROCcat02,archive_supplement_exact_join,direct_table_extracted,final,,"Roca vecchia (Melendugno, Lecce)",direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246571 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row85 -> Table_S1!row126,ENA identifies SAMEA120246571 as Felis silvestris silvestris (tax_id 463207). Exact workbook join ROC02; source chronology: 1401 (90.3%) 1256 calBC / 1248 (5.1%) 1227 calBC.,"Roca vecchia (Melendugno, Lecce)",,,Italy,,,,,3169-3359 BP,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246572,ROCcat04,archive_supplement_exact_join,direct_table_extracted,final,,"Roca vecchia (Melendugno, Lecce)",direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246572 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row86 -> Table_S1!row127,ENA identifies SAMEA120246572 as Felis catus (tax_id 9685). Exact workbook join ROC04; source chronology: Medieval.,"Roca vecchia (Melendugno, Lecce)",,,Italy,,,,,Medieval,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246573,SAcat14,archive_supplement_exact_join,direct_table_extracted,final,,Sagalassos,direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246573 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row87 -> Table_S1!row215,ENA identifies SAMEA120246573 as Felis catus (tax_id 9685). Exact workbook join SA14; source chronology: Early Byzantine.,Sagalassos,,,Turkey,,supplementary_table_coordinates,mappable_point,exact,Early Byzantine,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246574,SARcat01,archive_supplement_exact_join,direct_table_extracted,final,,"Saracena (Cosenza, Calabria)",direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246574 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row88 -> Table_S1!row130,ENA identifies SAMEA120246574 as Felis silvestris silvestris (tax_id 463207). Exact workbook join SAR01; source chronology: Early Neolithic.,"Saracena (Cosenza, Calabria)",,,Italy,,supplementary_table_coordinates,mappable_point,exact,Early Neolithic,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246575,SBRcat01,archive_supplement_exact_join,direct_table_extracted,final,,Salzburg - Residenz,direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246575 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row89 -> Table_S1!row17,ENA identifies SAMEA120246575 as Felis catus (tax_id 9685). Exact workbook join SBR01; source chronology: 15/16th centuries.,Salzburg - Residenz,,,Austria,,supplementary_table_coordinates,mappable_point,exact,15/16th centuries,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246576,SCATcat01,archive_supplement_exact_join,direct_table_extracted,final,,Nardò “torre santa Caterina”,direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246576 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row91 -> Table_S1!row132,ENA identifies SAMEA120246576 as Felis catus (tax_id 9685). Exact workbook join SCAT01; source chronology: 17-18th c AD.,Nardò “torre santa Caterina”,,,Italy,,supplementary_table_coordinates,mappable_point,exact,17-18th c AD,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246577,SDUCcat02,archive_supplement_exact_join,direct_table_extracted,final,,"Sassari, palazzo ducale, Sardinia",direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246577 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row92 -> Table_S1!row135,ENA identifies SAMEA120246577 as Felis catus (tax_id 9685). Exact workbook join SDUC02B; source chronology: 19th AD.,"Sassari, palazzo ducale, Sardinia",,,Italy,,supplementary_table_coordinates,mappable_point,exact,19th AD,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246578,TABcat02,archive_supplement_exact_join,direct_table_extracted,final,,"Tabernas, Spain",direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246578 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row93 -> Table_S1!row192,"ENA identifies SAMEA120246578 as Felis silvestris silvestris (tax_id 463207). Exact workbook join TAB02B; source chronology: 2,700-2,400 BC (Phase III).","Tabernas, Spain",,,Spain,,supplementary_table_coordinates,mappable_point,exact,4349-4649 BP,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246579,TERTcat03,archive_supplement_exact_join,direct_table_extracted,final,,"Tertenia, Sardinia",direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246579 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row95 -> Table_S1!row144,ENA identifies SAMEA120246579 as Felis catus (tax_id 9685). Exact workbook join TERT03; source chronology: 4th-5th c AD.,"Tertenia, Sardinia",,,Italy,,supplementary_table_coordinates,mappable_point,exact,4th-5th c AD,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246580,TONcat03,archive_supplement_exact_join,direct_table_extracted,final,,"Tongeren, Industrie Oost",direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246580 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row96 -> Table_S1!row25,ENA identifies SAMEA120246580 as Felis silvestris silvestris (tax_id 463207). Exact workbook join TON03; source chronology: 40BC (4.0%) 10BC / AD (91.4%) 130AD.,"Tongeren, Industrie Oost",,,Belgium,,supplementary_table_coordinates,mappable_point,exact,1820-1989 BP,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246581,TRMRcat01,archive_supplement_exact_join,direct_table_extracted,final,,Traismauer,direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246581 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row97 -> Table_S1!row18,ENA identifies SAMEA120246581 as Felis catus (tax_id 9685). Exact workbook join TRMR01B; source chronology: 60AD (95.4%) 220AD.,Traismauer,,,Austria,,supplementary_table_coordinates,mappable_point,exact,1730-1890 BP,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246582,VIAcat04,archive_supplement_exact_join,direct_table_extracted,final,,Viminacium/Amphitheatre,direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246582 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row98 -> Table_S1!row172,ENA identifies SAMEA120246582 as Felis catus (tax_id 9685). Exact workbook join VIA04; source chronology: 250AD (16.8%) 280AD / 330AD (78.6%) 420AD.,Viminacium/Amphitheatre,,,Serbia,,supplementary_table_coordinates,mappable_point,exact,1530-1700 BP,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246583,VIAcat06,archive_supplement_exact_join,direct_table_extracted,final,,Viminacium/Amphitheatre,direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246583 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row99 -> Table_S1!row174,ENA identifies SAMEA120246583 as Felis catus (tax_id 9685). Exact workbook join VIA06a; source chronology: 20AD (95.4%) 210AD.,Viminacium/Amphitheatre,,,Serbia,,supplementary_table_coordinates,mappable_point,exact,1740-1930 BP,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246584,VINcat04,archive_supplement_exact_join,direct_table_extracted,final,,Viminacium-Nad Klepačkom,direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246584 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row100 -> Table_S1!row179,ENA identifies SAMEA120246584 as Felis silvestris silvestris (tax_id 463207). Exact workbook join VIN04; source chronology: 990AD (49.5%) 1050AD / 1080AD (45.9%) 1160AD.,Viminacium-Nad Klepačkom,,,Serbia,,supplementary_table_coordinates,mappable_point,exact,790-960 BP,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246585,46_Fsl,archive_supplement_exact_join,direct_table_extracted,final,,Sardinia,direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246585 || science.adt2642_tables s1_to_s8.xlsx#Table_S4!row3,ENA identifies SAMEA120246585 as Felis silvestris lybica (tax_id 61377). Exact workbook join 46_Fsl; source chronology: modern.,Sardinia,,,Italy,,,,,modern,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246586,52_Fsl,archive_supplement_exact_join,direct_table_extracted,final,,"Sardinia, Monte Arcosu",direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246586 || science.adt2642_tables s1_to_s8.xlsx#Table_S4!row4,ENA identifies SAMEA120246586 as Felis silvestris lybica (tax_id 61377). Exact workbook join 52_Fsl; source chronology: modern.,"Sardinia, Monte Arcosu",,,Italy,,,,,modern,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246587,53_Fsl,archive_supplement_exact_join,direct_table_extracted,final,,"Sardinia, Monte Arcosu",direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246587 || science.adt2642_tables s1_to_s8.xlsx#Table_S4!row5,ENA identifies SAMEA120246587 as Felis silvestris lybica (tax_id 61377). Exact workbook join 53_Fsl; source chronology: modern.,"Sardinia, Monte Arcosu",,,Italy,,,,,modern,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246588,55_Fsl,archive_supplement_exact_join,direct_table_extracted,final,,"Sardinia, Nuoro - around Bitti",direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246588 || science.adt2642_tables s1_to_s8.xlsx#Table_S4!row6,ENA identifies SAMEA120246588 as Felis silvestris lybica (tax_id 61377). Exact workbook join 55_Fsl; source chronology: modern.,"Sardinia, Nuoro - around Bitti",,,Italy,,,,,modern,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246589,66_Fss,archive_supplement_exact_join,direct_table_extracted,final,,Tuscany - Maremma - Bivio Gavorrano,direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246589 || science.adt2642_tables s1_to_s8.xlsx#Table_S4!row7,ENA identifies SAMEA120246589 as Felis silvestris silvestris (tax_id 463207). Exact workbook join 66_Fss; source chronology: modern.,Tuscany - Maremma - Bivio Gavorrano,,,Italy,,,,,modern,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246590,78_Fss,archive_supplement_exact_join,direct_table_extracted,final,,Probabilly Sicily,direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246590 || science.adt2642_tables s1_to_s8.xlsx#Table_S4!row8,ENA identifies SAMEA120246590 as Felis silvestris silvestris (tax_id 463207). Exact workbook join 78_Fss; source chronology: modern.,Probabilly Sicily,,,Italy,,,,,modern,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246591,79_Fss,archive_supplement_exact_join,direct_table_extracted,final,,"Sicily, monti Nebrodi",direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246591 || science.adt2642_tables s1_to_s8.xlsx#Table_S4!row9,ENA identifies SAMEA120246591 as Felis silvestris silvestris (tax_id 463207). Exact workbook join 79_Fss; source chronology: modern.,"Sicily, monti Nebrodi",,,Italy,,,,,modern,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246592,99_Fss,archive_supplement_exact_join,direct_table_extracted,final,,Tuscany,direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246592 || science.adt2642_tables s1_to_s8.xlsx#Table_S4!row10,ENA identifies SAMEA120246592 as Felis silvestris silvestris (tax_id 463207). Exact workbook join 99_Fss; source chronology: modern.,Tuscany,,,Italy,,,,,modern,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246593,997_Fss,archive_supplement_exact_join,direct_table_extracted,final,,"Rugo Storto, Fanna, PN",direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246593 || science.adt2642_tables s1_to_s8.xlsx#Table_S4!row11,ENA identifies SAMEA120246593 as Felis silvestris silvestris (tax_id 463207). Exact workbook join 997_Fss; source chronology: modern.,"Rugo Storto, Fanna, PN",,,Italy,,,,,modern,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246594,1294_Fss,archive_supplement_exact_join,direct_table_extracted,final,,Umbria - Perugia - Cascia,direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246594 || science.adt2642_tables s1_to_s8.xlsx#Table_S4!row12,ENA identifies SAMEA120246594 as Felis silvestris silvestris (tax_id 463207). Exact workbook join 1294_Fss; source chronology: modern.,Umbria - Perugia - Cascia,,,Italy,,,,,modern,Sample-level locality comes directly from the recovered sample source row.
Felis catus,cat,PRJEB81815,prjeb81815:samea120246595,1302_Fss,archive_supplement_exact_join,direct_table_extracted,final,,Umbria - Perugia - Vallo di Nera,direct_sample_site,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,tracked_source_artifact,sample_accession:SAMEA120246595 || science.adt2642_tables s1_to_s8.xlsx#Table_S4!row13,ENA identifies SAMEA120246595 as Felis silvestris silvestris (tax_id 463207). Exact workbook join 1302_Fss; source chronology: modern.,Umbria - Perugia - Vallo di Nera,,,Italy,,,,,modern,Sample-level locality comes directly from the recovered sample source row.
