evidence_row_id,species_latin_name,project_accession,site_record_id,sample_record_ids,sample_rows_present,sample_lineage_present,site_evidence_present,chronology_evidence_present,coordinate_provenance_present,sample_locality_matches_site_record,sample_lineage_paths,site_evidence_path,site_evidence_locator,chronology_provenance_paths,coordinate_provenance_path,coordinate_provenance_locator,fully_accountable
animal-atlas-row:capra-hircus-prjna1328209-capra-hircus-locality-prjna1328209-lakeqinghaibasin-china,Capra hircus,PRJNA1328209,capra_hircus:locality:prjna1328209:lakeqinghaibasin:china,capra_hircus:sample:prjna1328209:dc23;capra_hircus:sample:prjna1328209:dc27-he;capra_hircus:sample:prjna1328209:dc40;capra_hircus:sample:prjna1328209:dc47_4he;capra_hircus:sample:prjna1328209:dc48-1,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.24272-j.issn.2095-8137.2025.080/supplementary/Supplementary_tables.xlsx,data/adna/governance/source_library/papers/10.24272-j.issn.2095-8137.2025.080/supplementary/Supplementary_tables.xlsx,Table S2!row3,data/adna/governance/source_library/papers/10.24272-j.issn.2095-8137.2025.080/supplementary/Supplementary_tables.xlsx,data/adna/governance/source_library/papers/10.24272-j.issn.2095-8137.2025.080/supplementary/Supplementary_tables.xlsx,Table S2!row3,true
animal-atlas-row:equus-caballus-prjeb31613-equus-caballus-locality-prjeb31613-batagai-russia,Equus caballus,PRJEB31613,equus_caballus:locality:prjeb31613:batagai:russia,equus_caballus:sample:prjeb31613:batagai_5155,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row24,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row24,true
animal-atlas-row:equus-caballus-prjeb31613-equus-caballus-locality-prjeb31613-goyet-belgium,Equus caballus,PRJEB31613,equus_caballus:locality:prjeb31613:goyet:belgium,equus_caballus:sample:prjeb31613:cgg_1_018522;equus_caballus:sample:prjeb31613:cgg_1_018529;equus_caballus:sample:prjeb31613:cgg_1_018533;equus_caballus:sample:prjeb31613:cgg_1_018540,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row137,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row137,true
animal-atlas-row:equus-caballus-prjeb31613-equus-caballus-locality-prjeb31613-kokorevo-russia,Equus caballus,PRJEB31613,equus_caballus:locality:prjeb31613:kokorevo:russia,equus_caballus:sample:prjeb31613:cgg_1_019154,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row148,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row148,true
animal-atlas-row:equus-caballus-prjeb31613-equus-caballus-locality-prjeb31613-merzlyyar-russia,Equus caballus,PRJEB31613,equus_caballus:locality:prjeb31613:merzlyyar:russia,equus_caballus:sample:prjeb31613:cgg_1_019192,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row166,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row166,true
animal-atlas-row:equus-caballus-prjeb31613-equus-caballus-locality-prjeb31613-taymyr-russia,Equus caballus,PRJEB31613,equus_caballus:locality:prjeb31613:taymyr:russia,equus_caballus:sample:prjeb31613:cgg_1_010022;equus_caballus:sample:prjeb31613:cgg_1_010023,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row212,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row212,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-acemhoyuk-turkey,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:acemhoyuk:turkey,equus_caballus:sample:prjeb44430:samea9533172;equus_caballus:sample:prjeb44430:samea9533173;equus_caballus:sample:prjeb44430:samea9533174,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row23,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row23,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-althiburos-tunisia,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:althiburos:tunisia,equus_caballus:sample:prjeb44430:samea9533398;equus_caballus:sample:prjeb44430:samea9533399;equus_caballus:sample:prjeb44430:samea9533400,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row10,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row10,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-arzhani-russia,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:arzhani:russia,equus_caballus:sample:prjeb44430:samea9533176;equus_caballus:sample:prjeb44430:samea9533177;equus_caballus:sample:prjeb44430:samea9533178,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row174,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row174,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-arzhanii-russia,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:arzhanii:russia,equus_caballus:sample:prjeb44430:samea9533175,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row173,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row173,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-ashchisu-kazakhstan,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:ashchisu:kazakhstan,equus_caballus:sample:prjeb44430:samea9533339,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row110,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row110,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-asva-estonia,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:asva:estonia,equus_caballus:sample:prjeb44430:samea9533227;equus_caballus:sample:prjeb44430:samea9533228,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row260,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row260,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-badpirawarth-austria,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:badpirawarth:austria,equus_caballus:sample:prjeb44430:samea9533397,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row79,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row79,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-bezno-czechrepublic,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:bezno:czechrepublic,equus_caballus:sample:prjeb44430:samea9533352,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row137,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row137,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-bijkev-russia,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:bijkev:russia,equus_caballus:sample:prjeb44430:samea9533182,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row144,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row144,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-bolshekaraganskii-russia,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:bolshekaraganskii:russia,equus_caballus:sample:prjeb44430:samea9533411;equus_caballus:sample:prjeb44430:samea9533423;equus_caballus:sample:prjeb44430:samea9533427;equus_caballus:sample:prjeb44430:samea9533428,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row184,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row184,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-borshoroonii-mongolia,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:borshoroonii:mongolia,equus_caballus:sample:prjeb44430:samea9533306,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row65,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row65,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-burgast-mongolia,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:burgast:mongolia,equus_caballus:sample:prjeb44430:samea9533255,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row109,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row109,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-burialmoundatberezovayamountain-russia,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:burialmoundatberezovayamountain:russia,equus_caballus:sample:prjeb44430:samea9533304,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row178,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row178,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-chalkhill-unitedkingdom,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:chalkhill:unitedkingdom,equus_caballus:sample:prjeb44430:samea9533217;equus_caballus:sample:prjeb44430:samea9533218,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row148,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row148,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-chingeteyi-russia,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:chingeteyi:russia,equus_caballus:sample:prjeb44430:samea9533219,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row177,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row177,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-choburaki-russia,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:choburaki:russia,equus_caballus:sample:prjeb44430:samea9533220,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row147,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row147,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-elsvilars-spain,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:elsvilars:spain,equus_caballus:sample:prjeb44430:samea9533235;equus_caballus:sample:prjeb44430:samea9533405;equus_caballus:sample:prjeb44430:samea9533406,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row36,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row36,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-elturuuelo-spain,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:elturuuelo:spain,equus_caballus:sample:prjeb44430:samea9533171,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row26,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row26,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-ernvl-czechrepublic,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:ernvl:czechrepublic,equus_caballus:sample:prjeb44430:samea9533353,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row124,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row124,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-gangatsagaanereg-mongolia,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:gangatsagaanereg:mongolia,equus_caballus:sample:prjeb44430:samea9533236;equus_caballus:sample:prjeb44430:samea9533237,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row106,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row106,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-gordinestiii-moldova,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:gordinestiii:moldova,equus_caballus:sample:prjeb44430:samea9533318,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row77,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row77,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-halvai-kazakhstan,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:halvai:kazakhstan,equus_caballus:sample:prjeb44430:samea9533256;equus_caballus:sample:prjeb44430:samea9533257,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row202,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row202,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-holubice-czechrepublic,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:holubice:czechrepublic,equus_caballus:sample:prjeb44430:samea9533354,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row128,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row128,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-iguedugral-france,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:iguedugral:france,equus_caballus:sample:prjeb44430:samea9533239;equus_caballus:sample:prjeb44430:samea9533240;equus_caballus:sample:prjeb44430:samea9533241;equus_caballus:sample:prjeb44430:samea9533242;equus_caballus:sample:prjeb44430:samea9533243;equus_caballus:sample:prjeb44430:samea9533244;equus_caballus:sample:prjeb44430:samea9533245;equus_caballus:sample:prjeb44430:samea9533246;equus_caballus:sample:prjeb44430:samea9533247;equus_caballus:sample:prjeb44430:samea9533248;equus_caballus:sample:prjeb44430:samea9533249;equus_caballus:sample:prjeb44430:samea9533250,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row50,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row50,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-kamennyiambar5-russia,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:kamennyiambar5:russia,equus_caballus:sample:prjeb44430:samea9533417;equus_caballus:sample:prjeb44430:samea9533418;equus_caballus:sample:prjeb44430:samea9533419;equus_caballus:sample:prjeb44430:samea9533420;equus_caballus:sample:prjeb44430:samea9533421;equus_caballus:sample:prjeb44430:samea9533422;equus_caballus:sample:prjeb44430:samea9533424;equus_caballus:sample:prjeb44430:samea9533425;equus_caballus:sample:prjeb44430:samea9533426,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row193,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row193,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-kazimierzawielka6-poland,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:kazimierzawielka6:poland,equus_caballus:sample:prjeb44430:samea9533340;equus_caballus:sample:prjeb44430:samea9533341;equus_caballus:sample:prjeb44430:samea9533342;equus_caballus:sample:prjeb44430:samea9533343;equus_caballus:sample:prjeb44430:samea9533344;equus_caballus:sample:prjeb44430:samea9533345,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row129,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row129,true
