feature_id,evidence_row_id,site_record_id,species_latin_name,species_common_name,animal_scope,support_class,support_note,locality,political_entity,latitude,longitude,latitude_text,longitude_text,coordinate_basis,coordinate_confidence,geocoding_method,geocoder_or_gazetteer,confidence_rationale,original_place_text,resolved_place_text,coordinate_source_artifact_path,coordinate_source_locator,coordinate_supplementary_source,coordinate_support_gap_note,chronology,project_accessions,primary_project_accession,sample_record_ids,sample_group_ids,source_native_taxon_labels,source_native_tax_ids,source_native_scientific_names,taxon_alignment_statuses,sample_count,sample_namespace,inclusion_statuses,inclusion_notes,paper_title,paper_doi,publication_year,journal_title,paper_url,supplementary_sources,source_artifact_path,source_artifact_kind,source_locator,source_support_status,exact_source_text,nordic_inclusion,nordic_inclusion_reason,interpretation_note
animal-atlas-feature:equus-caballus-locality-prjeb44430-ridala-estonia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-ridala-estonia,equus_caballus:locality:prjeb44430:ridala:estonia,Equus caballus,horse,domesticated_core,accepted,admissible_for_curated_support,Ridala,Estonia,58.4552,23.0326,58.4552,23.0326,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,Ridala,Ridala,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row262,,,"{'original_text': '2604-2650 BP', 'time_start_bp': 2604, 'time_end_bp': 2650, 'time_mean_bp': 2627, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'mixed_radiocarbon_and_archaeological_context', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_precise_interval', 'refusal_reason_code': ''}",PRJEB44430,PRJEB44430,equus_caballus:sample:prjeb44430:samea9533229;equus_caballus:sample:prjeb44430:samea9533365;equus_caballus:sample:prjeb44430:samea9533366,PRJEB44430,,,,not_reported,3,equus_caballus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,The origins and spread of domestic horses from the Western Eurasian steppes,10.1038/s41586-021-04018-9,2021,Nature,https://doi.org/10.1038/s41586-021-04018-9,,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row262,supplementary_table_row,"Esto8_Est_m654 | 58.4552 N, 23.0326 E | Ridala | Estonia | DOM2 | fortified settlement, Late Bronze Age | 189992 | 2485 | 20 | -768 | -540 | 654 | 2604 | M | this study | 1 | 3 | 3 | 118033555 | 57676790 | 175710345 | - | - | - | 793.18915518300003 | 1.4643414477500001 | 1.142E-3 | 0.941534732261000",false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
animal-atlas-feature:equus-caballus-locality-prjeb44430-sagzabad-iran,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-sagzabad-iran,equus_caballus:locality:prjeb44430:sagzabad:iran,Equus caballus,horse,domesticated_core,accepted,admissible_for_curated_support,Sagzabad,Iran,35.773,49.938,35.773,49.938,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,Sagzabad,Sagzabad,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row9,,,"{'original_text': '3052 BP', 'time_start_bp': 3052, 'time_end_bp': 3052, 'time_mean_bp': 3052, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'mixed_radiocarbon_and_archaeological_context', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_precise_point', 'refusal_reason_code': ''}",PRJEB44430,PRJEB44430,equus_caballus:sample:prjeb44430:samea9533392,PRJEB44430,,,,not_reported,1,equus_caballus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,The origins and spread of domestic horses from the Western Eurasian steppes,10.1038/s41586-021-04018-9,2021,Nature,https://doi.org/10.1038/s41586-021-04018-9,,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row9,supplementary_table_row,"SAGS27_Ira_m1102 | 35.773 N, 49.938 E | Sagzabad | Iran | DOM2 | settlement, Late Bronze/Iron Age | 190001 | 2900 | 15 | -1191 | -1012 | 1102 | 3052 | M | this study | 1 | 4 | 4 | 420561558 | 169090368 | 589651926 | - | - | - | 80.163451168400002 | 2.4547248965700001 | 1.1360000000000001E-3 | 1.4419",false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
animal-atlas-feature:equus-caballus-locality-prjeb44430-serpievskaya-russia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-serpievskaya-russia,equus_caballus:locality:prjeb44430:serpievskaya:russia,Equus caballus,horse,wild_or_progenitor_context,accepted,admissible_for_curated_support,Serpievskaya,Russia,54.833333,57.883333,54.833333,57.883333,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,Serpievskaya,Serpievskaya,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row247,,,"{'original_text': '19719 BP', 'time_start_bp': 19719, 'time_end_bp': 19719, 'time_mean_bp': 19719, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'mixed_radiocarbon_and_archaeological_context', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_precise_point', 'refusal_reason_code': ''}",PRJEB44430,PRJEB44430,equus_caballus:sample:prjeb44430:samea9533383,PRJEB44430,,,,not_reported,1,equus_caballus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,The origins and spread of domestic horses from the Western Eurasian steppes,10.1038/s41586-021-04018-9,2021,Nature,https://doi.org/10.1038/s41586-021-04018-9,,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row247,supplementary_table_row,"RN131_Rus_m17769 | 54.833333 N, 57.883333 E | Serpievskaya | Russia | URAL | cave, Upper Palaeolithic | 208888 | 16345 | 45 | -17921 | -17617 | 17769 | 19719 | M | this study | 1 | 4 | 4 | 104525131 | 20354054 | 124879185 | - | - | - | 182.518154584 | 2.9548061436599999 | 7.7700000000000002E-4 | 1.9",false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
animal-atlas-feature:equus-caballus-locality-prjeb44430-shilikty5-kazakhstan,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-shilikty5-kazakhstan,equus_caballus:locality:prjeb44430:shilikty5:kazakhstan,Equus caballus,horse,domesticated_core,accepted,admissible_for_curated_support,Shilikty 5,Kazakhstan,47.237169,84.542033,47.237169,84.542033,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,Shilikty 5,Shilikty 5,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row69,,,"{'original_text': '2243 BP', 'time_start_bp': 2243, 'time_end_bp': 2243, 'time_mean_bp': 2243, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'mixed_radiocarbon_and_archaeological_context', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_precise_point', 'refusal_reason_code': ''}",PRJEB44430,PRJEB44430,equus_caballus:sample:prjeb44430:samea9533290,PRJEB44430,,,,not_reported,1,equus_caballus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,The origins and spread of domestic horses from the Western Eurasian steppes,10.1038/s41586-021-04018-9,2021,Nature,https://doi.org/10.1038/s41586-021-04018-9,,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row69,supplementary_table_row,"KZ2019x1a_Kaz_m293 | 47.237169 N, 84.542033 E | Shilikty 5 | Kazakhstan | DOM2 | cemetery, 4th century BCE | 223205 | 2235 | 15 | -380 | -206 | 293 | 2243 | M | this study | 1 | 2 | 2 | 156275352 | 28929998 | 185205350 | - | - | - | 149.86602756100001 | 3.8580530687999999 | 7.9799999999999999E-4 | 2",false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
animal-atlas-feature:equus-caballus-locality-prjeb44430-sigarra-spain,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-sigarra-spain,equus_caballus:locality:prjeb44430:sigarra:spain,Equus caballus,horse,domesticated_core,accepted,admissible_for_curated_support,Sigarra,Spain,41.7075,1.54222,41.7075,1.54222,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,Sigarra,Sigarra,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row40,,,"{'original_text': '2267 BP', 'time_start_bp': 2267, 'time_end_bp': 2267, 'time_mean_bp': 2267, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'mixed_radiocarbon_and_archaeological_context', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_precise_point', 'refusal_reason_code': ''}",PRJEB44430,PRJEB44430,equus_caballus:sample:prjeb44430:samea9533407,PRJEB44430,,,,not_reported,1,equus_caballus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,The origins and spread of domestic horses from the Western Eurasian steppes,10.1038/s41586-021-04018-9,2021,Nature,https://doi.org/10.1038/s41586-021-04018-9,,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row40,supplementary_table_row,"UE172_Spa_m317 | 41.7075 N, 1.54222 E | Sigarra | Spain | DOM2 | settlement, Ancient Iberian (pre-Roman occupation) | 190012 | 2290 | 15 | -400 | -234 | 317 | 2267 | F | this study | 1 | 3 | 3 | 243026108 | 12553028 | 255579136 | - | - | - | 104.055422409 | 3.71453308697 | 1.111E-3 | 2.4159957439299",false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
animal-atlas-feature:equus-caballus-locality-prjeb44430-sintashta-russia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-sintashta-russia,equus_caballus:locality:prjeb44430:sintashta:russia,Equus caballus,horse,domesticated_core,accepted,admissible_for_curated_support,Sintashta,Russia,52.486359,60.187925,52.486359,60.187925,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,Sintashta,Sintashta,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row180,,,"{'original_text': '3806-3815 BP', 'time_start_bp': 3806, 'time_end_bp': 3815, 'time_mean_bp': 3810, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'mixed_radiocarbon_and_archaeological_context', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_precise_interval', 'refusal_reason_code': ''}",PRJEB44430,PRJEB44430,equus_caballus:sample:prjeb44430:samea9533325;equus_caballus:sample:prjeb44430:samea9533326,PRJEB44430,,,,not_reported,2,equus_caballus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,The origins and spread of domestic horses from the Western Eurasian steppes,10.1038/s41586-021-04018-9,2021,Nature,https://doi.org/10.1038/s41586-021-04018-9,,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row180,supplementary_table_row,"NB44_Rus_m1856 | 52.486359 N, 60.187925 E | Sintashta | Russia | DOM2 | fortified settlement, Bronze Age Sintastha Culture | 229415 | 3535 | 20 | -1938 | -1773 | 1856 | 3806 | M | this study | 1 | 4 | 4 | 170206422 | 22550524 | 192756946 | - | - | - | 334.084122229 | 1.69288566047 | 9.16999999999999",false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
animal-atlas-feature:equus-caballus-locality-prjeb44430-tarquinia-italy,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-tarquinia-italy,equus_caballus:locality:prjeb44430:tarquinia:italy,Equus caballus,horse,domesticated_core,accepted,admissible_for_curated_support,Tarquinia,Italy,42.249167,11.756111,42.249167,11.756111,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,Tarquinia,Tarquinia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row42,,,"{'original_text': '2607 BP', 'time_start_bp': 2607, 'time_end_bp': 2607, 'time_mean_bp': 2607, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'mixed_radiocarbon_and_archaeological_context', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_precise_point', 'refusal_reason_code': ''}",PRJEB44430,PRJEB44430,equus_caballus:sample:prjeb44430:samea9533402,PRJEB44430,,,,not_reported,1,equus_caballus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,The origins and spread of domestic horses from the Western Eurasian steppes,10.1038/s41586-021-04018-9,2021,Nature,https://doi.org/10.1038/s41586-021-04018-9,,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row42,supplementary_table_row,"Tarquinia3298_Ita_m657 | 42.249167 N, 11.756111 E | Tarquinia | Italy | DOM2 | monumental complex, Iron Age Etruscan Culture | 229408 | 2495 | 20 | -771 | -543 | 657 | 2607 | M | this study | 1 | 4 | 4 | 361962266 | 12572102 | 374534368 | - | - | - | 278.77064110200001 | 6.1934818495600004 | 1.011E-",false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
animal-atlas-feature:equus-caballus-locality-prjeb44430-tatsynereg-mongolia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-tatsynereg-mongolia,equus_caballus:locality:prjeb44430:tatsynereg:mongolia,Equus caballus,horse,domesticated_core,accepted,admissible_for_curated_support,Tatsyn Ereg,Mongolia,47.750843,101.369458,47.750843,101.369458,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,Tatsyn Ereg,Tatsyn Ereg,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row70,,,"{'original_text': '2963-3007 BP', 'time_start_bp': 2963, 'time_end_bp': 3007, 'time_mean_bp': 2985, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'mixed_radiocarbon_and_archaeological_context', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_precise_interval', 'refusal_reason_code': ''}",PRJEB44430,PRJEB44430,equus_caballus:sample:prjeb44430:samea9533251;equus_caballus:sample:prjeb44430:samea9533252;equus_caballus:sample:prjeb44430:samea9533253;equus_caballus:sample:prjeb44430:samea9533254,PRJEB44430,,,,not_reported,4,equus_caballus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,The origins and spread of domestic horses from the Western Eurasian steppes,10.1038/s41586-021-04018-9,2021,Nature,https://doi.org/10.1038/s41586-021-04018-9,,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row70,supplementary_table_row,"GVA9010_Mon_m1057 | 47.750843 N, 101.369458 E | Tatsyn Ereg | Mongolia | DOM2 | burial site, Bronze Age Deer Stone Complex (*4) | - | - | - | - | - | 1057 | 3007 | M | this study | 1 | 1 | 1 | 21579662 | 2488414 | 24068076 | - | - | - | 3.3479328939499999 | 0.104975158651 | 1.4480000000000001E-3 | 6",false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
animal-atlas-feature:equus-caballus-locality-prjeb44430-tepehasanlu-iran,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-tepehasanlu-iran,equus_caballus:locality:prjeb44430:tepehasanlu:iran,Equus caballus,horse,domesticated_core,accepted,admissible_for_curated_support,Tepe Hasanlu,Iran,37.004486,45.458817,37.004486,45.458817,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,Tepe Hasanlu,Tepe Hasanlu,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row15,,,"{'original_text': '2718 BP', 'time_start_bp': 2718, 'time_end_bp': 2718, 'time_mean_bp': 2718, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'mixed_radiocarbon_and_archaeological_context', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_precise_point', 'refusal_reason_code': ''}",PRJEB44430,PRJEB44430,equus_caballus:sample:prjeb44430:samea9533260;equus_caballus:sample:prjeb44430:samea9533263;equus_caballus:sample:prjeb44430:samea9533266,PRJEB44430,,,,not_reported,3,equus_caballus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,The origins and spread of domestic horses from the Western Eurasian steppes,10.1038/s41586-021-04018-9,2021,Nature,https://doi.org/10.1038/s41586-021-04018-9,,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row15,supplementary_table_row,"Hasanlu2327_Ira_m768 | 37.004486 N, 45.458817 E | Tepe Hasanlu | Iran | DOM2 | fortified settlement, Iron Age (*5) | - | - | - | - | - | 768 | 2718 | M | this study | 1 | 4 | 4 | 131679122 | 41688494 | 173367616 | - | - | - | 203.45805871799999 | 1.3017264228300001 | 1.2030000000000001E-3 | 0.724522",false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
animal-atlas-feature:equus-caballus-locality-prjeb44430-titn-czechrepublic,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-titn-czechrepublic,equus_caballus:locality:prjeb44430:titn:czechrepublic,Equus caballus,horse,domesticated_core,accepted,admissible_for_curated_support,Tištín,Czech Republic,49.313,17.15314,49.313,17.15314,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,Tištín,Tištín,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row96,,,"{'original_text': '3199 BP', 'time_start_bp': 3199, 'time_end_bp': 3199, 'time_mean_bp': 3199, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'mixed_radiocarbon_and_archaeological_context', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_precise_point', 'refusal_reason_code': ''}",PRJEB44430,PRJEB44430,equus_caballus:sample:prjeb44430:samea9533355,PRJEB44430,,,,not_reported,1,equus_caballus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,The origins and spread of domestic horses from the Western Eurasian steppes,10.1038/s41586-021-04018-9,2021,Nature,https://doi.org/10.1038/s41586-021-04018-9,,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row96,supplementary_table_row,"PRA62_Cze_m1249 | 49.31300 N, 17.15314  E | Tištín | Czech Republic | DOM2 | settlement, Bell Beaker Culture feature | 208893 | 2995 | 20 | -1371 | -1127 | 1249 | 3199 | M | this study | 1 | 5 | 5 | 503250545 | 306569170 | 809819715 | - | - | - | 1096.2704014399999 | 2.1985038134999999 | 1.092000000",false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
animal-atlas-feature:equus-caballus-locality-prjeb44430-touehradiko-czechrepublic,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-touehradiko-czechrepublic,equus_caballus:locality:prjeb44430:touehradiko:czechrepublic,Equus caballus,horse,domesticated_core,accepted,admissible_for_curated_support,Toušeň – Hradišťko,Czech Republic,50.16813,14.72267,50.16813,14.72267,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,Toušeň – Hradišťko,Toušeň – Hradišťko,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row127,,,"{'original_text': '3795 BP', 'time_start_bp': 3795, 'time_end_bp': 3795, 'time_mean_bp': 3795, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'mixed_radiocarbon_and_archaeological_context', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_precise_point', 'refusal_reason_code': ''}",PRJEB44430,PRJEB44430,equus_caballus:sample:prjeb44430:samea9533360,PRJEB44430,,,,not_reported,1,equus_caballus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,The origins and spread of domestic horses from the Western Eurasian steppes,10.1038/s41586-021-04018-9,2021,Nature,https://doi.org/10.1038/s41586-021-04018-9,,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row127,supplementary_table_row,"PRA9_Cze_m1845 | 50.16813 N, 14.72267 E | Toušeň – Hradišťko | Czech Republic | DOM2 | settlement, cultural layers containing Middle Eneolithic and Early Bronze Age ceramic | 208866 | 3520 | 15 | -1920 | -1769 | 1845 | 3795 | M | this study | 3 | 20 | 20 | 1428975293 | 261392956 | 1690368249 | - | -",false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
animal-atlas-feature:equus-caballus-locality-prjeb44430-tuchomice-czechrepublic,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-tuchomice-czechrepublic,equus_caballus:locality:prjeb44430:tuchomice:czechrepublic,Equus caballus,horse,domesticated_core,accepted,admissible_for_curated_support,Tuchoměřice,Czech Republic,50.13493,14.28531,50.13493,14.28531,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,Tuchoměřice,Tuchoměřice,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row122,,,"{'original_text': '3060 BP', 'time_start_bp': 3060, 'time_end_bp': 3060, 'time_mean_bp': 3060, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'mixed_radiocarbon_and_archaeological_context', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_precise_point', 'refusal_reason_code': ''}",PRJEB44430,PRJEB44430,equus_caballus:sample:prjeb44430:samea9533356,PRJEB44430,,,,not_reported,1,equus_caballus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,The origins and spread of domestic horses from the Western Eurasian steppes,10.1038/s41586-021-04018-9,2021,Nature,https://doi.org/10.1038/s41586-021-04018-9,,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row122,supplementary_table_row,"PRA64_Cze_m1110 | 50.13493 N, 14.28531 E | Tuchoměřice | Czech Republic | DOM2 | settlement, Late Bronze Age Knovíz/Štítary Culture | 208894 | 2915 | 15 | -1202 | -1018 | 1110 | 3060 | M | this study | 1 | 4 | 4 | 482000525 | 394690068 | 876690593 | - | - | - | 54.661713601000002 | 1.737004014120000",false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
animal-atlas-feature:equus-caballus-locality-prjeb44430-tuchomiceknvka-czechrepublic,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-tuchomiceknvka-czechrepublic,equus_caballus:locality:prjeb44430:tuchomiceknvka:czechrepublic,Equus caballus,horse,domesticated_core,accepted,admissible_for_curated_support,Tuchoměřice – Kněžívka,Czech Republic,50.12523,14.26973,50.12523,14.26973,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,Tuchoměřice – Kněžívka,Tuchoměřice – Kněžívka,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row119,,,"{'original_text': '3260 BP', 'time_start_bp': 3260, 'time_end_bp': 3260, 'time_mean_bp': 3260, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'mixed_radiocarbon_and_archaeological_context', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_precise_point', 'refusal_reason_code': ''}",PRJEB44430,PRJEB44430,equus_caballus:sample:prjeb44430:samea9533357,PRJEB44430,,,,not_reported,1,equus_caballus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,The origins and spread of domestic horses from the Western Eurasian steppes,10.1038/s41586-021-04018-9,2021,Nature,https://doi.org/10.1038/s41586-021-04018-9,,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row119,supplementary_table_row,"PRA68_Cze_m1310 | 50.12523 N, 14.26973 E | Tuchoměřice – Kněžívka | Czech Republic | DOM2 | settlement, Late Bronze Age Knovíz Culture | 208895 | 3045 | 15 | -1391 | -1228 | 1310 | 3260 | F | this study | 1 | 3 | 3 | 670448143 | 368380582 | 1038828725 | - | - | - | 114.007010186 | 1.95141189129 | 1.",false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
